"siteID","lakeID","siteName","lat","long","UTM","updateID"
"WL_MT.027","WL","MT.027",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.028","WL","MT.028",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_N","WL","N",NA,NA,"NA","originalDB.20160217"
"WL_N1","WL","N1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N2","WL","N2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N3","WL","N3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N4","WL","N4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N5","WL","N5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N6","WL","N6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N7","WL","N7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_N8","WL","N8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE1","WL","NE1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE2","WL","NE2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE3","WL","NE3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE4","WL","NE4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE5","WL","NE5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE6","WL","NE6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE7","WL","NE7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_NE8","WL","NE8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_Net","WL","Net",46.23,-89.5,"16T 307027E 5123273W","originalDB.20160217"
"WL_NW","WL","NW",NA,NA,"NA","originalDB.20160217"
"WL_P11","WL","P11",46.23,-89.5,"16T 307158E 5123359W","originalDB.20160217"
"WL_P12","WL","P12",46.23,-89.5,"16T 307139E 5123258W","originalDB.20160217"
"WL_P15","WL","P15",46.23,-89.5,"16T 307028E 5123343W","originalDB.20160217"
"WL_P16","WL","P16",46.23,-89.5,"16T 307030E 5123121W","originalDB.20160217"
"WL_P17","WL","P17",46.23,-89.5,"16T 307141E 5123256W","originalDB.20160217"
"WL_P5","WL","P5",46.23,-89.5,"16T 307154E 5123363W","originalDB.20160217"
"WL_P6","WL","P6",46.23,-89.5,"16T 307030E 5123341W","originalDB.20160217"
"WL_P7","WL","P7",46.23,-89.5,"16T 307030E 5123121W","originalDB.20160217"
"WL_Pelagic","WL","Pelagic",NA,NA,"NA","originalDB.20160217"
"WL_pelagic1","WL","pelagic1",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_pelagic2","WL","pelagic2",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_pelagic3","WL","pelagic3",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_pelagic4","WL","pelagic4",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_S","WL","S",NA,NA,"NA","originalDB.20160217"
"WL_S1","WL","S1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S2","WL","S2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S3","WL","S3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S4","WL","S4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S5","WL","S5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S6","WL","S6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S7","WL","S7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_S8","WL","S8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW","WL","SW",NA,NA,"NA","originalDB.20160217"
"WL_SW1","WL","SW1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW2","WL","SW2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW3","WL","SW3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW4","WL","SW4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW5","WL","SW5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW6","WL","SW6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW7","WL","SW7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_SW8","WL","SW8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_U1","WL","U1",46.23,-89.49,"16T 307314E 5123382W","originalDB.20160217"
"WL_U2","WL","U2",46.23,-89.49,"16T 307330E 5123419W","originalDB.20160217"
"WL_U3","WL","U3",46.236317,-89.503333,"NA","sitePiezoLake.20190326"
"WL_U4","WL","U4",46.236283,-89.503183,"NA","sitePiezoLake.20190326"
"WL_W","WL","W",NA,NA,"NA","originalDB.20160217"
"WL_W1","WL","W1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W2","WL","W2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W3","WL","W3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W4","WL","W4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W5","WL","W5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W6","WL","W6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W7","WL","W7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_W8","WL","W8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_WC1","WL","WC1",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"WL_WholeLake","WL","WholeLake",NA,NA,"NA","originalDB.20160217"
"WL_WholeShoreline","WL","WholeShoreline",46.23,-89.5,"16T 307027E 5123273W","originalDB.20160217"
"WN_BoatLaunch","WN","BoatLaunch",NA,NA,"NA","siteIDs_20201008"
"WN_DeepHole","WN","DeepHole",46.12,-89.73,"NA","siteColor.20200203"
"WN_flight","WN","flight",NA,NA,"NA","siteIDs_20201008"
"WN_wholeShoreline","WN","wholeShoreline",46.12,-89.73,"NA","siteFishInfo2019.20200529"
"WO_DeepHole","WO","DeepHole",41.55,-86.35,"16T 553592E 4600081W","originalDB.20160217"
"WS_BoatLaunch","WS","BoatLaunch",45.9748566,-90.002212,"NA","originalCreelUpdate_20190125"
"WS_DeepHole","WS","DeepHole",NA,NA,"NA","siteColor.20190326"
"WS_WholeShoreline","WS","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"YB_DeepHole","YB","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"YB_Inlet1","YB","Inlet1",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
