"siteID","lakeID","siteName","lat","long","UTM","updateID"
"SP_FN1","SP","FN1",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FN2","SP","FN2",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FN3","SP","FN3",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FN4","SP","FN4",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FN5","SP","FN5",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FN6","SP","FN6",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FN7","SP","FN7",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FN8","SP","FN8",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FNbig","SP","FNbig",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SP_FNm1","SP","FNm1",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FNm2","SP","FNm2",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FNm4","SP","FNm4",45.9396032,-89.3653929,"NA","siteFISHINFO2017BLG.20171003"
"SP_FNmini","SP","FNmini",45.9396032,-89.3653929,"NA","siteFISHINFO2016BLG.20170927"
"SPI_DeepHole","SPI","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"SQ_DeepHole","SQ","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"SQ_FN2","SQ","FN2",45.8844652,-89.9945844,"NA","siteFISHINFO2016BLG.20170927"
"SQ_FN3","SQ","FN3",45.8844652,-89.9945844,"NA","siteFISHINFO2017BLG.20171003"
"SQ_FN4","SQ","FN4",45.8844652,-89.9945844,"NA","siteFISHINFO2016BLG.20170927"
"SQ_FN5","SQ","FN5",45.8844652,-89.9945844,"NA","siteFISHINFO2017BLG.20171003"
"SQ_FN8","SQ","FN8",NA,NA,"NA","siteFishInfo.20190430"
"SQ_FN9","SQ","FN9",NA,NA,"NA","siteFishInfo.20190430"
"SQ_FNbig","SQ","FNbig",45.8844652,-89.9945844,"NA","siteFISHINFO2016BLG.20170927"
"SQ_FNm1","SQ","FNm1",45.8844652,-89.9945844,"NA","siteFISHINFO2017BLG.20171003"
"SQ_FNm4","SQ","FNm4",45.8844652,-89.9945844,"NA","siteFISHINFO2017BLG.20171003"
"SQ_FNm5","SQ","FNm5",45.8844652,-89.9945844,"NA","siteFISHINFO2017BLG.20171003"
"SQ_FNun","SQ","FNun",45.8844652,-89.9945844,"NA","siteFISHINFO2016BLG.20170927"
"SR_FN7","SR","FN7",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FNm1","SR","FNm1",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_DeepHole","SR","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"SR_FN1","SR","FN1",46.2112784,-89.8946996,"NA","siteFISHINFO2016BLG.20170927"
"SR_FN4","SR","FN4",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FN6","SR","FN6",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FN7","SR","FN7",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FN8","SR","FN8",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FNbig","SR","FNbig",46.2112784,-89.8946996,"NA","siteFISHINFO2016BLG.20170927"
"SR_FNm2","SR","FNm2",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FNm4","SR","FNm4",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FNm5","SR","FNm5",46.2112784,-89.8946996,"NA","siteFISHINFO2017BLG.20171003"
"SR_FNun","SR","FNun",46.2112784,-89.8946996,"NA","siteFISHINFO2016BLG.20170927"
"ST_DeepHole","ST","DeepHole",41.9,-86.01,"16T 581490E 4639684W","originalDB.20160217"
"ST_Inlet1","ST","Inlet1",41.9049,-86.0175,"16T 581490E 4639684W","siteCOLOR_2014to2016.20170123"
"ST_unknown","ST","unknown",41.9,-86.01,"16T 581490E 4639684W","originalDB.20160217"
"SU_DeepHole","SU","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"SV_BoatLaunch","SV","BoatLaunch",NA,NA,"NA","siteIDs_20201008"
"SV_DeepHole","SV","DeepHole",45.92,-89.24,"NA","siteColor.20200203"
"SV_flight","SV","flight",NA,NA,"NA","siteIDs_20201008"
"SV_wholeShoreline","SV","wholeShoreline",45.92,-89.24,"NA","siteFishInfo2019.20200529"
"TB_DeepHole","TB","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"TD_DeepHole","TD","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"TD_Inlet1","TD","Inlet1",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"TERR_FrisbeeField","TERR","FrisbeeField",NA,NA,"NA","siteGC(dic)2015.20170707"
"TERR_HankLab","TERR","HankLab",NA,NA,"NA","originalDB.20160217"
"TF_DeepHole","TF","DeepHole",NA,NA,"NA","originalDB.20160217"
"TF_FN1","TF","FN1",46.22,-89.52,"16T 305021E 5121753W","originalDB.20160217"
"TF_FN2","TF","FN2",46.22,-89.52,"16T 305021E 5121753W","originalDB.20160217"
"TF_FN3","TF","FN3",46.22,-89.52,"16T 305021E 5121753W","originalDB.20160217"
"TF_FN4","TF","FN4",46.22,-89.52,"16T 305021E 5121753W","originalDB.20160217"
"TF_shoreline","TF","shoreline",46.22,-89.52,"16T 305021E 5121753W","siteFISH_INFO.20170117"
"TH_E1","TH","E1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E2","TH","E2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E3","TH","E3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E30","TH","E30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E4","TH","E4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E40","TH","E40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E5","TH","E5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E6","TH","E6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E7","TH","E7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_E8","TH","E8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N1","TH","N1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N2","TH","N2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N3","TH","N3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N30","TH","N30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N4","TH","N4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N40","TH","N40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N5","TH","N5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N6","TH","N6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N7","TH","N7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_N8","TH","N8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE1","TH","NE1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE2","TH","NE2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE3","TH","NE3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE30","TH","NE30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE4","TH","NE4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE40","TH","NE40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE5","TH","NE5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE6","TH","NE6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE7","TH","NE7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_NE8","TH","NE8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S1","TH","S1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S2","TH","S2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S3","TH","S3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S30","TH","S30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S4","TH","S4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S40","TH","S40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S5","TH","S5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S6","TH","S6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S7","TH","S7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_S8","TH","S8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW1","TH","SW1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW2","TH","SW2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW3","TH","SW3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW30","TH","SW30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW4","TH","SW4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW40","TH","SW40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW5","TH","SW5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW6","TH","SW6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW7","TH","SW7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_SW8","TH","SW8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W1","TH","W1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W2","TH","W2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W3","TH","W3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W30","TH","W30",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W4","TH","W4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W40","TH","W40",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W5","TH","W5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W6","TH","W6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W7","TH","W7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TH_W8","TH","W8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"TO_BoatLaunch","TO","BoatLaunch",45.9385442,-89.7077093,"NA","originalCreelUpdate_20190125"
"TO_DeepHole","TO","DeepHole",NA,NA,"NA","siteColor.20190326"
"TO_flight","TO","flight",NA,NA,"NA","siteIDs_20201008"
"TO_FN1","TO","FN1",NA,NA,"NA","siteFishInfo.20190430"
"TO_PrivateDock","TO","PrivateDock",45.9385442,-89.7077093,"NA","originalCreelUpdate_20190125"
"TO_wholeShoreline","TO","wholeShoreline",45.9385442,-89.7077093,"NA","siteFishInfo2019.20200529"
"TO_WholeShoreline","TO","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"TR_DeepHole","TR","DeepHole",46.22,-89.52,"16T 305123E 5122700W","originalDB.20160217"
"TU_DeepHole","TU","DeepHole",46.25,-89.49,"16T 307495E 5125017W","originalDB.20160217"
"TU_FN1","TU","FN1",NA,NA,"NA","siteMonitoringFish.2017"
"TU_FN10","TU","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN11","TU","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN12","TU","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN2","TU","FN2",NA,NA,"NA","siteMonitoringFish.2017"
"TU_FN3","TU","FN3",NA,NA,"NA","siteMonitoringFish.2017"
"TU_FN4","TU","FN4",NA,NA,"NA","siteMonitoringFish.2017"
"TU_FN5","TU","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN6","TU","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN7","TU","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN8","TU","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_FN9","TU","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_Littoral.4","TU","Littoral.4",NA,NA,"NA","originalDB.20160217"
"TU_Littoral.6","TU","Littoral.6",NA,NA,"NA","originalDB.20160217"
"TU_MT.001","TU","MT.001",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.002","TU","MT.002",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.003","TU","MT.003",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.004","TU","MT.004",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.005","TU","MT.005",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.006","TU","MT.006",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.007","TU","MT.007",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.008","TU","MT.008",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.009","TU","MT.009",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.010","TU","MT.010",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.011","TU","MT.011",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.012","TU","MT.012",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.013","TU","MT.013",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.014","TU","MT.014",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.015","TU","MT.015",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.016","TU","MT.016",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.017","TU","MT.017",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.018","TU","MT.018",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.019","TU","MT.019",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TU_MT.020","TU","MT.020",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"TW_DeepHole","TW","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"TW_FN1","TW","FN1",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FN2","TW","FN2",46.0312638,-89.1708418,"NA","siteFISHINFO2016BLG.20170927"
"TW_FN3","TW","FN3",46.0312638,-89.1708418,"NA","siteFISHINFO2016BLG.20170927"
"TW_FN6","TW","FN6",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FN7","TW","FN7",46.0312638,-89.1708418,"NA","siteFISHINFO2016BLG.20170927"
"TW_FN8","TW","FN8",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FNm1","TW","FNm1",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FNm2","TW","FNm2",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FNm4","TW","FNm4",46.0312638,-89.1708418,"NA","siteFISHINFO2017BLG.20171003"
"TW_FNmini","TW","FNmini",46.0312638,-89.1708418,"NA","siteFISHINFO2016BLG.20170927"
"UB_DeepHole","UB","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"UB_FN1","UB","FN1",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FN2","UB","FN2",46.0163172,-89.3476356,"NA","siteFISHINFO2016BLG.20170927"
"UB_FN3","UB","FN3",46.0163172,-89.3476356,"NA","siteFISHINFO2016BLG.20170927"
"UB_FN4","UB","FN4",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FN5","UB","FN5",46.0163172,-89.3476356,"NA","siteFISHINFO2016BLG.20170927"
"UB_FN6","UB","FN6",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FN7","UB","FN7",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FN8","UB","FN8",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FNm1","UB","FNm1",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FNm4","UB","FNm4",46.0163172,-89.3476356,"NA","siteFISHINFO2017BLG.20171003"
"UB_FNun","UB","FNun",46.0163172,-89.3476356,"NA","siteFISHINFO2016BLG.20170927"
"UF_DeepHole","UF","DeepHole",41.57,-86.54,"16T 537950E 4602358W","originalDB.20160217"
"UG_BoatLaunch","UG","BoatLaunch",NA,NA,"NA","siteIDs_20201008"
"UG_DeepHole","UG","DeepHole",46.07,-89.84,"NA","siteColor.20200203"
"UG_flight","UG","flight",NA,NA,"NA","siteIDs_20201008"
"UG_wholeShoreline","UG","wholeShoreline",46.07,-89.84,"NA","siteFishInfo2019.20200529"
"VA_DeepHole","VA","DeepHole",NA,NA,"NA","sitePOC.20170529"
"VA_Inlet1","VA","Inlet1",NA,NA,"NA","sitePOC.20170529"
"VA_Outlet","VA","Outlet",NA,NA,"NA","sitePOC.20170529"
"VV_DeepHole","VV","DeepHole",NA,NA,"NA","siteCOLOR_2014to2016.20170123"
"VV_FN4","VV","FN4",46.1930814,-89.7575267,"NA","siteFISHINFO2016BLG.20170927"
"VV_FN5","VV","FN5",46.1930814,-89.7575267,"NA","siteFISHINFO2016BLG.20170927"
"VV_FN7","VV","FN7",46.1930814,-89.7575267,"NA","siteFISHINFO2016BLG.20170927"
"VV_FN8","VV","FN8",46.1930814,-89.7575267,"NA","siteFISHINFO2017BLG.20171003"
"VV_FNm1","VV","FNm1",46.1930814,-89.7575267,"NA","siteFISHINFO2017BLG.20171003"
"VV_FNm5","VV","FNm5",46.1930814,-89.7575267,"NA","siteFISHINFO2017BLG.20171003"
"VV_FNmini","VV","FNmini",46.1930814,-89.7575267,"NA","siteFISHINFO2016BLG.20170927"
"VV_FNun","VV","FNun",46.1930814,-89.7575267,"NA","siteFISHINFO2016BLG.20170927"
"WA_DeepHole","WA","DeepHole",46.25,-89.51,"16T 305977E 5125384W","originalDB.20160217"
"WA_FN1","WA","FN1",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN10","WA","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN11","WA","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN12","WA","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN2","WA","FN2",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN3","WA","FN3",NA,NA,"NA","siteMonitoringFish.2017"
"WA_FN4","WA","FN4",NA,NA,"NA","siteMonitoringFish.2017"
"WA_FN5","WA","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN6","WA","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN7","WA","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN8","WA","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_FN9","WA","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.001","WA","MT.001",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.002","WA","MT.002",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.003","WA","MT.003",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.004","WA","MT.004",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.005","WA","MT.005",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.006","WA","MT.006",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.007","WA","MT.007",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.008","WA","MT.008",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.009","WA","MT.009",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.010","WA","MT.010",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.011","WA","MT.011",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.012","WA","MT.012",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.013","WA","MT.013",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.014","WA","MT.014",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.015","WA","MT.015",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.016","WA","MT.016",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.017","WA","MT.017",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.018","WA","MT.018",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.019","WA","MT.019",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_MT.020","WA","MT.020",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WA_Pelagic","WA","Pelagic",46.2543,-89.5173,"16T 305977E 5125384W","siteRhodRelease.20170612"
"WB_BoatLaunch","WB","BoatLaunch",NA,NA,"NA","siteIDs_20201008"
"WB_DeepHole","WB","DeepHole",46.06,-89.52,"NA","siteColor.20200203"
"WB_flight","WB","flight",NA,NA,"NA","siteIDs_20201008"
"WB_wholeShoreline","WB","wholeShoreline",46.06,-89.52,"NA","siteFishInfo2019.20200529"
"WC_BoatLaunch","WC","BoatLaunch",46.1729139,-89.6169457,"NA","originalCreelUpdate_20190125"
"WC_DeepHole","WC","DeepHole",NA,NA,"NA","siteColor.20190326"
"WC_flight","WC","flight",NA,NA,"NA","siteIDs_20201008"
"WC_WholeShoreline","WC","WholeShoreline",NA,NA,"NA","fishScapes2018.20190124"
"WL_DeepHole","WL","DeepHole",46.23,-89.5,"16T 307027E 5123273W","originalDB.20160217"
"WL_Dock","WL","Dock",NA,NA,"NA","originalDB.20160217"
"WL_E","WL","E",NA,NA,"NA","siteBenthicInverts.20170713"
"WL_E1","WL","E1",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E2","WL","E2",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E3","WL","E3",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E4","WL","E4",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E5","WL","E5",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E6","WL","E6",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E7","WL","E7",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_E8","WL","E8",NA,NA,"NA","SITES_YOYSurv.fix.20201106"
"WL_EI","WL","EI",NA,NA,"NA","siteBenthicInverts.20170713"
"WL_EII","WL","EII",NA,NA,"NA","siteBenthicInverts.20170713"
"WL_FN1","WL","FN1",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN10","WL","FN10",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN11","WL","FN11",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN12","WL","FN12",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN2","WL","FN2",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN3","WL","FN3",NA,NA,"NA","siteLongFish2017"
"WL_FN4","WL","FN4",NA,NA,"NA","siteLongFish2017"
"WL_FN5","WL","FN5",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN6","WL","FN6",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN7","WL","FN7",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN8","WL","FN8",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_FN9","WL","FN9",NA,NA,"NA","siteFishInfoMonitoring.20170719"
"WL_HalfShoreline","WL","HalfShoreline",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_Littoral","WL","Littoral",NA,NA,"NA","originalDB.20160217"
"WL_Littoral.4","WL","Littoral.4",NA,NA,"NA","originalDB.20160217"
"WL_Littoral.5","WL","Littoral.5",NA,NA,"NA","originalDB.20160217"
"WL_littoral5","WL","littoral5",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_littoral6","WL","littoral6",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_littoral7","WL","littoral7",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_littoral8","WL","littoral8",NA,NA,"NA","siteGC(dic)2015.20170707"
"WL_MT","WL","MT",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.001","WL","MT.001",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.002","WL","MT.002",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.003","WL","MT.003",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.004","WL","MT.004",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.005","WL","MT.005",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.006","WL","MT.006",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.007","WL","MT.007",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.008","WL","MT.008",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.009","WL","MT.009",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.010","WL","MT.010",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.011","WL","MT.011",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.012","WL","MT.012",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.013","WL","MT.013",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.014","WL","MT.014",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.015","WL","MT.015",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.016","WL","MT.016",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.017","WL","MT.017",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.018","WL","MT.018",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.019","WL","MT.019",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.020","WL","MT.020",46.23,-89.49,"16T 307679E 5123358W","originalDB.20160217"
"WL_MT.021","WL","MT.021",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.022","WL","MT.022",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.023","WL","MT.023",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.024","WL","MT.024",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.025","WL","MT.025",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
"WL_MT.026","WL","MT.026",46.23,-89.49,"16T 307679E 5123358W","siteFISH_INFO.20170117"
