Run Number:,1,...3,Date:,20201028,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
ENTER SCAN DATA HERE,Sample Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,0,200,400,600,800,1000,2000,U155,U139,U157,U127,U158,U117,U156,U144,U152,U128,U125,U138,U123,U131,U129,U177,U185,U143,U147,U126,U171,U160,U154,U163,U111,U119,U132,U124,U183,U118,U170,U145,U184,U149,U120,U122,U115,U130,U113,U137,U114,U110,U108,U112,U121,U105,U141,U138,U134,U136,U106,U107,U23,U140,U20,U109,U26,U133,U25,U19,U28,U27,U22,U135,U116
200,1.399,1.486,1.609,1.713,1.806,1.912,2.296,1.8089999999999999,1.891,1.5049999999999999,1.6919999999999999,1.613,1.6970000000000001,1.845,1.6739999999999999,1.6910000000000001,1.7490000000000001,2.2229999999999999,1.79,1.653,1.98,1.9359999999999999,1.601,1.802,1.502,1.504,1.4890000000000001,1.67,1.772,1.8879999999999999,1.7370000000000001,1.62,2.173,2.319,1.569,1.6160000000000001,1.8380000000000001,1.637,1.8049999999999999,1.7130000000000001,1.76,1.621,1.556,1.722,1.714,1.6040000000000001,1.7969999999999999,1.589,1.5760000000000001,1.819,1.6020000000000001,1.8520000000000001,1.601,1.5660000000000001,1.778,1.792,1.5840000000000001,1.6639999999999999,1.546,1.573,1.79,1.8089999999999999,2.1160000000000001,1.5740000000000001,1.66,1.589,1.738,1.6679999999999999,1.5820000000000001,1.591,2.242,1.883
205,1.2210000000000001,1.312,1.436,1.541,1.644,1.758,2.213,1.706,1.7270000000000001,1.3380000000000001,1.5189999999999999,1.4379999999999999,1.5289999999999999,1.675,1.502,1.5169999999999999,1.579,2.0950000000000002,1.619,1.476,1.8160000000000001,1.77,1.43,1.6339999999999999,1.3340000000000001,1.3360000000000001,1.321,1.4950000000000001,1.6040000000000001,1.726,1.5640000000000001,1.4470000000000001,2.0350000000000001,2.2010000000000001,1.395,1.4470000000000001,1.6719999999999999,1.464,1.637,1.5449999999999999,1.5920000000000001,1.448,1.381,1.552,1.544,1.43,1.6279999999999999,1.4139999999999999,1.4039999999999999,1.651,1.431,1.6850000000000001,1.429,1.3919999999999999,1.61,1.625,1.4139999999999999,1.492,1.375,1.4079999999999999,1.623,1.651,1.97,1.4019999999999999,1.49,1.417,1.569,1.498,1.409,1.4219999999999999,2.1120000000000001,1.7190000000000001
210,1.0309999999999999,1.111,1.221,1.313,1.407,1.511,1.963,1.4470000000000001,1.488,1.135,1.296,1.2230000000000001,1.3069999999999999,1.4390000000000001,1.2829999999999999,1.9239999999999999,1.35,1.8380000000000001,1.39,1.2569999999999999,1.573,1.5349999999999999,1.2150000000000001,1.3959999999999999,1.131,1.133,1.1200000000000001,1.274,1.3720000000000001,1.484,1.335,1.2310000000000001,1.78,1.9450000000000001,1.1839999999999999,1.2350000000000001,1.4390000000000001,1.246,1.407,1.325,1.361,1.2330000000000001,1.1719999999999999,1.325,1.32,1.216,1.397,1.202,1.1919999999999999,1.42,1.2170000000000001,1.45,1.216,1.181,1.379,1.3979999999999999,1.2030000000000001,1.274,1.169,1.2010000000000001,1.391,1.4179999999999999,1.72,1.1919999999999999,1.272,1.2050000000000001,1.3420000000000001,1.278,1.1990000000000001,1.2110000000000001,1.8580000000000001,1.4890000000000001
215,0.74099999999999999,0.799,0.883,0.951,1.02,1.098,1.455,1.121,1.099,0.81899999999999995,0.94299999999999995,0.88600000000000001,0.95599999999999996,1.0569999999999999,0.93500000000000005,0.94399999999999995,0.98499999999999999,1.3740000000000001,1.0249999999999999,0.91500000000000004,1.1759999999999999,1.1539999999999999,0.878,1.0149999999999999,0.81499999999999995,0.81799999999999995,0.80700000000000005,0.93,1,1.089,0.97099999999999997,0.89200000000000002,1.3360000000000001,1.476,0.85499999999999998,0.90100000000000002,1.0640000000000001,0.90400000000000003,1.0389999999999999,0.97799999999999998,0.98899999999999999,0.89300000000000002,0.84599999999999997,0.96099999999999997,0.96299999999999997,0.879,1.028,0.871,0.86099999999999999,1.0489999999999999,0.88200000000000001,1.0680000000000001,0.88100000000000001,0.85299999999999998,1.008,1.0309999999999999,0.871,0.92800000000000005,0.84899999999999998,0.874,1.0169999999999999,1.04,1.2929999999999999,0.86299999999999999,0.92600000000000005,0.872,0.97899999999999998,0.92900000000000005,0.86899999999999999,0.878,1.403,1.119
220,0.44600000000000001,0.482,0.538,0.581,0.625,0.673,0.906,0.754,0.7,0.495,0.58399999999999996,0.54300000000000004,0.59699999999999998,0.66700000000000004,0.57999999999999996,0.58599999999999997,0.61399999999999999,0.88800000000000001,0.65100000000000002,0.56799999999999995,0.76900000000000002,0.76300000000000001,0.53400000000000003,0.627,0.49199999999999999,0.498,0.48599999999999999,0.57999999999999996,0.62,0.68500000000000005,0.60099999999999998,0.54700000000000004,0.874,0.98,0.52,0.56100000000000005,0.67900000000000005,0.55400000000000005,0.66200000000000003,0.624,0.60899999999999999,0.54700000000000004,0.51400000000000001,0.59099999999999997,0.59799999999999998,0.53600000000000003,0.65,0.53300000000000003,0.52400000000000002,0.67,0.53800000000000003,0.67700000000000005,0.53800000000000003,0.51700000000000002,0.63,0.65600000000000003,0.53200000000000003,0.57599999999999996,0.52200000000000002,0.54100000000000004,0.63400000000000001,0.65400000000000003,0.85099999999999998,0.52800000000000002,0.57299999999999995,0.53200000000000003,0.60899999999999999,0.57299999999999995,0.53300000000000003,0.53700000000000003,0.92600000000000005,0.74
225,0.19500000000000001,0.21,0.242,0.264,0.285,0.309,0.431,0.433,0.35499999999999998,0.218,0.27500000000000002,0.249,0.28599999999999998,0.33200000000000002,0.27500000000000002,0.27900000000000003,0.29499999999999998,0.47,0.32800000000000001,0.27,0.42,0.42699999999999999,0.23899999999999999,0.29399999999999998,0.216,0.223,0.21199999999999999,0.28000000000000003,0.29299999999999998,0.33800000000000002,0.28299999999999997,0.251,0.47499999999999998,0.55300000000000005,0.23300000000000001,0.26900000000000002,0.34699999999999998,0.255,0.33800000000000002,0.32,0.28199999999999997,0.251,0.23,0.23,0.28399999999999997,0.24199999999999999,0.32500000000000001,0.24299999999999999,0.23400000000000001,0.34399999999999997,0.24399999999999999,0.34,0.246,0.23100000000000001,0.30299999999999999,0.33200000000000002,0.24199999999999999,0.27300000000000002,0.24099999999999999,0.254,0.30399999999999999,0.32100000000000001,0.47099999999999997,0.24199999999999999,0.26900000000000002,0.24,0.28999999999999998,0.26800000000000002,0.245,0.246,0.51500000000000001,0.41399999999999998
238,-2.5999999999999999E-2,-0.029,-0.02,-0.018,-0.017,-0.019,-0.005,0.114,3.3000000000000002E-2,-2.5000000000000001E-2,-4.0000000000000001E-3,-1.2999999999999999E-2,5.0000000000000001E-3,3.1E-2,0,0,6.0000000000000001E-3,7.6999999999999999E-2,3.1E-2,2E-3,9.0999999999999998E-2,0.113,-2.1999999999999999E-2,-7.0000000000000001E-3,-2.7E-2,-0.02,-0.03,8.0000000000000002E-3,-1E-3,0.02,-3.0000000000000001E-3,-1.4E-2,9.9000000000000005E-2,0.14499999999999999,-2.1999999999999999E-2,5.0000000000000001E-3,4.2000000000000003E-2,-1.2E-2,3.9E-2,0.04,-1.0999999999999999E-2,-1.2999999999999999E-2,-2.1999999999999999E-2,-2.1999999999999999E-2,1E-3,-1.9E-2,2.7E-2,-1.4999999999999999E-2,-2.3E-2,4.2999999999999997E-2,-1.7000000000000001E-2,3.1E-2,-1.6E-2,-2.4E-2,8.0000000000000002E-3,3.5000000000000003E-2,-1.6E-2,1E-3,-0.01,-4.0000000000000001E-3,6.0000000000000001E-3,1.7000000000000001E-2,0.108,-1.4E-2,-3.0000000000000001E-3,-1.7999999999999999E-2,3.0000000000000001E-3,-6.0000000000000001E-3,-1.2E-2,-1.4E-2,0.122,0.114
250,-3.9E-2,-0.042,-0.036,-0.038,-0.038,-0.04,-0.038,6.8000000000000005E-2,2E-3,-0.04,-2.5000000000000001E-2,-3.1E-2,-1.7999999999999999E-2,1.2E-2,2.1000000000000001E-2,-2.3E-2,-1.7000000000000001E-2,3.6999999999999998E-2,3.0000000000000001E-3,-1.9E-2,5.5E-2,8.1000000000000003E-2,-3.9E-2,-2.9000000000000001E-2,-4.1000000000000002E-2,-3.5999999999999997E-2,-4.3999999999999997E-2,-1.4999999999999999E-2,-2.4E-2,-8.0000000000000002E-3,-2.5000000000000001E-2,-3.2000000000000001E-2,5.7000000000000002E-2,9.6000000000000002E-2,-3.6999999999999998E-2,-1.4999999999999999E-2,1.0999999999999999E-2,-2.9000000000000001E-2,8.9999999999999993E-3,1.2999999999999999E-2,-3.2000000000000001E-2,-3.1E-2,-3.7999999999999999E-2,-3.7999999999999999E-2,-2.1000000000000001E-2,-3.5999999999999997E-2,-2E-3,-3.3000000000000002E-2,-3.9E-2,1.2999999999999999E-2,-3.5000000000000003E-2,3.0000000000000001E-3,-3.3000000000000002E-2,-0.04,-1.4999999999999999E-2,7.0000000000000001E-3,-3.3000000000000002E-2,-2.1000000000000001E-2,-2.8000000000000001E-2,-2.4E-2,-1.7000000000000001E-2,-8.9999999999999993E-3,6.5000000000000002E-2,-3.2000000000000001E-2,-2.4E-2,-3.4000000000000002E-2,-1.9E-2,-2.5999999999999999E-2,-2.9000000000000001E-2,-3.2000000000000001E-2,7.5999999999999998E-2,8.8999999999999996E-2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COEFFICIENTS OF 3RD-ORDER POLYNOMIAL (c3*x^3)+(c2*x^2)+c1*x)+b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
