"projectID","lakeID","sampleID","dateSample","QCcode","flag","comments","metadataID","updateID","parameter","parameterValue"
3,"ME","ME_DeepHole_20190730_1041_Hypo_3_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.643
17,"MO","MO_DeepHole_20190731_938_PML_2_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.439
17,"MO","MO_DeepHole_20190731_938_Hypo_4.5_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.585
17,"MO","MO_Outlet_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.167
17,"MO","MO_Inlet3_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.572
33,"BR","BR_DeepHole_20190731_1205_PML_2.5_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.688
33,"BR","BR_DeepHole_20190731_1205_Hypo_4_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.177
33,"TF","TF_DeepHole_20190731_1045_PML_4_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.647
33,"TF","TF_DeepHole_20190731_1045_Hypo_6.5_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.716
34,"PE","PE_DeepHole_20190808_1000_PML_2_Limno.Sample.20160505",2019-08-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.176
15,"CR","CR_DeepHole_20191006_845_Hypo_10_Limno.Sample.20160505",2019-10-06,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.557
3,"WL","WL_DeepHole_20190528_915_PML_2_Limno.Sample.20160505",2019-05-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.713
3,"WL","WL_DeepHole_20190528_915_Hypo_8_Limno.Sample.20160505",2019-05-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.778
15,"PA","PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505",2019-05-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.566
15,"PA","PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505",2019-05-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.275
15,"PE","PE_DeepHole_20190529_1015_PML_1_Limno.Sample.20160505",2019-05-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.489
15,"PE","PE_DeepHole_20190529_1015_Hypo_9_Limno.Sample.20160505",2019-05-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.693
33,"CB","CB_DeepHole_20190531_1045_PML_0.75_Limno.Sample.20160505",2019-05-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.552
33,"CB","CB_DeepHole_20190531_1045_Hypo_2.5_Limno.Sample.20160505",2019-05-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.591
35,"HB","HB_DeepHole_20200603_1040_point_7_Limno.Sample.20160505",2020-06-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.218
3,"WL","WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505",2020-06-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.299
3,"WL","WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",2020-06-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.123
3,"FE","FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505",2020-06-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.41
3,"FE","FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505",2020-06-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.766
3,"FE","FE_Inlet1_20200604_1045_Surface_0_Limno.Sample.20160505",2020-06-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.374
35,"BR","BR_DeepHole_20200606_1354_point_5.5_Limno.Sample.20160505",2020-06-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.225
35,"CB","CB_DeepHole_20200606_1010_point_5.5_Limno.Sample.20160505",2020-06-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.571
35,"NG","NG_DeepHole_20200606_1135_point_5.5_Limno.Sample.20160505",2020-06-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.643
35,"WA","WA_DeepHole_20200606_1100_point_5.5_Limno.Sample.20160505",2020-06-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.637
35,"MI","MI_DeepHole_20200607_1047_point_10_Limno.Sample.20160505",2020-06-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.633
35,"PR","PR_DeepHole_20200607_1500_point_2.5_Limno.Sample.20160505",2020-06-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.195
35,"TF","TF_DeepHole_20200607_1145_point_7_Limno.Sample.20160505",2020-06-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.461
3,"FE","FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505",2020-06-09,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.384
3,"FE","FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505",2020-06-09,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.765
3,"FE","FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",2020-06-09,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.572
3,"WL","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",2020-06-09,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.365
3,"WL","WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",2020-06-09,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.914
15,"HB","HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.602
15,"HB","HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.067
15,"HB","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.721
17,"ME","ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.35
17,"ME","ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.733
17,"ME","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",2020-06-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.434
15,"CR","CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",2020-06-11,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.454
15,"CR","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",2020-06-11,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.771
15,"CR","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",2020-06-11,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.655
15,"MO","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",2020-06-12,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.935
15,"MO","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",2020-06-12,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",2.015
15,"MO","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.643
15,"MO","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.468
15,"MO","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.562
17,"BR","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",2020-06-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.359
17,"BR","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",2020-06-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.256
17,"BA","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",2020-06-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.457
17,"BA","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",2020-06-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.652
3,"FE","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",2020-06-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.386
3,"FE","FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",2020-06-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.824
3,"FE","FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",2020-06-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.462
3,"WL","WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",2020-06-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.42
3,"WL","WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",2020-06-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.968
17,"PA","PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505",2020-06-17,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.336
17,"PA","PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505",2020-06-17,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.475
17,"PE","PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",2020-06-17,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.353
17,"PE","PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505",2020-06-17,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.959
15,"MO","MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505",2020-06-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.844
15,"MO","MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505",2020-06-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.887
15,"MO","MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.235
15,"MO","MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.887
15,"MO","MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",NA
3,"FE","FE_DeepHole_20200623_1125_PML_1.5_Limno.Sample.20160505",2020-06-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.389
3,"FE","FE_DeepHole_20200623_1125_Hypo_8_Limno.Sample.20160505",2020-06-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.606
3,"FE","FE_Inlet1_20200623_1125_Surface_0_Limno.Sample.20160505",2020-06-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.339
3,"WL","WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505",2020-06-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.357
3,"WL","WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505",2020-06-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.821
15,"HB","HB_DeepHole_20200624_1053_PML_0.5_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.356
15,"HB","HB_DeepHole_20200624_1053_Hypo_4_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.876
15,"HB","HB_Outlet_20200624_1053_Surface_0_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.536
17,"ME","ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.237
17,"ME","ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.359
17,"ME","ME_Outlet_20200624_0852_Surface_0_Limno.Sample.20160505",2020-06-24,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.393
15,"CR","CR_DeepHole_20200625_1006_PML_2.5_Limno.Sample.20160505",2020-06-25,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.652
15,"CR","CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505",2020-06-25,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.658
15,"CR","CR_Outlet_20200625_1006_Surface_0_Limno.Sample.20160505",2020-06-25,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.497
17,"TU","TU_DeepHole_20200625_1231_PML_1.5_Limno.Sample.20160505",2020-06-25,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.585
17,"TU","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505",2020-06-25,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.364
17,"WA","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505",2020-06-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.458
17,"WA","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505",2020-06-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.965
3,"FE","FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505",2020-06-30,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.294
3,"FE","FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505",2020-06-30,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.521
3,"WL","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505",2020-06-30,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.223
3,"WL","WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505",2020-06-30,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.626
17,"BO","BO_DeepHole_20200701_1041_PML_0.25_Limno.Sample.20160505",2020-07-01,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.699
17,"BO","BO_DeepHole_20200701_1041_Hypo_2_Limno.Sample.20160505",2020-07-01,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.126
17,"CB","CB_DeepHole_20200701_0909_PML_0.5_Limno.Sample.20160505",2020-07-01,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.338
17,"CB","CB_DeepHole_20200701_0909_Hypo_3_Limno.Sample.20160505",2020-07-01,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.341
17,"NG","NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505",2020-07-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.743
17,"NG","NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505",2020-07-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.809
15,"MO","MO_DeepHole_20200706_0901_PML_0.5_Limno.Sample.20160505",2020-07-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.659
15,"MO","MO_DeepHole_20200706_0901_Hypo_3.5_Limno.Sample.20160505",2020-07-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.749
15,"MO","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505",2020-07-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.645
15,"MO","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505",2020-07-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.484
3,"FE","FE_DeepHole_20200707_1130_PML_0.25_Limno.Sample.20160505",2020-07-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.412
3,"FE","FE_DeepHole_20200707_1130_Hypo_8_Limno.Sample.20160505",2020-07-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.625
3,"WL","WL_DeepHole_20200707_1000_PML_1_Limno.Sample.20160505",2020-07-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",NA
3,"WL","WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505",2020-07-07,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.225
15,"HB","HB_DeepHole_20200708_0945_PML_0.25_Limno.Sample.20160505",2020-07-08,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.582
15,"HB","HB_DeepHole_20200708_0945_Hypo_3.5_Limno.Sample.20160505",2020-07-08,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.046
15,"HB","HB_Outlet_20200708_0945_Surface_0_Limno.Sample.20160505",2020-07-08,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.876
15,"CR","CR_DeepHole_20200710_1025_PML_2.5_Limno.Sample.20160505",2020-07-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.537
15,"CR","CR_DeepHole_20200710_1025_Hypo_7.5_Limno.Sample.20160505",2020-07-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.611
15,"CR","CR_Outlet_20200710_1025_Surface_0_Limno.Sample.20160505",2020-07-10,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.493
3,"FE","FE_DeepHole_20200715_1015_PML_1.5_Limno.Sample.20160505",2020-07-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.565
3,"FE","FE_DeepHole_20200715_1015_Hypo_8_Limno.Sample.20160505",2020-07-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.6
3,"FE","FE_Inlet1_20200715_1015_Surface_0_Limno.Sample.20160505",2020-07-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.608
3,"WL","WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505",2020-07-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.886
3,"WL","WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505",2020-07-15,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.274
41,"JO","JO_DeepHole_20200716_1120_PML_2_Limno.Sample.20160505",2020-07-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.854
41,"JO","JO_DeepHole_20200716_1120_Hypo_4.5_Limno.Sample.20160505",2020-07-16,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.911
15,"MO","MO_DeepHole_20200720_0900_PML_1_Limno.Sample.20160505",2020-07-20,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.979
15,"MO","MO_DeepHole_20200720_0900_Hypo_4_Limno.Sample.20160505",2020-07-20,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",2.637
15,"MO","MO_Inlet1_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.399
15,"MO","MO_Inlet2_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.122
15,"MO","MO_Inlet3_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.666
3,"WL","WL_DeepHole_20200721_0957_PML_2_Limno.Sample.20160505",2020-07-21,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.555
3,"WL","WL_DeepHole_20200721_0957_Hypo_8_Limno.Sample.20160505",2020-07-21,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.03
3,"FE","FE_DeepHole_20200722_1145_PML_2_Limno.Sample.20160505",2020-07-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.306
3,"FE","FE_DeepHole_20200722_1145_Hypo_8_Limno.Sample.20160505",2020-07-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.539
3,"FE","FE_Inlet1_20200722_1145_Surface_0_Limno.Sample.20160505",2020-07-22,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.389
15,"CR","CR_DeepHole_20200723_1030_PML_3.5_Limno.Sample.20160505",2020-07-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.381
15,"CR","CR_DeepHole_20200723_1030_Hypo_8_Limno.Sample.20160505",2020-07-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.515
15,"CR","CR_Outlet_20200723_1030_Surface_0_Limno.Sample.20160505",2020-07-23,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.282
17,"BA","BA_DeepHole_20200727_1130_PML_2.5_Limno.Sample.20160505",2020-07-27,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.418
17,"BA","BA_DeepHole_20200727_1130_Hypo_7_Limno.Sample.20160505",2020-07-27,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.377
17,"BR","BR_DeepHole_20200727_0925_PML_2_Limno.Sample.20160505",2020-07-27,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.182
17,"BR","BR_DeepHole_20200727_0925_Hypo_4_Limno.Sample.20160505",2020-07-27,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",2.137
3,"FE","FE_DeepHole_20200728_1210_PML_1_Limno.Sample.20160505",2020-07-28,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.52
3,"FE","FE_DeepHole_20200728_1210_Hypo_8_Limno.Sample.20160505",2020-07-28,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.6
3,"FE","FE_Inlet1_20200728_1210_Surface_0_Limno.Sample.20160505",2020-07-28,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.53
3,"WL","WL_DeepHole_20200728_1015_PML_1.5_Limno.Sample.20160505",2020-07-28,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.437
3,"WL","WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505",2020-07-28,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.847
17,"PA","PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.371
17,"PA","PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.371
17,"PE","PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.432
17,"PE","PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.969
17,"TU","TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.847
17,"TU","TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",2020-07-29,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.202
15,"MO","MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",2020-08-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.074
15,"MO","MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",2020-08-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.919
15,"MO","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.233
15,"MO","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.725
15,"MO","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",1.159
3,"FE","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",2020-08-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.289
3,"FE","FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505",2020-08-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.541
3,"FE","FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505",2020-08-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.532
3,"WL","WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",2020-08-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.281
3,"WL","WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",2020-08-04,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.796
15,"HB","HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505",2020-08-05,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.672
15,"HB","HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505",2020-08-05,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.996
15,"HB","HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",2020-08-05,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.859
15,"CR","CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505",2020-08-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.581
15,"CR","CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505",2020-08-06,NA,NA,"","Iso.POC.CEST.20121206","pocpon.20210501","POC",0.636
