"projectID","lakeID","sampleID","dateSample","QCcode","flag","comments","metadataID","updateID","parameter","parameterValue"
15,"HB","HB_DeepHole_20190701_840_PML_0.5_Limno.Sample.20160505",2019-07-01,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.921
15,"HB","HB_DeepHole_20190701_840_Hypo_4.5_Limno.Sample.20160505",2019-07-01,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.854
15,"HB","HB_Outlet_20190701_840_Surface_0_Limno.Sample.20160505",2019-07-01,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.459
3,"FE","FE_DeepHole_20190702_908_PML_1.5_Limno.Sample.20160505",2019-07-02,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.552
3,"FE","FE_DeepHole_20190702_908_Hypo_8_Limno.Sample.20160505",2019-07-02,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.605
3,"WL","WL_DeepHole_20190702_830_PML_1.5_Limno.Sample.20160505",2019-07-02,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.677
34,"PE","PE_DeepHole_20190703_1050_Hypo_9_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.841
3,"FE","FE_DeepHole_20190709_1104_PML_1_Limno.Sample.20160505",2019-07-09,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.669
3,"FE","FE_DeepHole_20190709_1104_Hypo_8_Limno.Sample.20160505",2019-07-09,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.44
3,"WL","WL_DeepHole_20190709_910_PML_1.5_Limno.Sample.20160505",2019-07-09,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.127
3,"WL","WL_DeepHole_20190709_910_Hypo_8_Limno.Sample.20160505",2019-07-09,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.648
34,"PE","PE_DeepHole_20190718_1415_PML_2_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.454
34,"PE","PE_DeepHole_20190718_1415_Hypo_9_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.979
17,"BA","BA_DeepHole_20190725_925_PML_3_Limno.Sample.20160505",2019-07-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.801
17,"BA","BA_DeepHole_20190725_925_Hypo_6.5_Limno.Sample.20160505",2019-07-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.636
15,"MO","MO_DeepHole_20190812_943_PML_1_Limno.Sample.20160505",2019-08-12,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.31
3,"FE","FE_DeepHole_20190820_1340_PML_2_Limno.Sample.20160505",2019-08-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.983
15,"PA","PA_DeepHole_20190522_1050_Hypo_7.5_Limno.Sample.20160505",2019-05-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.444
37,"LV","LV_DeepHole_20190823_1030_Surface_0_fishScapesLimno.20190319",2019-08-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.432
3,"FE","FE_DeepHole_20190827_1107_PML_2_Limno.Sample.20160505",2019-08-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.321
3,"FE","FE_DeepHole_20190827_1107_Hypo_8_Limno.Sample.20160505",2019-08-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.561
3,"WL","WL_DeepHole_20190827_1000_PML_2.5_Limno.Sample.20160505",2019-08-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.315
3,"WL","WL_DeepHole_20190827_1000_Hypo_8_Limno.Sample.20160505",2019-08-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.847
15,"CR","CR_Outlet_20190607_933_Surface_0_Limno.Sample.20160505",2019-06-07,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.526
17,"BR","BR_DeepHole_20190613_1056_PML_2_Limno.Sample.20160505",2019-06-13,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.964
17,"BR","BR_DeepHole_20190613_1056_Hypo_4_Limno.Sample.20160505",2019-06-13,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.26
17,"CB","CB_DeepHole_20190614_847_PML_0.5_Limno.Sample.20160505",2019-06-14,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.451
17,"CB","CB_DeepHole_20190614_847_Hypo_5_Limno.Sample.20160505",2019-06-14,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.755
17,"MO","MO_DeepHole_20190617_930_PML_1_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.032
17,"MO","MO_DeepHole_20190617_930_Hypo_4.5_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.191
17,"MO","MO_Outlet_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.63
17,"MO","MO_Inlet1_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.378
17,"MO","MO_Inlet2_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.275
17,"HB","HB_DeepHole_20190621_940_Hypo_4.5_Limno.Sample.20160505",2019-06-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.023
3,"FE","FE_DeepHole_20190625_928_PML_1.5_Limno.Sample.20160505",2019-06-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.606
3,"FE","FE_DeepHole_20190625_928_Hypo_8_Limno.Sample.20160505",2019-06-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.884
3,"WL","WL_DeepHole_20190625_835_PML_2_Limno.Sample.20160505",2019-06-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.718
3,"WL","WL_DeepHole_20190625_835_Hypo_8_Limno.Sample.20160505",2019-06-25,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.904
34,"PA","PA_DeepHole_20190627_842_PML_2_Limno.Sample.20160505",2019-06-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.331
34,"PA","PA_DeepHole_20190627_842_Hypo_8_Limno.Sample.20160505",2019-06-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.452
34,"PE","PE_DeepHole_20190627_1001_PML_1.5_Limno.Sample.20160505",2019-06-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.46
34,"PE","PE_DeepHole_20190627_1001_Hypo_9_Limno.Sample.20160505",2019-06-27,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.752
3,"WL","WL_DeepHole_20190702_830_Hypo_8_Limno.Sample.20160505",2019-07-02,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.858
34,"PA","PA_DeepHole_20190711_830_PML_2_Limno.Sample.20160505",2019-07-11,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.496
34,"PA","PA_DeepHole_20190711_830_Hypo_8_Limno.Sample.20160505",2019-07-11,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.028
34,"PE","PE_DeepHole_20190711_949_PML_2_Limno.Sample.20160505",2019-07-11,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.364
34,"PE","PE_DeepHole_20190711_949_Hypo_9_Limno.Sample.20160505",2019-07-11,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.044
17,"MO","MO_Inlet2_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.95
17,"MO","MO_Inlet3_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.912
17,"MO","MO_Inlet1_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.402
17,"MO","MO_Inlet2_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.659
15,"MO","MO_DeepHole_20190812_943_Hypo_4.5_Limno.Sample.20160505",2019-08-12,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.49
15,"MO","MO_Outlet_20190812_943_Surface_0_Limno.Sample.20160505",2019-08-12,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.639
3,"WL","WL_DeepHole_20190521_856_Hypo_8_Limno.Sample.20160505",2019-05-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.028
37,"IV","IV_DeepHole_20190819_1305_Surface_0_fishScapesLimno.20190319",2019-08-19,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.632
37,"LE","LE_DeepHole_20190819_1155_Surface_0_fishScapesLimno.20190319",2019-08-19,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.22
15,"PE","PE_DeepHole_20190522_840_PML_1.5_Limno.Sample.20160505",2019-05-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.46
37,"LL","LL_DeepHole_20190817_1705_Surface_0_fishScapesLimno.20190319",2019-08-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.23
37,"LT","LT_DeepHole_20190820_1150_Surface_0_fishScapesLimno.20190319",2019-08-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.653
37,"PK","PK_DeepHole_20190820_1225_Surface_0_fishScapesLimno.20190319",2019-08-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.276
15,"PE","PE_DeepHole_20190522_840_Hypo_11_Limno.Sample.20160505",2019-05-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.768
15,"MO","MO_DeepHole_20190523_952_PML_1.5_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.161
37,"SC","SC_DeepHole_20190830_1030_Surface_0_fishScapesLimno.20190319",2019-08-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.503
15,"MO","MO_DeepHole_20190523_952_Hypo_6_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.554
15,"MO","MO_Outlet_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.153
15,"MO","MO_Inlet1_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.432
15,"MO","MO_Inlet2_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.767
15,"MO","MO_Inlet3_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.355
15,"ME","ME_DeepHole_20190524_840_PML_1.5_Limno.Sample.20160505",2019-05-24,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.649
3,"FE","FE_DeepHole_20190508_1220_PML_0.5_Limno.Sample.20160505",2019-05-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.475
17,"MO","MO_Inlet3_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.166
3,"FE","FE_DeepHole_20190618_952_PML_1.5_Limno.Sample.20160505",2019-06-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.76
3,"FE","FE_DeepHole_20190618_952_Hypo_8_Limno.Sample.20160505",2019-06-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.731
17,"MO","MO_DeepHole_20190715_944_PML_1_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.362
17,"MO","MO_DeepHole_20190715_944_Hypo_4.5_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.318
17,"MO","MO_Outlet_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.501
17,"MO","MO_Inlet1_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.714
3,"CR","CR_DeepHole_20190718_833_PML_3_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.628
3,"CR","CR_DeepHole_20190718_833_Hypo_10_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.486
34,"PA","PA_DeepHole_20190718_827_PML_2_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.447
34,"PA","PA_DeepHole_20190718_827_Hypo_8_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.474
3,"FE","FE_DeepHole_20190722_910_PML_2_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.981
3,"FE","FE_DeepHole_20190722_910_Hypo_8_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.811
3,"FE","FE_Inlet1_20190722_910_Surface_0_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.342
3,"WL","WL_DeepHole_20190722_830_PML_2.5_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.662
3,"WL","WL_DeepHole_20190722_830_Hypo_8_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.233
17,"WA","WA_DeepHole_20190722_836_PML_1_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.48
17,"WA","WA_DeepHole_20190722_836_Hypo_4.5_Limno.Sample.20160505",2019-07-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.957
17,"CB","CB_DeepHole_20190729_1002_PML_1_Limno.Sample.20160505",2019-07-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.841
3,"FE","FE_DeepHole_20190508_1220_Hypo_8_Limno.Sample.20160505",2019-05-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.567
17,"CB","CB_DeepHole_20190729_1002_Hypo_5_Limno.Sample.20160505",2019-07-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.685
17,"NG","NG_DeepHole_20190729_836_PML_0.75_Limno.Sample.20160505",2019-07-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.785
3,"WL","WL_DeepHole_20190730_842_PML_2.5_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.596
3,"WL","WL_DeepHole_20190730_842_Hypo_8_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.86
37,"WN","WN_DeepHole_20190828_1330_Surface_0_fishScapesLimno.20190319",2019-08-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.261
37,"DY","DY_DeepHole_20190828_1345_Surface_0_fishScapesLimno.20190319",2019-08-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.13
37,"UG","UG_DeepHole_20190828_1400_Surface_0_fishScapesLimno.20190319",2019-08-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.66
37,"SE","SE_DeepHole_20190828_1420_Surface_0_fishScapesLimno.20190319",2019-08-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.876
37,"NH","NH_DeepHole_20190828_1435_Surface_0_fishScapesLimno.20190319",2019-08-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.125
3,"FE","FE_Inlet1_20190508_1220_Surface_0_Limno.Sample.20160505",2019-05-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.433
3,"WL","WL_DeepHole_20190508_1100_PML_1_Limno.Sample.20160505",2019-05-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.31
3,"WL","WL_DeepHole_20190508_1100_Hypo_8_Limno.Sample.20160505",2019-05-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.526
3,"WL","WL_DeepHole_20190604_840_PML_2_Limno.Sample.20160505",2019-06-04,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.703
3,"WL","WL_DeepHole_20190604_840_Hypo_8_Limno.Sample.20160505",2019-06-04,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.025
15,"PA","PA_DeepHole_20190605_930_PML_1_Limno.Sample.20160505",2019-06-05,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.52
3,"FE","FE_Inlet1_20190618_952_Surface_0_Limno.Sample.20160505",2019-06-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.481
3,"WL","WL_DeepHole_20190618_850_PML_1.5_Limno.Sample.20160505",2019-06-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.536
3,"WL","WL_DeepHole_20190618_850_Hypo_8_Limno.Sample.20160505",2019-06-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.912
17,"ME","ME_DeepHole_20190619_1333_PML_1_Limno.Sample.20160505",2019-06-19,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.437
17,"ME","ME_DeepHole_20190619_1333_Hypo_2.5_Limno.Sample.20160505",2019-06-19,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.409
17,"ME","ME_Outlet_20190619_1333_Surface_0_Limno.Sample.20160505",2019-06-19,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.775
3,"ME","ME_DeepHole_20190718_1400_PML_2_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.513
3,"ME","ME_DeepHole_20190718_1400_Hypo_4_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.646
3,"ME","ME_Outlet_20190718_1400_Surface_0_Limno.Sample.20160505",2019-07-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.724
15,"HB","HB_DeepHole_20190520_1240_Hypo_3_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.076
15,"HB","HB_Outlet_20190520_1240_Surface_0_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.629
3,"FE","FE_DeepHole_20190521_1008_PML_1_Limno.Sample.20160505",2019-05-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.806
17,"CR","CR_DeepHole_20190731_1050_PML_4_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.461
17,"CR","CR_DeepHole_20190731_1050_Hypo_9_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.695
17,"CR","CR_Outlet_20190731_1050_Surface_0_Limno.Sample.20160505",2019-07-31,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.373
3,"FE","FE_DeepHole_20190521_1008_Hypo_8_Limno.Sample.20160505",2019-05-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.61
34,"PE","PE_DeepHole_20190801_948_Hypo_9_Limno.Sample.20160505",2019-08-01,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.727
15,"HB","HB_DeepHole_20190802_825_PML_0.5_Limno.Sample.20160505",2019-08-02,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.711
3,"FE","FE_Inlet1_20190521_1008_Surface_0_Limno.Sample.20160505",2019-05-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.484
15,"HB","HB_Outlet_20190803_1345_Surface_0_Limno.Sample.20160505",2019-08-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",4.562
34,"BY","BY_DeepHole_20190807_1200_PML_3.5_Limno.Sample.20160505",2019-08-07,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.52
34,"BY","BY_DeepHole_20190807_1200_Hypo_7.5_Limno.Sample.20160505",2019-08-07,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.109
34,"JS","JS_DeepHole_20190807_1350_PML_3.5_Limno.Sample.20160505",2019-08-07,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.642
34,"JS","JS_DeepHole_20190807_1350_Hypo_7_Limno.Sample.20160505",2019-08-07,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.511
34,"PA","PA_DeepHole_20190808_830_PML_2.5_Limno.Sample.20160505",2019-08-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.659
3,"WL","WL_DeepHole_20190521_856_PML_2_Limno.Sample.20160505",2019-05-21,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.992
34,"PA","PA_DeepHole_20190808_830_Hypo_8_Limno.Sample.20160505",2019-08-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.952
34,"PE","PE_DeepHole_20190808_1000_Hypo_9_Limno.Sample.20160505",2019-08-08,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.768
3,"FE","FE_DeepHole_20190820_1340_Hypo_8_Limno.Sample.20160505",2019-08-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.155
34,"PA","PA_DeepHole_20190822_834_PML_3_Limno.Sample.20160505",2019-08-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.859
34,"PA","PA_DeepHole_20190822_834_Hypo_8_Limno.Sample.20160505",2019-08-22,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",2.524
37,"AV","AV_DeepHole_20190818_1150_Surface_0_fishScapesLimno.20190319",2019-08-18,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.763
37,"BOT","BOT_DeepHole_20190820_1310_Surface_0_fishScapesLimno.20190319",2019-08-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.62
3,"FE","FE_Inlet1_20190528_1058_Surface_0_Limno.Sample.20160505",2019-05-28,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.307
15,"MO","MO_Inlet1_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.401
15,"MO","MO_Inlet2_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.318
34,"PE","PE_DeepHole_20190515_1019_PML_1_Limno.Sample.20160505",2019-05-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.543
34,"PE","PE_DeepHole_20190515_1019_Hypo_9_Limno.Sample.20160505",2019-05-15,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.812
17,"MO","MO_DeepHole_20190703_1040_Hypo_4_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.474
17,"MO","MO_Outlet_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.766
17,"MO","MO_Inlet1_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.499
34,"PA","PA_DeepHole_20190703_915_PML_2_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.402
34,"PA","PA_DeepHole_20190703_915_Hypo_8_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",1.375
34,"PE","PE_DeepHole_20190703_1050_PML_1.5_Limno.Sample.20160505",2019-07-03,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.534
15,"CR","CR_DeepHole_20190520_937_PML_3.5_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.454
15,"CR","CR_DeepHole_20190520_937_Hypo_8_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.752
15,"CR","CR_Outlet_20190520_937_Surface_0_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.436
15,"HB","HB_DeepHole_20190520_1240_PML_0.5_Limno.Sample.20160505",2019-05-20,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.898
17,"NG","NG_DeepHole_20190729_836_Hypo_4.5_Limno.Sample.20160505",2019-07-29,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.903
3,"FE","FE_DeepHole_20190730_1001_PML_2_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.733
3,"FE","FE_DeepHole_20190730_1001_Hypo_8_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.736
3,"FE","FE_Inlet1_20190730_1001_Surface_0_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.514
3,"ME","ME_DeepHole_20190730_1041_PML_2_Limno.Sample.20160505",2019-07-30,NA,NA,NA,"Iso.POC.CEST.20121206","pocpon.20210501","POC",0.831
