"pocID","runID","trayLoc","PON.mg","POC.mg","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","ID","parameter","parameterValue","QCcode","flag","metadataID","updateID"
"P183","RN_20210203_run2_020","P1D8",0.01268115635357,0.09242963937251,35,"MI","DeepHole",2020-08-26,"10:25","PML",0,0.5,120,"1","","MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505",183,"POC",770.247,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P27","RN_20210203_run2_021","P1D9",0.01043387549571,0.07865511587451,15,"CR","Outlet",2020-06-11,"9:30","Surface",0,0,120,"1","","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",27,"PON",86.949,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P27","RN_20210203_run2_021","P1D9",0.01043387549571,0.07865511587451,15,"CR","Outlet",2020-06-11,"9:30","Surface",0,0,120,"1","","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",27,"POC",655.459,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P26","RN_20210203_run2_022","P1D10",0.01346143064761,0.09255052700546,15,"CR","DeepHole",2020-06-11,"9:30","Hypo",8,8,120,"1","","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",26,"PON",112.179,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P26","RN_20210203_run2_022","P1D10",0.01346143064761,0.09255052700546,15,"CR","DeepHole",2020-06-11,"9:30","Hypo",8,8,120,"1","","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",26,"POC",771.254,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P21","RN_20210203_run2_023","P1D11",0.01245908346425,0.08651179024229,15,"HB","Outlet",2020-06-10,"11:40","Surface",0,0,120,"1","","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",21,"PON",103.826,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P21","RN_20210203_run2_023","P1D11",0.01245908346425,0.08651179024229,15,"HB","Outlet",2020-06-10,"11:40","Surface",0,0,120,"1","","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",21,"POC",720.932,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P33","RN_20210203_run2_024","P1D12",0.02421903695091,0.1631212664926,17,"BR","DeepHole",2020-06-15,"11:42","PML",0,2,120,"1","","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",33,"PON",201.825,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P33","RN_20210203_run2_024","P1D12",0.02421903695091,0.1631212664926,17,"BR","DeepHole",2020-06-15,"11:42","PML",0,2,120,"1","","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",33,"POC",1359.344,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P32","RN_20210203_run2_026","P1E1",0.01770461132291,0.1874434495336,15,"MO","Inlet3",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",32,"PON",147.538,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P32","RN_20210203_run2_026","P1E1",0.01770461132291,0.1874434495336,15,"MO","Inlet3",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",32,"POC",1562.029,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P31","RN_20210203_run2_027","P1E2",0.006194860659547,0.05613750361933,15,"MO","Inlet2",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",31,"PON",51.624,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P31","RN_20210203_run2_027","P1E2",0.006194860659547,0.05613750361933,15,"MO","Inlet2",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",31,"POC",467.813,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P160","RN_20210203_run2_028","P1E3",0.009521640883166,0.07206967957352,15,"HB","DeepHole",2020-08-18,"9:50","PML",0,0.5,120,"1","","HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",160,"PON",79.347,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P160","RN_20210203_run2_028","P1E3",0.009521640883166,0.07206967957352,15,"HB","DeepHole",2020-08-18,"9:50","PML",0,0.5,120,"1","","HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",160,"POC",600.581,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P159","RN_20210203_run2_029","P1E4",0.01335183541497,0.1557292398309,15,"CR","Outlet",2020-08-17,"9:30","Surface",0,0,120,"1","","CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",159,"PON",111.265,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P159","RN_20210203_run2_029","P1E4",0.01335183541497,0.1557292398309,15,"CR","Outlet",2020-08-17,"9:30","Surface",0,0,120,"1","","CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",159,"POC",1297.744,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P158","RN_20210203_run2_030","P1E5",0.009390437989955,0.07808776309415,15,"CR","DeepHole",2020-08-17,"9:30","Hypo",8,8,120,"1","","CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",158,"PON",78.254,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P158","RN_20210203_run2_030","P1E5",0.009390437989955,0.07808776309415,15,"CR","DeepHole",2020-08-17,"9:30","Hypo",8,8,120,"1","","CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",158,"POC",650.731,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P157","RN_20210203_run2_031","P1E6",0.007092493795523,0.05805282804643,15,"CR","DeepHole",2020-08-17,"9:30","PML",0,3,100,"1","","CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",157,"PON",70.925,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P157","RN_20210203_run2_031","P1E6",0.007092493795523,0.05805282804643,15,"CR","DeepHole",2020-08-17,"9:30","PML",0,3,100,"1","","CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",157,"POC",580.528,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P156","RN_20210203_run2_032","P1E7",0.0451877882449,0.352001090817,17,"WA","DeepHole",2020-08-14,"11:15","Hypo",4,4,120,"1","","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",156,"PON",376.565,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P156","RN_20210203_run2_032","P1E7",0.0451877882449,0.352001090817,17,"WA","DeepHole",2020-08-14,"11:15","Hypo",4,4,120,"1","","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",156,"POC",2933.342,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P155","RN_20210203_run2_033","P1E8",0.008414495494048,0.05420077218172,17,"WA","DeepHole",2020-08-14,"11:15","PML",0,0.5,120,"1","","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",155,"PON",70.121,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P155","RN_20210203_run2_033","P1E8",0.008414495494048,0.05420077218172,17,"WA","DeepHole",2020-08-14,"11:15","PML",0,0.5,120,"1","","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",155,"POC",451.673,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P154","RN_20210203_run2_034","P1E9",0.01591683514557,0.1341072798104,17,"NG","DeepHole",2020-08-14,"10:00","Hypo",3.5,3.5,120,"1","","NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",154,"PON",132.64,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P154","RN_20210203_run2_034","P1E9",0.01591683514557,0.1341072798104,17,"NG","DeepHole",2020-08-14,"10:00","Hypo",3.5,3.5,120,"1","","NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",154,"POC",1117.561,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P172","RN_20210203_run2_035","P1E10",0.01494228126271,0.1221049485761,17,"ME","Outlet",2020-08-20,"10:54","Surface",0,0,120,"1","","ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",172,"PON",124.519,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P172","RN_20210203_run2_035","P1E10",0.01494228126271,0.1221049485761,17,"ME","Outlet",2020-08-20,"10:54","Surface",0,0,120,"1","","ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",172,"POC",1017.541,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P171","RN_20210203_run2_036","P1E11",0.0125648915704,0.1123048091101,17,"ME","DeepHole",2020-08-20,"10:54","Hypo",3.5,3.5,120,"1","","ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505",171,"PON",104.707,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P171","RN_20210203_run2_036","P1E11",0.0125648915704,0.1123048091101,17,"ME","DeepHole",2020-08-20,"10:54","Hypo",3.5,3.5,120,"1","","ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505",171,"POC",935.873,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P170","RN_20210203_run2_037","P1E12",0.009849732274559,0.08732716618756,17,"ME","DeepHole",2020-08-20,"10:54","PML",0,2,120,"1","","ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505",170,"PON",82.081,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P170","RN_20210203_run2_037","P1E12",0.009849732274559,0.08732716618756,17,"ME","DeepHole",2020-08-20,"10:54","PML",0,2,120,"1","","ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505",170,"POC",727.726,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P169","RN_20210203_run2_039","P1F1",0.008896428379213,0.08949408161465,3,"FE","Inlet1",2020-08-20,"11:32","Surface",0,0,120,"1","","FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",169,"PON",74.137,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P169","RN_20210203_run2_039","P1F1",0.008896428379213,0.08949408161465,3,"FE","Inlet1",2020-08-20,"11:32","Surface",0,0,120,"1","","FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",169,"POC",745.784,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P162","RN_20210203_run2_040","P1F2",0.007268889731488,0.06555669712542,15,"HB","Outlet",2020-08-18,"9:50","Surface",0,0,120,"1","","HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",162,"PON",60.574,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P162","RN_20210203_run2_040","P1F2",0.007268889731488,0.06555669712542,15,"HB","Outlet",2020-08-18,"9:50","Surface",0,0,120,"1","","HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",162,"POC",546.306,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P161","RN_20210203_run2_041","P1F3",0.02008412601397,0.1430221187886,3,"FE","DeepHole",2020-06-16,"10:35","Hypo",8,8,100,"1","","FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",161,"PON",200.841,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P161","RN_20210203_run2_041","P1F3",0.02008412601397,0.1430221187886,3,"FE","DeepHole",2020-06-16,"10:35","Hypo",8,8,100,"1","","FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",161,"POC",1430.221,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P38","RN_20210203_run2_042","P1F4",0.008899205605304,0.08238949180777,3,"FE","DeepHole",2020-06-16,"10:35","PML",0,1.5,120,"1","","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",38,"PON",74.16,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P38","RN_20210203_run2_042","P1F4",0.008899205605304,0.08238949180777,3,"FE","DeepHole",2020-06-16,"10:35","PML",0,1.5,120,"1","","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",38,"POC",686.579,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P37","RN_20210203_run2_043","P1F5",0.006381439757846,0.04635398054963,17,"BA","DeepHole",2020-06-15,"14:00","Hypo",6.5,6.5,120,"1","","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",37,"PON",53.179,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P37","RN_20210203_run2_043","P1F5",0.006381439757846,0.04635398054963,17,"BA","DeepHole",2020-06-15,"14:00","Hypo",6.5,6.5,120,"1","","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",37,"POC",386.283,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P36","RN_20210203_run2_044","P1F6",0.009394098878893,0.07819506615314,17,"BA","DeepHole",2020-06-15,"14:00","PML",0,2.5,120,"1","","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",36,"PON",78.284,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P36","RN_20210203_run2_044","P1F6",0.009394098878893,0.07819506615314,17,"BA","DeepHole",2020-06-15,"14:00","PML",0,2.5,120,"1","","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",36,"POC",651.626,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P35","RN_20210203_run2_045","P1F7",0.00701614111761,0.05486934762606,17,"BR","DeepHole",2020-06-15,"11:42","Hypo",3.5,3.5,120,"1","","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",35,"PON",58.468,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P35","RN_20210203_run2_045","P1F7",0.00701614111761,0.05486934762606,17,"BR","DeepHole",2020-06-15,"11:42","Hypo",3.5,3.5,120,"1","","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",35,"POC",457.245,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P34","RN_20210203_run2_046","P1F8",0.02194989595737,0.1507160630255,15,"MO","Inlet1",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",34,"PON",182.916,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P34","RN_20210203_run2_046","P1F8",0.02194989595737,0.1507160630255,15,"MO","Inlet1",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",34,"POC",1255.967,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P30","RN_20210203_run2_047","P1F9",0.01022739294376,0.07715454808863,15,"MO","DeepHole",2020-06-12,"9:25","Hypo",4.5,4.5,90,"1","","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",30,"PON",113.638,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P30","RN_20210203_run2_047","P1F9",0.01022739294376,0.07715454808863,15,"MO","DeepHole",2020-06-12,"9:25","Hypo",4.5,4.5,90,"1","","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",30,"POC",857.273,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P29","RN_20210203_run2_048","P1F10",0.02725601783984,0.1813437329412,15,"MO","DeepHole",2020-06-12,"9:25","PML",0,1.5,120,"1","","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",29,"PON",227.133,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P29","RN_20210203_run2_048","P1F10",0.02725601783984,0.1813437329412,15,"MO","DeepHole",2020-06-12,"9:25","PML",0,1.5,120,"1","","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",29,"POC",1511.198,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P28","RN_20210203_run2_049","P1F11",0.01425456013212,0.1121980169383,17,"BA","DeepHole",2020-07-27,"11:30","PML",0,2.5,120,"1","","BA_DeepHole_20200727_1130_PML_2.5_Limno.Sample.20160505",28,"PON",118.788,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P28","RN_20210203_run2_049","P1F11",0.01425456013212,0.1121980169383,17,"BA","DeepHole",2020-07-27,"11:30","PML",0,2.5,120,"1","","BA_DeepHole_20200727_1130_PML_2.5_Limno.Sample.20160505",28,"POC",934.983,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P113","RN_20210203_run2_050","P1F12",0.005648967415921,0.05021310508292,15,"CR","Outlet",2020-07-23,"10:30","Surface",0,0,120,"1","","CR_Outlet_20200723_1030_Surface_0_Limno.Sample.20160505",113,"PON",47.075,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P113","RN_20210203_run2_050","P1F12",0.005648967415921,0.05021310508292,15,"CR","Outlet",2020-07-23,"10:30","Surface",0,0,120,"1","","CR_Outlet_20200723_1030_Surface_0_Limno.Sample.20160505",113,"POC",418.443,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P112","RN_20210204_run3_013","P1G1",0.005773182657952,0.03384379095102,15,"CR","Outlet",2020-07-23,"10:30","Surface",0,0,120,"1","","CR_Outlet_20200723_1030_Surface_0_Limno.Sample.20160505",112,"PON",48.11,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P112","RN_20210204_run3_013","P1G1",0.005773182657952,0.03384379095102,15,"CR","Outlet",2020-07-23,"10:30","Surface",0,0,120,"1","","CR_Outlet_20200723_1030_Surface_0_Limno.Sample.20160505",112,"POC",282.032,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P111","RN_20210204_run3_014","P1G2",0.008584605896485,0.06183543496986,15,"CR","DeepHole",2020-07-23,"10:30","Hypo",8,8,120,"1","","CR_DeepHole_20200723_1030_Hypo_8_Limno.Sample.20160505",111,"PON",71.538,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P111","RN_20210204_run3_014","P1G2",0.008584605896485,0.06183543496986,15,"CR","DeepHole",2020-07-23,"10:30","Hypo",8,8,120,"1","","CR_DeepHole_20200723_1030_Hypo_8_Limno.Sample.20160505",111,"POC",515.295,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P110","RN_20210204_run3_015","P1G3",0.006916920562316,0.04572206281899,15,"CR","DeepHole",2020-07-23,"10:30","PML",0,3.5,120,"1","","CR_DeepHole_20200723_1030_PML_3.5_Limno.Sample.20160505",110,"PON",57.641,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P110","RN_20210204_run3_015","P1G3",0.006916920562316,0.04572206281899,15,"CR","DeepHole",2020-07-23,"10:30","PML",0,3.5,120,"1","","CR_DeepHole_20200723_1030_PML_3.5_Limno.Sample.20160505",110,"POC",381.017,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P109","RN_20210204_run3_016","P1G4",0.004652771740377,0.04663599398695,3,"FE","Inlet1",2020-07-22,"11:45","Surface",0,0,120,"1","","FE_Inlet1_20200722_1145_Surface_0_Limno.Sample.20160505",109,"PON",38.773,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P109","RN_20210204_run3_016","P1G4",0.004652771740377,0.04663599398695,3,"FE","Inlet1",2020-07-22,"11:45","Surface",0,0,120,"1","","FE_Inlet1_20200722_1145_Surface_0_Limno.Sample.20160505",109,"POC",388.633,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P108","RN_20210204_run3_017","P1G5",0.01016699746301,0.06473342641022,3,"FE","DeepHole",2020-07-22,"11:45","Hypo",8,8,120,"1","","FE_DeepHole_20200722_1145_Hypo_8_Limno.Sample.20160505",108,"PON",84.725,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P108","RN_20210204_run3_017","P1G5",0.01016699746301,0.06473342641022,3,"FE","DeepHole",2020-07-22,"11:45","Hypo",8,8,120,"1","","FE_DeepHole_20200722_1145_Hypo_8_Limno.Sample.20160505",108,"POC",539.445,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P107","RN_20210204_run3_018","P1G6",0.006150544202331,0.03673146280859,3,"FE","DeepHole",2020-07-22,"11:45","PML",0,2,120,"1","","FE_DeepHole_20200722_1145_PML_2_Limno.Sample.20160505",107,"PON",51.255,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P107","RN_20210204_run3_018","P1G6",0.006150544202331,0.03673146280859,3,"FE","DeepHole",2020-07-22,"11:45","PML",0,2,120,"1","","FE_DeepHole_20200722_1145_PML_2_Limno.Sample.20160505",107,"POC",306.096,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P106","RN_20210204_run3_019","P1G7",0.01690015535592,0.1029555824385,3,"WL","DeepHole",2020-07-21,"9:57","Hypo",8,8,100,"1","","WL_DeepHole_20200721_0957_Hypo_8_Limno.Sample.20160505",106,"PON",169.002,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P106","RN_20210204_run3_019","P1G7",0.01690015535592,0.1029555824385,3,"WL","DeepHole",2020-07-21,"9:57","Hypo",8,8,100,"1","","WL_DeepHole_20200721_0957_Hypo_8_Limno.Sample.20160505",106,"POC",1029.556,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P25","RN_20210204_run3_020","P1G8",0.008748160580364,0.05442984643689,15,"CR","DeepHole",2020-06-11,"9:30","PML",0,2.5,120,"1","","CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",25,"PON",72.901,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P25","RN_20210204_run3_020","P1G8",0.008748160580364,0.05442984643689,15,"CR","DeepHole",2020-06-11,"9:30","PML",0,2.5,120,"1","","CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",25,"POC",453.582,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P24","RN_20210204_run3_021","P1G9",0.01017313076366,0.05210504051969,17,"ME","Outlet",2020-06-10,"9:36","Surface",0,0,120,"1","","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",24,"PON",84.776,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P24","RN_20210204_run3_021","P1G9",0.01017313076366,0.05210504051969,17,"ME","Outlet",2020-06-10,"9:36","Surface",0,0,120,"1","","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",24,"POC",434.209,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P23","RN_20210204_run3_022","P1G10",0.01264413537203,0.08800215798315,17,"ME","DeepHole",2020-06-10,"9:36","Hypo",3.5,3.5,120,"1","","ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",23,"PON",105.368,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P23","RN_20210204_run3_022","P1G10",0.01264413537203,0.08800215798315,17,"ME","DeepHole",2020-06-10,"9:36","Hypo",3.5,3.5,120,"1","","ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",23,"POC",733.351,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P22","RN_20210204_run3_023","P1G11",0.007776768424137,0.04201921039061,17,"ME","DeepHole",2020-06-10,"9:36","PML",0,1,120,"1","","ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",22,"PON",64.806,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P22","RN_20210204_run3_023","P1G11",0.007776768424137,0.04201921039061,17,"ME","DeepHole",2020-06-10,"9:36","PML",0,1,120,"1","","ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",22,"POC",350.16,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P19","RN_20210204_run3_024","P1G12",0.01172074651552,0.07220951547467,15,"HB","DeepHole",2020-06-10,"11:40","PML",0,0.5,120,"1","","HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",19,"PON",97.673,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P19","RN_20210204_run3_024","P1G12",0.01172074651552,0.07220951547467,15,"HB","DeepHole",2020-06-10,"11:40","PML",0,0.5,120,"1","","HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",19,"POC",601.746,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P18","RN_20210204_run3_026","P1H1",0.01704056705203,0.1096298432425,3,"WL","DeepHole",2020-06-09,"10:20","Hypo",8,8,120,"1","","WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",18,"PON",142.005,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P18","RN_20210204_run3_026","P1H1",0.01704056705203,0.1096298432425,3,"WL","DeepHole",2020-06-09,"10:20","Hypo",8,8,120,"1","","WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",18,"POC",913.582,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P17","RN_20210204_run3_027","P1H2",0.009198058627043,0.04382198002114,3,"WL","DeepHole",2020-06-09,"10:20","PML",0,1,120,"1","","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",17,"PON",76.65,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P17","RN_20210204_run3_027","P1H2",0.009198058627043,0.04382198002114,3,"WL","DeepHole",2020-06-09,"10:20","PML",0,1,120,"1","","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",17,"POC",365.183,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P16","RN_20210204_run3_028","P1H3",0.01111324308659,0.06860990041855,3,"FE","Inlet1",2020-06-09,"11:48","Surface",0,0,120,"1","","FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",16,"PON",92.61,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P16","RN_20210204_run3_028","P1H3",0.01111324308659,0.06860990041855,3,"FE","Inlet1",2020-06-09,"11:48","Surface",0,0,120,"1","","FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",16,"POC",571.749,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P194","RN_20210204_run3_029","P1H4",0.01557497397413,0.1350635019788,41,"JO","DeepHole",2020-09-01,"8:55","Hypo",4.5,4.5,80,"1","","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",194,"PON",194.687,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P194","RN_20210204_run3_029","P1H4",0.01557497397413,0.1350635019788,41,"JO","DeepHole",2020-09-01,"8:55","Hypo",4.5,4.5,80,"1","","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",194,"POC",1688.294,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
