"pocID","runID","trayLoc","PON.mg","POC.mg","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","ID","parameter","parameterValue","QCcode","flag","metadataID","updateID"
"P133","RN_20210201_run1b_032","p1b7",0.007365167567733,0.03471031820968,3,"FE","DeepHole",2020-08-04,"10:45","PML",0,2,120,"1","","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",133,"PON",61.376,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P133","RN_20210201_run1b_032","p1b7",0.007365167567733,0.03471031820968,3,"FE","DeepHole",2020-08-04,"10:45","PML",0,2,120,"1","","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",133,"POC",289.253,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P132","RN_20210201_run1b_033","p1b8",0.01407287865271,0.1391065228014,15,"MO","Inlet3",2020-08-03,"8:50","Surface",0,0,120,"1","","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",132,"PON",117.274,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P132","RN_20210201_run1b_033","p1b8",0.01407287865271,0.1391065228014,15,"MO","Inlet3",2020-08-03,"8:50","Surface",0,0,120,"1","","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",132,"POC",1159.221,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P131","RN_20210201_run1b_034","p1b9",0.01128641889879,0.1034787981922,15,"MO","Inlet2",2020-08-03,"8:50","Surface",0,0,60,"1","","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",131,"PON",188.107,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P131","RN_20210201_run1b_034","p1b9",0.01128641889879,0.1034787981922,15,"MO","Inlet2",2020-08-03,"8:50","Surface",0,0,60,"1","","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",131,"POC",1724.647,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P130","RN_20210201_run1b_035","p1b10",0.004516306045096,0.0280067162618,15,"MO","Inlet1",2020-08-03,"8:50","Surface",0,0,120,"1","","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",130,"PON",37.636,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P130","RN_20210201_run1b_035","p1b10",0.004516306045096,0.0280067162618,15,"MO","Inlet1",2020-08-03,"8:50","Surface",0,0,120,"1","","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",130,"POC",233.389,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P65","RN_20210201_run1b_036","p1b11",0.009979064353082,0.07023952528629,17,"BA","DeepHole",2020-06-15,"14:00","PML",0,2.5,120,"1","","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",65,"PON",83.159,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P65","RN_20210201_run1b_036","p1b11",0.009979064353082,0.07023952528629,17,"BA","DeepHole",2020-06-15,"14:00","PML",0,2.5,120,"1","","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",65,"POC",585.329,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P64","RN_20210201_run1b_037","p1b12",0.007632999458239,0.05965640386485,17,"BR","DeepHole",2020-06-15,"11:42","Hypo",3.5,3.5,120,"1","","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",64,"PON",63.608,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P64","RN_20210201_run1b_037","p1b12",0.007632999458239,0.05965640386485,17,"BR","DeepHole",2020-06-15,"11:42","Hypo",3.5,3.5,120,"1","","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",64,"POC",497.137,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P63","RN_20210201_run1b_039","p1c1",0.009115395547443,0.06584338722952,15,"CR","DeepHole",2020-06-25,"10:06","Hypo",11,11,100,"1","","CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505",63,"PON",91.154,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P63","RN_20210201_run1b_039","p1c1",0.009115395547443,0.06584338722952,15,"CR","DeepHole",2020-06-25,"10:06","Hypo",11,11,100,"1","","CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505",63,"POC",658.434,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P62","RN_20210201_run1b_040","p1c2",0.01052143486625,0.07821808471386,15,"MO","Inlet3",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",62,"PON",87.679,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P62","RN_20210201_run1b_040","p1c2",0.01052143486625,0.07821808471386,15,"MO","Inlet3",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",62,"POC",651.817,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P61","RN_20210201_run1b_041","p1c3",0.007160320640047,0.04715701605977,15,"MO","Inlet2",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",61,"PON",59.669,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P61","RN_20210201_run1b_041","p1c3",0.007160320640047,0.04715701605977,15,"MO","Inlet2",2020-06-12,"9:25","Surface",0,0,120,"1","","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",61,"POC",392.975,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P60","RN_20210201_run1b_042","p1c4",0.007712480482749,0.04311678928363,17,"ME","DeepHole",2020-06-24,"8:52","Hypo",3,3,120,"1","","ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505",60,"PON",64.271,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P60","RN_20210201_run1b_042","p1c4",0.007712480482749,0.04311678928363,17,"ME","DeepHole",2020-06-24,"8:52","Hypo",3,3,120,"1","","ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505",60,"POC",359.307,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P59","RN_20210201_run1b_043","p1c5",0.005188999611288,0.02845120008755,17,"ME","DeepHole",2020-06-24,"8:52","PML",0,1.5,120,"1","","ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505",59,"PON",43.242,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P59","RN_20210201_run1b_043","p1c5",0.005188999611288,0.02845120008755,17,"ME","DeepHole",2020-06-24,"8:52","PML",0,1.5,120,"1","","ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505",59,"POC",237.093,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P82","RN_20210201_run1b_044","p1c6",0.02142672714396,0.1780856410097,15,"MO","Inlet2",2020-07-06,"9:01","Surface",0,0,120,"1","","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505",82,"PON",178.556,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P82","RN_20210201_run1b_044","p1c6",0.02142672714396,0.1780856410097,15,"MO","Inlet2",2020-07-06,"9:01","Surface",0,0,120,"1","","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505",82,"POC",1484.047,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P81","RN_20210201_run1b_045","p1c7",0.01692432289207,0.164458421064,15,"MO","Inlet1",2020-07-06,"9:01","Surface",0,0,100,"1","","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505",81,"PON",169.243,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P81","RN_20210201_run1b_045","p1c7",0.01692432289207,0.164458421064,15,"MO","Inlet1",2020-07-06,"9:01","Surface",0,0,100,"1","","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505",81,"POC",1644.584,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P70","RN_20210201_run1b_046","p1c8",0.008129068525521,0.06246308261102,3,"FE","DeepHole",2020-06-30,"11:30","Hypo",8,8,120,"1","","FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505",70,"PON",67.742,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P70","RN_20210201_run1b_046","p1c8",0.008129068525521,0.06246308261102,3,"FE","DeepHole",2020-06-30,"11:30","Hypo",8,8,120,"1","","FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505",70,"POC",520.526,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P69","RN_20210201_run1b_047","p1c9",0.007835409467721,0.03524748192759,3,"FE","DeepHole",2020-06-30,"11:30","PML",0,1,120,"1","","FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505",69,"PON",65.295,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P69","RN_20210201_run1b_047","p1c9",0.007835409467721,0.03524748192759,3,"FE","DeepHole",2020-06-30,"11:30","PML",0,1,120,"1","","FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505",69,"POC",293.729,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P68","RN_20210201_run1b_048","p1c10",0.02058676101282,0.115807357318,17,"WA","DeepHole",2020-06-29,"8:54","Hypo",3.5,3.5,120,"1","","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505",68,"PON",171.556,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P68","RN_20210201_run1b_048","p1c10",0.02058676101282,0.115807357318,17,"WA","DeepHole",2020-06-29,"8:54","Hypo",3.5,3.5,120,"1","","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505",68,"POC",965.061,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P67","RN_20210201_run1b_049","p1c11",0.008373426853494,0.05493019973574,17,"WA","DeepHole",2020-06-29,"8:54","PML",0,1,120,"1","","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505",67,"PON",69.779,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P67","RN_20210201_run1b_049","p1c11",0.008373426853494,0.05493019973574,17,"WA","DeepHole",2020-06-29,"8:54","PML",0,1,120,"1","","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505",67,"POC",457.752,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P66","RN_20210201_run1b_050","p1c12",0.01806109316348,0.1364071642458,17,"TU","DeepHole",2020-06-25,"12:31","Hypo",7,7,100,"1","","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505",66,"PON",180.611,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P66","RN_20210201_run1b_050","p1c12",0.01806109316348,0.1364071642458,17,"TU","DeepHole",2020-06-25,"12:31","Hypo",7,7,100,"1","","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505",66,"POC",1364.072,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P190","RN_20210203_run2_013","P1D1",0.02476368885863,0.1936473954868,35,"CYB","DeepHole",2020-08-27,"10:15","Hypo",2,2,120,"1","","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",190,"PON",206.364,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P190","RN_20210203_run2_013","P1D1",0.02476368885863,0.1936473954868,35,"CYB","DeepHole",2020-08-27,"10:15","Hypo",2,2,120,"1","","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",190,"POC",1613.728,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P189","RN_20210203_run2_014","P1D2",0.02238697243325,0.2396962536705,35,"CYB","DeepHole",2020-08-27,"10:15","PML",0,0.5,120,"1","","CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",189,"PON",186.558,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P189","RN_20210203_run2_014","P1D2",0.02238697243325,0.2396962536705,35,"CYB","DeepHole",2020-08-27,"10:15","PML",0,0.5,120,"1","","CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",189,"POC",1997.469,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P188","RN_20210203_run2_015","P1D3",0.02002067060571,0.09890916289767,35,"WL","DeepHole",2020-08-26,"11:37","Hypo",8,8,120,"1","","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",188,"PON",166.839,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P188","RN_20210203_run2_015","P1D3",0.02002067060571,0.09890916289767,35,"WL","DeepHole",2020-08-26,"11:37","Hypo",8,8,120,"1","","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",188,"POC",824.243,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P187","RN_20210203_run2_016","P1D4",0.006999646077797,0.05690001530389,35,"WL","DeepHole",2020-08-26,"11:37","PML",0,1.5,120,"1","","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",187,"PON",58.33,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P187","RN_20210203_run2_016","P1D4",0.006999646077797,0.05690001530389,35,"WL","DeepHole",2020-08-26,"11:37","PML",0,1.5,120,"1","","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",187,"POC",474.167,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P186","RN_20210203_run2_017","P1D5",0.01264904993679,0.09838673468868,35,"TR","DeepHole",2020-08-26,"9:15","Hypo",5,5,120,"1","","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",186,"PON",105.409,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P186","RN_20210203_run2_017","P1D5",0.01264904993679,0.09838673468868,35,"TR","DeepHole",2020-08-26,"9:15","Hypo",5,5,120,"1","","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",186,"POC",819.889,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P185","RN_20210203_run2_018","P1D6",0.0181799798555,0.1361638771066,35,"TR","DeepHole",2020-08-26,"9:15","PML",0,0.5,120,"1","","TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505",185,"PON",151.5,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P185","RN_20210203_run2_018","P1D6",0.0181799798555,0.1361638771066,35,"TR","DeepHole",2020-08-26,"9:15","PML",0,0.5,120,"1","","TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505",185,"POC",1134.699,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P184","RN_20210203_run2_019","P1D7",0.00681691722476,0.05926366417273,35,"MI","DeepHole",2020-08-26,"10:25","Hypo",9,9,120,"1","","MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",184,"PON",56.808,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P184","RN_20210203_run2_019","P1D7",0.00681691722476,0.05926366417273,35,"MI","DeepHole",2020-08-26,"10:25","Hypo",9,9,120,"1","","MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",184,"POC",493.864,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
"P183","RN_20210203_run2_020","P1D8",0.01268115635357,0.09242963937251,35,"MI","DeepHole",2020-08-26,"10:25","PML",0,0.5,120,"1","","MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505",183,"PON",105.676,NA,NA,"Iso.POC.CEST.20111214","tableNutrients.20210217"
