"pocID","runID","trayLoc","PON.mg","POC.mg","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","POC","PON","ID"
"P53","RN_20210205_run4_019","P2B6",0.004157926196083,0.04072569547338,3,"FE","Inlet1","6/23/2020","11:25","Surface",0,0,120,"1","","FE_Inlet1_20200623_1125_Surface_0_Limno.Sample.20160505",339.381,34.649,53
"P54","RN_20210205_run4_018","P2B5",0.008611681878512,0.04284903405548,3,"WL","DeepHole","6/23/2020","9:45","PML",0,1.5,120,"1","","WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505",357.075,71.764,54
"P55","RN_20210205_run4_017","P2B4",0.01549097312555,0.08214258845381,3,"WL","DeepHole","6/23/2020","9:45","Hypo",8,8,100,"1","","WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505",821.426,154.91,55
"P56","RN_20210205_run4_024","P2B11",0.007413112915451,0.04277148314385,15,"HB","DeepHole","6/24/2020","10:53","PML",0,0.5,120,"1","","HB_DeepHole_20200624_1053_PML_0.5_Limno.Sample.20160505",356.429,61.776,56
"P57","RN_20210205_run4_023","P2B10",0.01647015723277,0.1050723206301,15,"HB","DeepHole","6/24/2020","10:53","Hypo",4,4,120,"1","","HB_DeepHole_20200624_1053_Hypo_4_Limno.Sample.20160505",875.603,137.251,57
"P58","RN_20210205_run4_022","P2B9",0.009151048390723,0.06436217630228,15,"HB","Outlet","6/24/2020","10:53","Surface",0,0,120,"1","","HB_Outlet_20200624_1053_Surface_0_Limno.Sample.20160505",536.351,76.259,58
"P71","RN_20210205_run4_016","P2B3",0.005979692338469,0.02678216257707,3,"WL","DeepHole","6/30/2020","9:58","PML",0,1,120,"1","","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505",223.185,49.831,71
"P72","RN_20210205_run4_015","P2B2",0.01320308751634,0.06255489046019,3,"WL","DeepHole","6/30/2020","9:58","Hypo",8,8,100,"1","","WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505",625.549,132.031,72
"P73","RN_20210205_run4_041","P2D2",0.02842824561624,0.2038905192976,17,"BO","DeepHole","7/1/2020","10:41","PML",0,0.25,120,"1","","BO_DeepHole_20200701_1041_PML_0.25_Limno.Sample.20160505",1699.088,236.902,73
"P74","RN_20210205_run4_040","P2D1",0.01416305344313,0.112617676412,17,"BO","DeepHole","7/1/2020","10:41","Hypo",2,2,100,"1","","BO_DeepHole_20200701_1041_Hypo_2_Limno.Sample.20160505",1126.177,141.631,74
"P75","RN_20210205_run4_038","P2C12",0.006529139488401,0.04054834020256,17,"CB","DeepHole","7/1/2020","9:09","PML",0,0.5,120,"1","","CB_DeepHole_20200701_0909_PML_0.5_Limno.Sample.20160505",337.903,54.409,75
"P76","RN_20210205_run4_046","P2D7",0.009075558874987,0.04097887045864,17,"CB","DeepHole","7/1/2020","9:09","Hypo",3,3,120,"1","","CB_DeepHole_20200701_0909_Hypo_3_Limno.Sample.20160505",341.491,75.63,76
"P77","RN_20210205_run4_045","P2D6",0.01872057053378,0.08918792237926,17,"NG","DeepHole","7/3/2020","9:20","PML",0,0.25,120,"1","","NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505",743.233,156.005,77
"P78","RN_20210205_run4_044","P2D5",0.01619257293629,0.09702100145566,17,"NG","DeepHole","7/3/2020","9:20","Hypo",4,4,120,"1","","NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505",808.508,134.938,78
"P79","RN_20210205_run4_043","P2D4",0.01433031658169,0.07912092660032,15,"MO","DeepHole","7/6/2020","9:01","PML",0,0.5,120,"1","","MO_DeepHole_20200706_0901_PML_0.5_Limno.Sample.20160505",659.341,119.419,79
"P80","RN_20210205_run4_042","P2D3",0.01161650831054,0.0748838970788,15,"MO","DeepHole","7/6/2020","9:01","Hypo",3.5,3.5,100,"1","","MO_DeepHole_20200706_0901_Hypo_3.5_Limno.Sample.20160505",748.839,116.165,80
"P86","RN_20210205_run4_050","P2D11",0.004313725490914,0.02694866004796,3,"WL","DeepHole","7/7/2020","10:00","Hypo",8,8,120,"1","","WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505",224.572,35.948,86
"P96","RN_20210205_run4_049","P2D10",0.01744009900895,0.1062747547423,3,"WL","DeepHole","7/15/2020","9:07","PML",0,2,120,"1","","WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505",885.623,145.334,96
"P97","RN_20210205_run4_048","P2D9",0.007805733844879,0.03290139003717,3,"WL","DeepHole","7/15/2020","9:07","Hypo",8,8,120,"1","","WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505",274.178,65.048,97
"P98","RN_20210205_run4_047","P2D8",0.02093344865359,0.1025103084419,41,"JO","DeepHole","7/16/2020","11:20","PML",0,2,120,"1","","JO_DeepHole_20200716_1120_PML_2_Limno.Sample.20160505",854.253,174.445,98
"P100","RN_20210211_run5_020","P2E8",0.01390760747442,0.1175020309461,15,"MO","DeepHole","7/20/2020","9:00","PML",0,1,120,"1","","MO_DeepHole_20200720_0900_PML_1_Limno.Sample.20160505",979.184,115.897,100
"P101","RN_20210211_run5_019","P2E7",0.02770083083958,0.2109418794781,15,"MO","DeepHole","7/20/2020","9:00","Hypo",4,4,80,"1","","MO_DeepHole_20200720_0900_Hypo_4_Limno.Sample.20160505",2636.773,346.26,101
"P102","RN_20210211_run5_018","P2E6",0.007509118366076,0.04782052735349,15,"MO","Inlet1","7/20/2020","9:00","Surface",0,0,120,"1","","MO_Inlet1_20200720_0900_Surface_0_Limno.Sample.20160505",398.504,62.576,102
"P103","RN_20210211_run5_017","P2E5",0.008457654480514,0.08977025625829,15,"MO","Inlet2","7/20/2020","9:00","Surface",0,0,80,"1","","MO_Inlet2_20200720_0900_Surface_0_Limno.Sample.20160505",1122.128,105.721,103
"P104","RN_20210211_run5_016","P2E4",0.007348891549336,0.07991563908396,15,"MO","Inlet3","7/20/2020","9:00","Surface",0,0,120,"1","","MO_Inlet3_20200720_0900_Surface_0_Limno.Sample.20160505",665.964,61.241,104
"P105","RN_20210211_run5_015","P2E3",0.008757065503947,0.06660034799866,3,"WL","DeepHole","7/21/2020","9:57","PML",0,2,120,"1","","WL_DeepHole_20200721_0957_PML_2_Limno.Sample.20160505",555.003,72.976,105
"P11","RN_20210211_run5_051","P2G10",0.009395627785765,0.07597373318081,35,"MI","DeepHole","6/7/2020","10:47","point",10,10,120,"1","","MI_DeepHole_20200607_1047_point_10_Limno.Sample.20160505",633.114,78.297,11
"P114","RN_20210211_run5_043","P2G2",0.005801388123466,0.04518408646138,17,"BA","DeepHole","7/27/2020","11:30","Hypo",7,7,120,"1","","BA_DeepHole_20200727_1130_Hypo_7_Limno.Sample.20160505",376.534,48.345,114
"P115","RN_20210211_run5_042","P2G1",0.01924753293533,0.1181787563195,17,"BR","DeepHole","7/27/2020","9:25","PML",0,2,100,"1","","BR_DeepHole_20200727_0925_PML_2_Limno.Sample.20160505",1181.788,192.475,115
"P116","RN_20210211_run5_037","P2F12",0.03248846041903,0.213739945436,17,"BR","DeepHole","7/27/2020","9:25","Hypo",4,4,100,"1","","BR_DeepHole_20200727_0925_Hypo_4_Limno.Sample.20160505",2137.399,324.885,116
"P117","RN_20210211_run5_036","P2F11",0.009467160208677,0.06238434993461,3,"FE","DeepHole","7/28/2020","12:10","PML",0,1,120,"1","","FE_DeepHole_20200728_1210_PML_1_Limno.Sample.20160505",519.87,78.893,117
"P118","RN_20210211_run5_035","P2F10",0.009569675488395,0.072057785115,3,"FE","DeepHole","7/28/2020","12:10","Hypo",8,8,120,"1","","FE_DeepHole_20200728_1210_Hypo_8_Limno.Sample.20160505",600.482,79.747,118
"P119","RN_20210211_run5_034","P2F9",0.006166230458022,0.06357620091557,3,"FE","Inlet1","7/28/2020","12:10","Surface",0,0,120,"1","","FE_Inlet1_20200728_1210_Surface_0_Limno.Sample.20160505",529.802,51.385,119
"P12","RN_20210211_run5_050","P2G9",0.01956358712765,0.1433566357006,35,"PR","DeepHole","6/7/2020","15:00","point",2.5,2.5,120,"1","","PR_DeepHole_20200607_1500_point_2.5_Limno.Sample.20160505",1194.639,163.03,12
"P120","RN_20210211_run5_033","P2F8",0.008799607269822,0.05245545185344,3,"WL","DeepHole","7/28/2020","10:15","PML",0,1.5,120,"1","","WL_DeepHole_20200728_1015_PML_1.5_Limno.Sample.20160505",437.129,73.33,120
"P121","RN_20210211_run5_032","P2F7",0.01540644727055,0.1016320265196,3,"WL","DeepHole","7/28/2020","10:15","Hypo",8,8,120,"1","","WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505",846.934,128.387,121
"P122","RN_20210211_run5_068","P3A2",0.007643156056703,0.04448106591686,17,"PA","DeepHole","7/29/2020","10:15","PML",0,2.5,120,"1","","PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505",370.676,63.693,122
"P123","RN_20210211_run5_067","P3A1",0.01876712226216,0.137060527678,17,"PA","DeepHole","7/29/2020","10:15","Hypo",7,7,100,"1","","PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505",1370.605,187.671,123
"P124","RN_20210211_run5_066","P2H12",0.00695229853098,0.05188744916979,17,"PE","DeepHole","7/29/2020","8:45","PML",0,2,120,"1","","PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505",432.395,57.936,124
"P125","RN_20210211_run5_065","P2H11",0.01818041943055,0.1162747599142,17,"PE","DeepHole","7/29/2020","8:45","Hypo",10,10,120,"1","","PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",968.956,151.503,125
"P126","RN_20210211_run5_064","P2H10",0.01155670798803,0.1016100998214,17,"TU","DeepHole","7/29/2020","11:30","PML",0,1.5,120,"1","","TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",846.751,96.306,126
"P127","RN_20210211_run5_063","P2H9",0.0181167520463,0.1202414514197,17,"TU","DeepHole","7/29/2020","11:30","Hypo",6,6,100,"1","","TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",1202.415,181.168,127
"P128","RN_20210211_run5_062","P2H8",0.01719313918104,0.1288550006089,15,"MO","DeepHole","8/3/2020","8:50","PML",0,1,120,"1","","MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",1073.792,143.276,128
"P129","RN_20210211_run5_061","P2H7",0.02755135360075,0.1919284467302,15,"MO","DeepHole","8/3/2020","8:50","Hypo",4,4,100,"1","","MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",1919.284,275.514,129
"P13","RN_20210211_run5_049","P2G8",0.007320980000506,0.05526427032682,35,"TF","DeepHole","6/7/2020","11:45","point",7,7,120,"1","","TF_DeepHole_20200607_1145_point_7_Limno.Sample.20160505",460.536,61.008,13
"P138","RN_20210211_run5_060","P2H6",0.01094694959452,0.08060494700876,15,"HB","DeepHole","8/5/2020","8:55","PML",0,1,120,"1","","HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505",671.708,91.225,138
"P139","RN_20210211_run5_059","P2H5",0.01754299851318,0.1194805443919,15,"HB","DeepHole","8/5/2020","8:55","Hypo",4,4,120,"1","","HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505",995.671,146.192,139
"P14","RN_20210211_run5_048","P2G7",0.007769079683692,0.04602179596629,3,"FE","DeepHole","6/9/2020","11:48","PML",0,0.5,120,"1","","FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505",383.515,64.742,14
"P140","RN_20210211_run5_058","P2H4",0.01287681011124,0.1031127701828,15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,120,"1","","HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",859.273,107.307,140
"P141","RN_20210211_run5_057","P2H3",0.009059215802061,0.06970045422435,15,"CR","DeepHole","8/6/2020","9:22","PML",0,3.5,120,"1","","CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505",580.837,75.493,141
"P142","RN_20210211_run5_056","P2H2",0.01028805027341,0.07633837417196,15,"CR","DeepHole","8/6/2020","9:22","Hypo",8,8,120,"1","","CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505",636.153,85.734,142
"P143","RN_20210211_run5_055","P2H1",0.007896186179293,0.0519113071041,15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,120,"1","","CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505",432.594,65.802,143
"P144","RN_20210211_run5_053","P2G12",0.008290185187534,0.0486157580973,3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,120,"1","","FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",405.131,69.085,144
"P145","RN_20210211_run5_052","P2G11",0.00933310176597,0.05930006466501,3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,120,"1","","FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",494.167,77.776,145
"P15","RN_20210211_run5_047","P2G6",0.009530412551304,0.07649087435798,3,"FE","DeepHole","6/9/2020","11:48","Hypo",8,8,100,"1","","FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505",764.909,95.304,15
"P20","RN_20210211_run5_044","P2G3",0.01889236107048,0.1280258678164,15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,120,"1","","HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505",1066.882,157.436,20
"P6","RN_20210211_run5_046","P2G5",0.005912391004277,0.05230711774008,3,"FE","Inlet1","6/4/2020","10:45","Surface",0,0,140,"1","","FE_Inlet1_20200604_1045_Surface_0_Limno.Sample.20160505",373.622,42.231,6
"P7","RN_20210211_run5_045","P2G4",0.02158465303999,0.1714957241076,35,"BR","DeepHole","6/6/2020","13:54","point",5.5,5.5,140,"1","","BR_DeepHole_20200606_1354_point_5.5_Limno.Sample.20160505",1224.969,154.176,7
"P83","RN_20210211_run5_014","P2E2",0.007927086027774,0.04938912117633,3,"FE","DeepHole","7/7/2020","11:30","PML",0,0.25,120,"1","","FE_DeepHole_20200707_1130_PML_0.25_Limno.Sample.20160505",411.576,66.059,83
"P84","RN_20210211_run5_013","P2E1",0.009340697027585,0.07500294548449,3,"FE","DeepHole","7/7/2020","11:30","Hypo",8,8,120,"1","","FE_DeepHole_20200707_1130_Hypo_8_Limno.Sample.20160505",625.025,77.839,84
"P87","RN_20210211_run5_026","P2F1",0.01009561622709,0.06979236082321,15,"HB","DeepHole","7/8/2020","9:45","PML",0,0.25,120,"1","","HB_DeepHole_20200708_0945_PML_0.25_Limno.Sample.20160505",581.603,84.13,87
"P88","RN_20210211_run5_024","P2E12",0.01646110952678,0.1046384467105,15,"HB","DeepHole","7/8/2020","9:45","Hypo",3.5,3.5,100,"1","","HB_DeepHole_20200708_0945_Hypo_3.5_Limno.Sample.20160505",1046.384,164.611,88
"P89","RN_20210211_run5_023","P2E11",0.01228846786524,0.1051350948582,15,"HB","Outlet","7/8/2020","9:45","Surface",0,0,120,"1","","HB_Outlet_20200708_0945_Surface_0_Limno.Sample.20160505",876.126,102.404,89
"P90","RN_20210211_run5_022","P2E10",0.009400213995647,0.06444841123677,15,"CR","DeepHole","7/10/2020","10:25","PML",0,2.5,120,"1","","CR_DeepHole_20200710_1025_PML_2.5_Limno.Sample.20160505",537.07,78.335,90
"P91","RN_20210211_run5_031","P2F6",0.009442070942852,0.07333744408892,15,"CR","DeepHole","7/10/2020","10:25","Hypo",7.5,7.5,120,"1","","CR_DeepHole_20200710_1025_Hypo_7.5_Limno.Sample.20160505",611.145,78.684,91
"P92","RN_20210211_run5_030","P2F5",0.008180531191982,0.05919991868763,15,"CR","Outlet","7/10/2020","10:25","Surface",0,0,120,"1","","CR_Outlet_20200710_1025_Surface_0_Limno.Sample.20160505",493.333,68.171,92
"P93","RN_20210211_run5_029","P2F4",0.01119834030272,0.06780231899418,3,"FE","DeepHole","7/15/2020","10:15","PML",0,1.5,120,"1","","FE_DeepHole_20200715_1015_PML_1.5_Limno.Sample.20160505",565.019,93.32,93
"P94","RN_20210211_run5_028","P2F3",0.00778242327172,0.07202067839496,3,"FE","DeepHole","7/15/2020","10:15","Hypo",8,8,120,"1","","FE_DeepHole_20200715_1015_Hypo_8_Limno.Sample.20160505",600.172,64.854,94
"P95","RN_20210211_run5_027","P2F2",0.01110470691364,0.0729436658892,3,"FE","Inlet1","7/15/2020","10:15","Surface",0,0,120,"1","","FE_Inlet1_20200715_1015_Surface_0_Limno.Sample.20160505",607.864,92.539,95
"P99","RN_20210211_run5_021","P2E9",0.01269836296746,0.1093560432961,41,"JO","DeepHole","7/16/2020","11:20","Hypo",4.5,4.5,120,"1","","JO_DeepHole_20200716_1120_Hypo_4.5_Limno.Sample.20160505",911.3,105.82,99
