"projectID","lakeID","sampleID","dateSample","parameter","parameterValue","QCcode","flag","comments","metadataID","updateID"
3,"ME","ME_DeepHole_20190730_1041_PML_2_Limno.Sample.20160505",2019-07-30,"PON",134,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_DeepHole_20190812_1050_Hypo_2_Limno.Sample.20160505",2019-08-12,"PON",81,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_DeepHole_20190812_1050_PML_0.5_Limno.Sample.20160505",2019-08-12,"PON",76,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_DeepHole_20191006_1200_Hypo_4_Limno.Sample.20160505",2019-10-06,"PON",89,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_DeepHole_20191006_1200_PML_4_Limno.Sample.20160505",2019-10-06,"PON",59,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_Outlet_20190524_840_Surface_0_Limno.Sample.20160505",2019-05-24,"PON",107,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"ME","ME_Outlet_20190606_931_Surface_0_Limno.Sample.20160505",2019-06-06,"PON",104,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"ME","ME_Outlet_20190619_1333_Surface_0_Limno.Sample.20160505",2019-06-19,"PON",86,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"ME","ME_Outlet_20190703_915_Surface_0_Limno.Sample.20160505",2019-07-03,"PON",121,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"ME","ME_Outlet_20190718_1400_Surface_0_Limno.Sample.20160505",2019-07-18,"PON",517,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"ME","ME_Outlet_20190730_1041_Surface_0_Limno.Sample.20160505",2019-07-30,"PON",86,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_Outlet_20190812_1050_Surface_0_Limno.Sample.20160505",2019-08-12,"PON",312,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"ME","ME_Outlet_20191006_1200_Surface_0_Limno.Sample.20160505",2019-10-06,"PON",58,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190523_952_Hypo_6_Limno.Sample.20160505",2019-05-23,"PON",264,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190523_952_PML_1.5_Limno.Sample.20160505",2019-05-23,"PON",178,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190603_1010_Hypo_6.5_Limno.Sample.20160505",2019-06-03,"PON",337,NA,1,"C: higher than normal; maybe ok","Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190603_1010_PML_1_Limno.Sample.20160505",2019-06-03,"PON",131,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190617_930_Hypo_4.5_Limno.Sample.20160505",2019-06-17,"PON",195,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190617_930_PML_1_Limno.Sample.20160505",2019-06-17,"PON",217,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190703_1040_Hypo_4_Limno.Sample.20160505",2019-07-03,"PON",274,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190703_1040_PML_1_Limno.Sample.20160505",2019-07-03,"PON",119,NA,1,"C: higher than normal; maybe ok","Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190715_944_Hypo_4.5_Limno.Sample.20160505",2019-07-15,"PON",203,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190715_944_PML_1_Limno.Sample.20160505",2019-07-15,"PON",176,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190731_938_Hypo_4.5_Limno.Sample.20160505",2019-07-31,"PON",258,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_DeepHole_20190731_938_PML_2_Limno.Sample.20160505",2019-07-31,"PON",198,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190812_943_Hypo_4.5_Limno.Sample.20160505",2019-08-12,"PON",251,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20190812_943_PML_1_Limno.Sample.20160505",2019-08-12,"PON",158,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20191006_1233_Hypo_6_Limno.Sample.20160505",2019-10-06,"PON",168,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_DeepHole_20191006_1233_PML_4_Limno.Sample.20160505",2019-10-06,"PON",116,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet1_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,"PON",67,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet1_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,"PON",55,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet1_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,"PON",48,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet1_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,"PON",63,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet1_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,"PON",82,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet1_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,"PON",64,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet1_20190812_943_Surface_0_Limno.Sample.20160505",2019-08-12,"PON",50,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet1_20191006_1233_Surface_0_Limno.Sample.20160505",2019-10-06,"PON",57,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet2_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,"PON",175,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet2_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,"PON",45,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet2_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,"PON",216,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet2_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,"PON",95,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet2_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,"PON",120,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet2_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,"PON",341,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet2_20190812_943_Surface_0_Limno.Sample.20160505",2019-08-12,"PON",106,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet2_20191006_1200_Surface_0_Limno.Sample.20160505",2019-10-06,"PON",89,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet3_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,"PON",62,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet3_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,"PON",150,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet3_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,"PON",123,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet3_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,"PON",165,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet3_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,"PON",117,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Inlet3_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,"PON",75,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet3_20190812_943_Surface_0_Limno.Sample.20160505",2019-08-12,"PON",147,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Inlet3_20191006_1233_Surface_0_Limno.Sample.20160505",2019-10-06,"PON",74,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Outlet_20190523_952_Surface_0_Limno.Sample.20160505",2019-05-23,"PON",180,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Outlet_20190603_1010_Surface_0_Limno.Sample.20160505",2019-06-03,"PON",98,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Outlet_20190617_930_Surface_0_Limno.Sample.20160505",2019-06-17,"PON",115,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Outlet_20190703_1040_Surface_0_Limno.Sample.20160505",2019-07-03,"PON",121,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Outlet_20190715_944_Surface_0_Limno.Sample.20160505",2019-07-15,"PON",62,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"MO","MO_Outlet_20190731_938_Surface_0_Limno.Sample.20160505",2019-07-31,"PON",260,NA,1,"C: much higher than normal, N and C elevated, maybe ok, low filter volume indicates high concentrationN: much higher than normal, N and C elevated, maybe ok, low filter volume indicates high concentration","Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Outlet_20190812_943_Surface_0_Limno.Sample.20160505",2019-08-12,"PON",97,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"MO","MO_Outlet_20191006_1233_Surface_0_Limno.Sample.20160505",2019-10-06,"PON",143,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"MS","MS_DeepHole_20190901_1315_Surface_0_fishScapesLimno.20190319",2019-09-01,"PON",178,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"NG","NG_DeepHole_20190610_858_Hypo_3.5_Limno.Sample.20160505",2019-06-10,"PON",107,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"NG","NG_DeepHole_20190610_858_PML_0.5_Limno.Sample.20160505",2019-06-10,"PON",150,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"NG","NG_DeepHole_20190729_836_Hypo_4.5_Limno.Sample.20160505",2019-07-29,"PON",121,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"NG","NG_DeepHole_20190729_836_PML_0.75_Limno.Sample.20160505",2019-07-29,"PON",113,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"NH","NH_DeepHole_20190828_1435_Surface_0_fishScapesLimno.20190319",2019-08-28,"PON",154,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190515_845_Hypo_6_Limno.Sample.20160505",2019-05-15,"PON",153,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190515_845_PML_1_Limno.Sample.20160505",2019-05-15,"PON",86,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190522_1050_Hypo_7.5_Limno.Sample.20160505",2019-05-22,"PON",193,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190522_1050_PML_3_Limno.Sample.20160505",2019-05-22,"PON",65,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505",2019-05-29,"PON",178,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505",2019-05-29,"PON",83,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190605_930_Hypo_6.5_Limno.Sample.20160505",2019-06-05,"PON",190,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PA","PA_DeepHole_20190605_930_PML_1_Limno.Sample.20160505",2019-06-05,"PON",75,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190612_834_Hypo_7_Limno.Sample.20160505",2019-06-12,"PON",166,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190612_834_PML_2_Limno.Sample.20160505",2019-06-12,"PON",143,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190620_838_Hypo_8_Limno.Sample.20160505",2019-06-20,"PON",164,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190620_838_PML_2_Limno.Sample.20160505",2019-06-20,"PON",52,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190627_842_Hypo_8_Limno.Sample.20160505",2019-06-27,"PON",216,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190627_842_PML_2_Limno.Sample.20160505",2019-06-27,"PON",59,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190703_915_Hypo_8_Limno.Sample.20160505",2019-07-03,"PON",188,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190703_915_PML_2_Limno.Sample.20160505",2019-07-03,"PON",63,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190711_830_Hypo_8_Limno.Sample.20160505",2019-07-11,"PON",144,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190711_830_PML_2_Limno.Sample.20160505",2019-07-11,"PON",71,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190718_827_Hypo_8_Limno.Sample.20160505",2019-07-18,"PON",207,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190718_827_PML_2_Limno.Sample.20160505",2019-07-18,"PON",95,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190725_838_Hypo_7.5_Limno.Sample.20160505",2019-07-25,"PON",129,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190725_838_PML_2.5_Limno.Sample.20160505",2019-07-25,"PON",57,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190801_830_Hypo_8_Limno.Sample.20160505",2019-08-01,"PON",128,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190801_830_PML_2.5_Limno.Sample.20160505",2019-08-01,"PON",87,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190808_830_Hypo_8_Limno.Sample.20160505",2019-08-08,"PON",139,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190808_830_PML_2.5_Limno.Sample.20160505",2019-08-08,"PON",85,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190815_825_Hypo_8_Limno.Sample.20160505",2019-08-15,"PON",121,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190815_825_PML_3.5_Limno.Sample.20160505",2019-08-15,"PON",71,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190822_834_Hypo_8_Limno.Sample.20160505",2019-08-22,"PON",384,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190822_834_PML_3_Limno.Sample.20160505",2019-08-22,"PON",90,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190829_855_Hypo_7.5_Limno.Sample.20160505",2019-08-29,"PON",350,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PA","PA_DeepHole_20190829_855_PML_3.5_Limno.Sample.20160505",2019-08-29,"PON",71,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
13,"PA","PA_DeepHole_20191007_1000_Hypo_9_Limno.Sample.20160505",2019-10-07,"PON",185,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
13,"PA","PA_DeepHole_20191007_1000_PML_6_Limno.Sample.20160505",2019-10-07,"PON",98,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190515_1019_Hypo_9_Limno.Sample.20160505",2019-05-15,"PON",101,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190515_1019_PML_1_Limno.Sample.20160505",2019-05-15,"PON",89,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190522_840_Hypo_11_Limno.Sample.20160505",2019-05-22,"PON",120,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190522_840_PML_1.5_Limno.Sample.20160505",2019-05-22,"PON",87,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190529_1015_Hypo_9_Limno.Sample.20160505",2019-05-29,"PON",113,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190529_1015_PML_1_Limno.Sample.20160505",2019-05-29,"PON",79,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190605_830_Hypo_9_Limno.Sample.20160505",2019-06-05,"PON",120,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
15,"PE","PE_DeepHole_20190605_830_PML_1_Limno.Sample.20160505",2019-06-05,"PON",83,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190612_934_Hypo_9_Limno.Sample.20160505",2019-06-12,"PON",75,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190612_934_PML_1.5_Limno.Sample.20160505",2019-06-12,"PON",61,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190620_1000_Hypo_9_Limno.Sample.20160505",2019-06-20,"PON",137,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190620_1000_PML_1_Limno.Sample.20160505",2019-06-20,"PON",74,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190627_1001_Hypo_9_Limno.Sample.20160505",2019-06-27,"PON",117,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190627_1001_PML_1.5_Limno.Sample.20160505",2019-06-27,"PON",81,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190703_1050_Hypo_9_Limno.Sample.20160505",2019-07-03,"PON",142,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190703_1050_PML_1.5_Limno.Sample.20160505",2019-07-03,"PON",104,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190711_949_Hypo_9_Limno.Sample.20160505",2019-07-11,"PON",161,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190711_949_PML_2_Limno.Sample.20160505",2019-07-11,"PON",58,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190718_1415_Hypo_9_Limno.Sample.20160505",2019-07-18,"PON",146,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190718_1415_PML_2_Limno.Sample.20160505",2019-07-18,"PON",87,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190725_1018_Hypo_9_Limno.Sample.20160505",2019-07-25,"PON",114,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190725_1018_PML_2_Limno.Sample.20160505",2019-07-25,"PON",150,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190801_948_Hypo_9_Limno.Sample.20160505",2019-08-01,"PON",116,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190801_948_PML_2_Limno.Sample.20160505",2019-08-01,"PON",293,NA,1,"C: much higher than normal, N and C elevated, maybe okN: much higher than normal, N and C elevated, maybe ok","Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190808_1000_Hypo_9_Limno.Sample.20160505",2019-08-08,"PON",115,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190808_1000_PML_2_Limno.Sample.20160505",2019-08-08,"PON",193,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190815_935_Hypo_10_Limno.Sample.20160505",2019-08-15,"PON",136,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190815_935_PML_2.5_Limno.Sample.20160505",2019-08-15,"PON",79,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190822_946_Hypo_11_Limno.Sample.20160505",2019-08-22,"PON",142,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190822_946_PML_2.5_Limno.Sample.20160505",2019-08-22,"PON",132,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190829_1110_Hypo_9_Limno.Sample.20160505",2019-08-29,"PON",129,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
34,"PE","PE_DeepHole_20190829_1110_PML_3_Limno.Sample.20160505",2019-08-29,"PON",79,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
13,"PE","PE_DeepHole_20191007_1100_Hypo_10_Limno.Sample.20160505",2019-10-07,"PON",186,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
13,"PE","PE_DeepHole_20191007_1100_PML_5_Limno.Sample.20160505",2019-10-07,"PON",109,NA,1,"C: much higher than normal, end of season","Iso.POC.CEST.20111214","pocForBella.20200312"
37,"PK","PK_DeepHole_20190820_1225_Surface_0_fishScapesLimno.20190319",2019-08-20,"PON",235,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"PN","PN_DeepHole_20190818_1245_Surface_0_fishScapesLimno.20190319",2019-08-18,"PON",157,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"PT","PT_DeepHole_20190819_1235_Surface_0_fishScapesLimno.20190319",2019-08-19,"PON",104,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"SC","SC_DeepHole_20190830_1030_Surface_0_fishScapesLimno.20190319",2019-08-30,"PON",92,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"SE","SE_DeepHole_20190828_1420_Surface_0_fishScapesLimno.20190319",2019-08-28,"PON",122,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"SM","SM_DeepHole_20190901_1345_Surface_0_fishScapesLimno.20190319",2019-09-01,"PON",66,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"SV","SV_DeepHole_20190901_1245_Surface_0_fishScapesLimno.20190319",2019-09-01,"PON",70,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
33,"TF","TF_DeepHole_20190731_1045_Hypo_6.5_Limno.Sample.20160505",2019-07-31,"PON",146,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
33,"TF","TF_DeepHole_20190731_1045_PML_4_Limno.Sample.20160505",2019-07-31,"PON",104,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"TU","TU_DeepHole_20190725_840_Hypo_5_Limno.Sample.20160505",2019-07-25,"PON",140,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"TU","TU_DeepHole_20190725_840_PML_2_Limno.Sample.20160505",2019-07-25,"PON",136,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"UG","UG_DeepHole_20190828_1400_Surface_0_fishScapesLimno.20190319",2019-08-28,"PON",98,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"WA","WA_DeepHole_20190722_836_Hypo_4.5_Limno.Sample.20160505",2019-07-22,"PON",530,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
17,"WA","WA_DeepHole_20190722_836_PML_1_Limno.Sample.20160505",2019-07-22,"PON",57,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
37,"WB","WB_DeepHole_20190819_1330_Surface_0_fishScapesLimno.20190319",2019-08-19,"PON",391,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190508_1100_Hypo_8_Limno.Sample.20160505",2019-05-08,"PON",81,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190508_1100_PML_1_Limno.Sample.20160505",2019-05-08,"PON",159,NA,1,"C: higher than normal; maybe ok, C and N both elevatedN: higher than normal; maybe ok, C and N both elevated","Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190513_925_Hypo_8_Limno.Sample.20160505",2019-05-13,"PON",129,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190513_925_PML_1.5_Limno.Sample.20160505",2019-05-13,"PON",110,NA,1,"C: much higher than normal","Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190521_856_Hypo_8_Limno.Sample.20160505",2019-05-21,"PON",139,NA,0,NA,"Iso.POC.CEST.20111214","pocForBella.20200312"
3,"WL","WL_DeepHole_20190521_856_PML_2_Limno.Sample.20160505",2019-05-21,"PON",146,NA,1,"C: higher than normal; maybe ok, C and N both elevatedN: higher than normal; maybe ok, C and N both elevated","Iso.POC.CEST.20111214","pocForBella.20200312"
