"pocID","runID","trayLoc","PON.mg","POC.mg","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID","POC","PON"
"P118","RN_20210211_run5_035","P2F10",0.009569675488395,0.072057785115,3,"FE","DeepHole","7/28/2020","12:10","Hypo",8,8,120,"1","","FE_DeepHole_20200728_1210_Hypo_8_Limno.Sample.20160505",0.6,0.08
"P119","RN_20210211_run5_034","P2F9",0.006166230458022,0.06357620091557,3,"FE","Inlet1","7/28/2020","12:10","Surface",0,0,120,"1","","FE_Inlet1_20200728_1210_Surface_0_Limno.Sample.20160505",0.53,0.051
"P120","RN_20210211_run5_033","P2F8",0.008799607269822,0.05245545185344,3,"WL","DeepHole","7/28/2020","10:15","PML",0,1.5,120,"1","","WL_DeepHole_20200728_1015_PML_1.5_Limno.Sample.20160505",0.437,0.073
"P121","RN_20210211_run5_032","P2F7",0.01540644727055,0.1016320265196,3,"WL","DeepHole","7/28/2020","10:15","Hypo",8,8,120,"1","","WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505",0.847,0.128
"P122","RN_20210211_run5_068","P3A2",0.007643156056703,0.04448106591686,17,"PA","DeepHole","7/29/2020","10:15","PML",0,2.5,120,"1","","PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505",0.371,0.064
"P123","RN_20210211_run5_067","P3A1",0.01876712226216,0.137060527678,17,"PA","DeepHole","7/29/2020","10:15","Hypo",7,7,100,"1","","PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505",1.371,0.188
"P124","RN_20210211_run5_066","P2H12",0.00695229853098,0.05188744916979,17,"PE","DeepHole","7/29/2020","8:45","PML",0,2,120,"1","","PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505",0.432,0.058
"P125","RN_20210211_run5_065","P2H11",0.01818041943055,0.1162747599142,17,"PE","DeepHole","7/29/2020","8:45","Hypo",10,10,120,"1","","PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",0.969,0.152
"P126","RN_20210211_run5_064","P2H10",0.01155670798803,0.1016100998214,17,"TU","DeepHole","7/29/2020","11:30","PML",0,1.5,120,"1","","TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",0.847,0.096
"P127","RN_20210211_run5_063","P2H9",0.0181167520463,0.1202414514197,17,"TU","DeepHole","7/29/2020","11:30","Hypo",6,6,100,"1","","TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",1.202,0.181
"P128","RN_20210211_run5_062","P2H8",0.01719313918104,0.1288550006089,15,"MO","DeepHole","8/3/2020","8:50","PML",0,1,120,"1","","MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",1.074,0.143
"P129","RN_20210211_run5_061","P2H7",0.02755135360075,0.1919284467302,15,"MO","DeepHole","8/3/2020","8:50","Hypo",4,4,100,"1","","MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",1.919,0.276
"P130","RN_20210201_run1b_035","p1b10",0.004516306045096,0.0280067162618,15,"MO","Inlet1","8/3/2020","8:50","Surface",0,0,120,"1","","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",0.233,0.038
"P131","RN_20210201_run1b_034","p1b9",0.01128641889879,0.1034787981922,15,"MO","Inlet2","8/3/2020","8:50","Surface",0,0,60,"1","","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",1.725,0.188
"P132","RN_20210201_run1b_033","p1b8",0.01407287865271,0.1391065228014,15,"MO","Inlet3","8/3/2020","8:50","Surface",0,0,120,"1","","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",1.159,0.117
"P133","RN_20210201_run1b_032","p1b7",0.007365167567733,0.03471031820968,3,"FE","DeepHole","8/4/2020","10:45","PML",0,2,120,"1","","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",0.289,0.061
"P134","RN_20210201_run1b_031","p1b6",0.01138322911942,0.06496980743034,3,"FE","DeepHole","8/4/2020","10:45","Hypo",8,8,120,"1","","FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505",0.541,0.095
"P135","RN_20210201_run1b_030","p1b5",0.00671151112324,0.06385003039361,3,"FE","Inlet1","8/4/2020","10:45","Surface",0,0,120,"1","","FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505",0.532,0.056
"P136","RN_20210201_run1b_029","p1b4",0.005913035086657,0.03371267805096,3,"WL","DeepHole","8/4/2020","8:45","PML",0,2.5,120,"1","","WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",0.281,0.049
"P137","RN_20210201_run1b_028","p1b3",0.01547575206068,0.09546903468635,3,"WL","DeepHole","8/4/2020","8:45","Hypo",8,8,120,"1","","WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",0.796,0.129
"P138","RN_20210211_run5_060","P2H6",0.01094694959452,0.08060494700876,15,"HB","DeepHole","8/5/2020","8:55","PML",0,1,120,"1","","HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505",0.672,0.091
"P139","RN_20210211_run5_059","P2H5",0.01754299851318,0.1194805443919,15,"HB","DeepHole","8/5/2020","8:55","Hypo",4,4,120,"1","","HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505",0.996,0.146
"P140","RN_20210211_run5_058","P2H4",0.01287681011124,0.1031127701828,15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,120,"1","","HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",0.859,0.107
"P141","RN_20210211_run5_057","P2H3",0.009059215802061,0.06970045422435,15,"CR","DeepHole","8/6/2020","9:22","PML",0,3.5,120,"1","","CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505",0.581,0.075
"P142","RN_20210211_run5_056","P2H2",0.01028805027341,0.07633837417196,15,"CR","DeepHole","8/6/2020","9:22","Hypo",8,8,120,"1","","CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505",0.636,0.086
"P143","RN_20210211_run5_055","P2H1",0.007896186179293,0.0519113071041,15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,120,"1","","CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505",0.433,0.066
"P144","RN_20210211_run5_053","P2G12",0.008290185187534,0.0486157580973,3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,120,"1","","FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",0.405,0.069
"P145","RN_20210211_run5_052","P2G11",0.00933310176597,0.05930006466501,3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,120,"1","","FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",0.494,0.078
"P146","RN_20210205_run4_037","P2C11",0.005861700674507,0.06789321351945,3,"FE","Inlet1","8/11/2020","10:45","Surface",0,0,120,"1","","FE_Inlet1_20200811_1045_Surface_0_Limno.Sample.20160505",0.566,0.049
"P147","RN_20210205_run4_036","P2C10",0.006966463121068,0.02343977543191,3,"WL","DeepHole","8/11/2020","9:48","PML",0,1.5,120,"1","","WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505",0.195,0.058
"P148","RN_20210205_run4_035","P2C9",0.01671148476573,0.08678507108357,3,"WL","DeepHole","8/11/2020","9:48","Hypo",8,8,120,"1","","WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505",0.723,0.139
"P149","RN_20210205_run4_034","P2C8",0.02187402873861,0.1410573386713,17,"BO","DeepHole","8/12/2020","10:55","PML",0,0,100,"1","","BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505",1.411,0.219
"P150","RN_20210205_run4_033","P2C7",0.02956511520831,0.1918661529637,17,"BO","DeepHole","8/12/2020","10:55","Hypo",2,2,60,"1","","BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505",3.198,0.493
"P151","RN_20210205_run4_032","P2C6",0.00942710277753,0.02242211720764,17,"CB","DeepHole","8/12/2020","9:15","PML",0,0.5,120,"1","","CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505",0.187,0.079
"P152","RN_20210205_run4_031","P2C5",0.01475957151265,0.06031266233031,17,"CB","DeepHole","8/12/2020","9:15","Hypo",3,3,120,"1","","CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505",0.503,0.123
"P153","RN_20210205_run4_030","P2C4",0.01451541469468,0.08799113566761,17,"NG","DeepHole","8/14/2020","10:00","PML",0,0,120,"1","","NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505",0.733,0.121
"P154","RN_20210203_run2_034","P1E9",0.01591683514557,0.1341072798104,17,"NG","DeepHole","8/14/2020","10:00","Hypo",3.5,3.5,120,"1","","NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",1.118,0.133
"P155","RN_20210203_run2_033","P1E8",0.008414495494048,0.05420077218172,17,"WA","DeepHole","8/14/2020","11:15","PML",0,0.5,120,"1","","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",0.452,0.07
"P156","RN_20210203_run2_032","P1E7",0.0451877882449,0.352001090817,17,"WA","DeepHole","8/14/2020","11:15","Hypo",4,4,120,"1","","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",2.933,0.377
"P157","RN_20210203_run2_031","P1E6",0.007092493795523,0.05805282804643,15,"CR","DeepHole","8/17/2020","9:30","PML",0,3,100,"1","","CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",0.581,0.071
"P158","RN_20210203_run2_030","P1E5",0.009390437989955,0.07808776309415,15,"CR","DeepHole","8/17/2020","9:30","Hypo",8,8,120,"1","","CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",0.651,0.078
"P159","RN_20210203_run2_029","P1E4",0.01335183541497,0.1557292398309,15,"CR","Outlet","8/17/2020","9:30","Surface",0,0,120,"1","","CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",1.298,0.111
"P160","RN_20210203_run2_028","P1E3",0.009521640883166,0.07206967957352,15,"HB","DeepHole","8/18/2020","9:50","PML",0,0.5,120,"1","","HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",0.601,0.079
"P161","RN_20210203_run2_041","P1F3",0.02008412601397,0.1430221187886,15,"HB","DeepHole","8/18/2020","9:50","Hypo",4,4,120,"1","","HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505",1.192,0.167
"P162","RN_20210203_run2_040","P1F2",0.007268889731488,0.06555669712542,15,"HB","Outlet","8/18/2020","9:50","Surface",0,0,120,"1","","HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",0.546,0.061
"P163","RN_20210201_run1b_027","p1b2",0.01665255444139,0.125279285974,15,"MO","DeepHole","8/19/2020","10:15","PML",0,1.5,120,"1","","MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505",1.044,0.139
"P164","RN_20210201_run1b_026","p1b1",0.03264073738427,0.2224444011041,15,"MO","DeepHole","8/19/2020","10:15","Hypo",4.5,4.5,110,"1","","MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505",2.022,0.297
"P165","RN_20210201_run1b_024","p1a12",0.005382203485332,0.02931304580939,15,"MO","Inlet1","8/19/2020","10:15","Surface",0,0,120,"1","","MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505",0.244,0.045
"P166","RN_20210201_run1b_023","p1a11",0.02387462189436,0.1501063929567,15,"MO","Inlet2","8/19/2020","10:15","Surface",0,0,90,"1","","MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505",1.668,0.265
"P167","RN_20210201_run1b_022","p1a10",0.01639403282813,0.06896438301798,3,"FE","DeepHole","8/20/2020","11:32","PML",0,1.5,120,"1","","FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505",0.575,0.137
"P168","RN_20210201_run1b_021","p1a9",0.01122997404124,0.08550187253007,3,"FE","DeepHole","8/20/2020","11:32","Hypo",8,8,120,"1","","FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505",0.713,0.094
"P169","RN_20210203_run2_039","P1F1",0.008896428379213,0.08949408161465,3,"FE","Inlet1","8/20/2020","11:32","Surface",0,0,120,"1","","FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",0.746,0.074
"P170","RN_20210203_run2_037","P1E12",0.009849732274559,0.08732716618756,17,"ME","DeepHole","8/20/2020","10:54","PML",0,2,120,"1","","ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505",0.728,0.082
"P171","RN_20210203_run2_036","P1E11",0.0125648915704,0.1123048091101,17,"ME","DeepHole","8/20/2020","10:54","Hypo",3.5,3.5,120,"1","","ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505",0.936,0.105
"P172","RN_20210203_run2_035","P1E10",0.01494228126271,0.1221049485761,17,"ME","Outlet","8/20/2020","10:54","Surface",0,0,120,"1","","ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",1.018,0.125
"P173","RN_20210204_run3_043","P2A5",0.0153776861367,0.05887313308593,3,"WL","DeepHole","8/20/2020","9:10","PML",0,2,120,"1","","WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505",0.491,0.128
"P174","RN_20210204_run3_042","P2A4",0.02065788555104,0.1145124017947,3,"WL","DeepHole","8/20/2020","9:10","Hypo",8,8,120,"1","","WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",0.954,0.172
"P175","RN_20210204_run3_041","P2A3",0.01254716788883,0.09077119618267,35,"NH","DeepHole","8/24/2020","10:50","PML",0,2,120,"1","","NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505",0.756,0.105
"P176","RN_20210204_run3_040","P2A2",0.02814004211878,0.1976592247209,35,"NH","DeepHole","8/24/2020","10:50","Hypo",3,3,120,"1","","NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505",1.647,0.235
"P177","RN_20210204_run3_039","P2A1",0.01605791006695,0.112335867178,35,"SE","DeepHole","8/24/2020","11:55","PML",0,5,120,"1","","SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505",0.936,0.134
"P178","RN_20210204_run3_037","P1H12",0.01950641968787,0.1346041060583,35,"SE","DeepHole","8/24/2020","11:55","Hypo",5.5,5.5,120,"1","","SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505",1.122,0.163
"P179","RN_20210204_run3_036","P1H11",0.01298028113607,0.08896703066654,35,"BH","DeepHole","8/25/2020","9:50","PML",0,5,120,"1","","BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505",0.741,0.108
"P180","RN_20210204_run3_035","P1H10",0.009873171473423,0.06592935139525,35,"BH","DeepHole","8/25/2020","9:50","Hypo",10,10,120,"1","","BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505",0.549,0.082
"P181","RN_20210204_run3_034","P1H9",0.01589715625704,0.07538705793232,35,"HH","DeepHole","8/25/2020","11:10","PML",0,4,120,"1","","HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505",0.628,0.132
"P182","RN_20210204_run3_033","P1H8",0.03069989780917,0.179827650342,35,"HH","DeepHole","8/25/2020","11:10","Hypo",5.5,5.5,120,"1","","HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505",1.499,0.256
"P183","RN_20210203_run2_020","P1D8",0.01268115635357,0.09242963937251,35,"MI","DeepHole","8/26/2020","10:25","PML",0,0.5,120,"1","","MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505",0.77,0.106
"P184","RN_20210203_run2_019","P1D7",0.00681691722476,0.05926366417273,35,"MI","DeepHole","8/26/2020","10:25","Hypo",9,9,120,"1","","MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",0.494,0.057
"P185","RN_20210203_run2_018","P1D6",0.0181799798555,0.1361638771066,35,"TR","DeepHole","8/26/2020","9:15","PML",0,0.5,120,"1","","TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505",1.135,0.151
"P186","RN_20210203_run2_017","P1D5",0.01264904993679,0.09838673468868,35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,120,"1","","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",0.82,0.105
"P187","RN_20210203_run2_016","P1D4",0.006999646077797,0.05690001530389,35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,120,"1","","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",0.474,0.058
"P188","RN_20210203_run2_015","P1D3",0.02002067060571,0.09890916289767,35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,120,"1","","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",0.824,0.167
"P189","RN_20210203_run2_014","P1D2",0.02238697243325,0.2396962536705,35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,120,"1","","CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",1.997,0.187
"P190","RN_20210203_run2_013","P1D1",0.02476368885863,0.1936473954868,35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,120,"1","","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",1.614,0.206
"P191","RN_20210204_run3_032","P1H7",0.02063224835434,0.1183178351968,35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,120,"1","","TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505",0.986,0.172
"P192","RN_20210204_run3_031","P1H6",0.01657249399111,0.1165472706411,35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,120,"1","","TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505",0.971,0.138
"P193","RN_20210204_run3_030","P1H5",0.01285317870236,0.07312205075703,41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,120,"1","","JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",0.609,0.107
"P194","RN_20210204_run3_029","P1H4",0.01557497397413,0.1350635019788,41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,80,"1","","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",1.688,0.195
