"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","filterVol","sampleType","sampleAmount","POC","PON","metadataID","comments","flag","updateID"
34,"PE_DeepHole_20190822_946_Hypo_11_Limno.Sample.20160505","PE","DeepHole","2019-08-22","2019-08-22 9:46","Hypo",4.6,11,120,"filter",NA,0.949,0.142,NA,NA,NA,NA
15,"CR_DeepHole_20191006_845_PML_7_Limno.Sample.20160505","CR","DeepHole","2019-10-06","2019-10-06 8:45","PML",0,7,140,"filter",NA,0.597,0.098,NA,NA,NA,NA
15,"HB_Outlet_20191006_1047_Surface_0_Limno.Sample.20160505","HB","Outlet","2019-10-06","2019-10-06 10:47","Surface",0,0,140,"filter",NA,7.852,0.569,NA,NA,NA,NA
15,"ME_DeepHole_20191006_1200_PML_4_Limno.Sample.20160505","ME","DeepHole","2019-10-06","2019-10-06 12:00","PML",0,4,140,"filter",NA,0.292,0.059,NA,NA,NA,NA
15,"ME_DeepHole_20191006_1200_Hypo_4_Limno.Sample.20160505","ME","DeepHole","2019-10-06","2019-10-06 12:00","Hypo",4,4,140,"filter",NA,0.279,0.089,NA,NA,NA,NA
15,"ME_Outlet_20191006_1200_Surface_0_Limno.Sample.20160505","ME","Outlet","2019-10-06","2019-10-06 12:00","Surface",0,0,140,"filter",NA,0.451,0.058,NA,NA,NA,NA
15,"MO_DeepHole_20191006_1233_PML_4_Limno.Sample.20160505","MO","DeepHole","2019-10-06","2019-10-06 12:33","PML",0,4,140,"filter",NA,0.744,0.116,NA,NA,NA,NA
15,"MO_DeepHole_20191006_1233_Hypo_6_Limno.Sample.20160505","MO","DeepHole","2019-10-06","2019-10-06 12:33","Hypo",6,6,140,"filter",NA,1.116,0.168,NA,NA,NA,NA
3,"WL_DeepHole_20191006_900_PML_4.5_Limno.Sample.20160505","WL","DeepHole","2019-10-06","2019-10-06 9:00","PML",0,4.5,140,"filter",NA,0.34,0.066,NA,NA,NA,NA
3,"WL_DeepHole_20191006_900_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-10-06","2019-10-06 9:00","Hypo",8,8,140,"filter",NA,0.607,0.105,NA,NA,NA,NA
15,"MO_Inlet3_20191006_1233_Surface_0_Limno.Sample.20160505","MO","Inlet3","2019-10-06","2019-10-06 12:33","Surface",0,0,140,"filter",NA,0.633,0.074,NA,NA,NA,NA
15,"MO_Outlet_20191006_1233_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-10-06","2019-10-06 12:33","Surface",0,0,140,"filter",NA,0.794,0.143,NA,NA,NA,NA
13,"PA_DeepHole_20191007_1000_PML_6_Limno.Sample.20160505","PA","DeepHole","2019-10-07","2019-10-07 10:00","PML",0,6,140,"filter",NA,0.528,0.098,NA,NA,NA,NA
15,"MO_Inlet2_20191006_1200_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-10-06","2019-10-06 12:00","Surface",0,0,140,"filter",NA,1.331,0.089,NA,NA,NA,NA
17,"ME_Outlet_20190703_915_Surface_0_Limno.Sample.20160505","ME","Outlet","2019-07-03","2019-07-03 9:15","Surface",0,0,140,"filter",NA,1.301,0.121,NA,NA,NA,NA
3,"FE_Inlet1_20190611_1058_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-06-11","2019-06-11 10:58","Surface",0,0,140,"filter",NA,0.813,0.085,NA,NA,NA,NA
3,"WL_DeepHole_20190611_910_PML_1.5_Limno.Sample.20160505","WL","DeepHole","2019-06-11","2019-06-11 9:10","PML",0,1.5,140,"filter",NA,0.89,0.138,NA,NA,NA,NA
3,"WL_DeepHole_20190611_910_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-06-11","2019-06-11 9:10","Hypo",8,8,140,"filter",NA,1.103,0.175,NA,NA,NA,NA
34,"PA_DeepHole_20190612_834_PML_2_Limno.Sample.20160505","PA","DeepHole","2019-06-12","2019-06-12 8:34","PML",0,2,140,"filter",NA,0.388,0.143,NA,NA,NA,NA
34,"PA_DeepHole_20190612_834_Hypo_7_Limno.Sample.20160505","PA","DeepHole","2019-06-12","2019-06-12 8:34","Hypo",7,7,140,"filter",NA,1.25,0.166,NA,NA,NA,NA
34,"PE_DeepHole_20190612_934_PML_1.5_Limno.Sample.20160505","PE","DeepHole","2019-06-12","2019-06-12 9:34","PML",0,1.5,140,"filter",NA,0.409,0.061,NA,NA,NA,NA
34,"PE_DeepHole_20190612_934_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-06-12","2019-06-12 9:34","Hypo",9,9,140,"filter",NA,0.562,0.075,NA,NA,NA,NA
17,"BA_DeepHole_20190613_832_PML_2_Limno.Sample.20160505","BA","DeepHole","2019-06-13","2019-06-13 8:32","PML",0,2,140,"filter",NA,0.575,0.07,NA,NA,NA,NA
17,"BA_DeepHole_20190613_832_Hypo_8_Limno.Sample.20160505","BA","DeepHole","2019-06-13","2019-06-13 8:32","Hypo",8,8,140,"filter",NA,0.385,0.051,NA,NA,NA,NA
15,"CR_DeepHole_20190701_955_PML_1.5_Limno.Sample.20160505","CR","DeepHole","2019-07-01","2019-07-01 9:55","PML",0,1.5,140,"filter",NA,0.515,0.085,NA,NA,NA,NA
15,"CR_DeepHole_20190701_955_Hypo_10_Limno.Sample.20160505","CR","DeepHole","2019-07-01","2019-07-01 9:55","Hypo",10,10,140,"filter",NA,0.478,0.079,NA,NA,NA,NA
15,"CR_Outlet_20190701_955_Surface_0_Limno.Sample.20160505","CR","Outlet","2019-07-01","2019-07-01 9:55","Surface",0,0,140,"filter",NA,2.484,0.294,NA,NA,NA,NA
15,"HB_DeepHole_20190701_840_PML_0.5_Limno.Sample.20160505","HB","DeepHole","2019-07-01","2019-07-01 8:40","PML",0,0.5,140,"filter",NA,0.921,0.152,NA,NA,NA,NA
15,"HB_DeepHole_20190701_840_Hypo_4.5_Limno.Sample.20160505","HB","DeepHole","2019-07-01","2019-07-01 8:40","Hypo",4.5,4.5,140,"filter",NA,0.854,0.136,NA,NA,NA,NA
15,"HB_Outlet_20190701_840_Surface_0_Limno.Sample.20160505","HB","Outlet","2019-07-01","2019-07-01 8:40","Surface",0,0,140,"filter",NA,0.459,0.073,NA,NA,NA,NA
3,"FE_DeepHole_20190702_908_PML_1.5_Limno.Sample.20160505","FE","DeepHole","2019-07-02","2019-07-02 9:08","PML",0,1.5,140,"filter",NA,0.552,0.262,NA,NA,NA,NA
3,"FE_DeepHole_20190702_908_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-07-02","2019-07-02 9:08","Hypo",8,8,140,"filter",NA,0.605,0.091,NA,NA,NA,NA
3,"WL_DeepHole_20190702_830_PML_1.5_Limno.Sample.20160505","WL","DeepHole","2019-07-02","2019-07-02 8:30","PML",0,1.5,140,"filter",NA,0.677,0.122,NA,NA,NA,NA
34,"PE_DeepHole_20190703_1050_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-07-03","2019-07-03 10:50","Hypo",9,9,140,"filter",NA,0.841,0.142,NA,NA,NA,NA
3,"FE_DeepHole_20190709_1104_PML_1_Limno.Sample.20160505","FE","DeepHole","2019-07-09","2019-07-09 11:04","PML",0,1,140,"filter",NA,0.669,0.1,NA,NA,NA,NA
3,"FE_DeepHole_20190709_1104_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-07-09","2019-07-09 11:04","Hypo",8,8,120,"filter",NA,0.44,0.087,NA,NA,NA,NA
3,"WL_DeepHole_20190709_910_PML_1.5_Limno.Sample.20160505","WL","DeepHole","2019-07-09","2019-07-09 9:10","PML",0,1.5,140,"filter",NA,1.127,0.206,NA,NA,NA,NA
3,"WL_DeepHole_20190709_910_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-07-09","2019-07-09 9:10","Hypo",8,8,140,"filter",NA,0.648,0.124,NA,NA,NA,NA
34,"PE_DeepHole_20190718_1415_PML_2_Limno.Sample.20160505","PE","DeepHole","2019-07-18","2019-07-18 14:15","PML",0,2,140,"filter",NA,0.454,0.087,NA,NA,NA,NA
34,"PE_DeepHole_20190718_1415_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-07-18","2019-07-18 14:15","Hypo",9,9,140,"filter",NA,0.979,0.146,NA,NA,NA,NA
17,"BA_DeepHole_20190725_925_PML_3_Limno.Sample.20160505","BA","DeepHole","2019-07-25","2019-07-25 9:25","PML",0,3,140,"filter",NA,0.801,0.122,NA,NA,NA,NA
17,"BA_DeepHole_20190725_925_Hypo_6.5_Limno.Sample.20160505","BA","DeepHole","2019-07-25","2019-07-25 9:25","Hypo",6.5,6.5,140,"filter",NA,0.636,0.088,NA,NA,NA,NA
15,"MO_DeepHole_20190812_943_PML_1_Limno.Sample.20160505","MO","DeepHole","2019-08-12","2019-08-12 9:43","PML",0,1,140,"filter",NA,1.31,0.158,NA,NA,NA,NA
3,"FE_DeepHole_20190820_1340_PML_2_Limno.Sample.20160505","FE","DeepHole","2019-08-20","2019-08-20 13:40","PML",0,2,140,"filter",NA,0.983,0.139,NA,NA,NA,NA
15,"PA_DeepHole_20190522_1050_Hypo_7.5_Limno.Sample.20160505","PA","DeepHole","2019-05-22","2019-05-22 10:50","Hypo",7.5,7.5,140,"filter",NA,1.444,0.193,NA,NA,NA,NA
37,"LV_DeepHole_20190823_1030_Surface_0_fishScapesLimno.20190319","LV","DeepHole","2019-08-23","2019-08-23 10:30","Surface",0,0,120,"filter",NA,1.432,0.269,NA,NA,NA,NA
3,"FE_DeepHole_20190827_1107_PML_2_Limno.Sample.20160505","FE","DeepHole","2019-08-27","2019-08-27 11:07","PML",0,2,140,"filter",NA,0.321,0.114,NA,NA,NA,NA
3,"FE_DeepHole_20190827_1107_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-08-27","2019-08-27 11:07","Hypo",8,8,140,"filter",NA,0.561,0.087,NA,NA,NA,NA
3,"WL_DeepHole_20190827_1000_PML_2.5_Limno.Sample.20160505","WL","DeepHole","2019-08-27","2019-08-27 10:00","PML",0,2.5,140,"filter",NA,0.315,0.07,NA,NA,NA,NA
3,"WL_DeepHole_20190827_1000_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-08-27","2019-08-27 10:00","Hypo",8,8,140,"filter",NA,0.847,0.129,NA,NA,NA,NA
15,"CR_Outlet_20190607_933_Surface_0_Limno.Sample.20160505","CR","Outlet","2019-06-07","2019-06-07 9:33","Surface",0,0,140,"filter",NA,0.526,0.077,NA,NA,NA,NA
17,"BR_DeepHole_20190613_1056_PML_2_Limno.Sample.20160505","BR","DeepHole","2019-06-13","2019-06-13 10:56","PML",0,2,140,"filter",NA,0.964,0.136,NA,NA,NA,NA
17,"BR_DeepHole_20190613_1056_Hypo_4_Limno.Sample.20160505","BR","DeepHole","2019-06-13","2019-06-13 10:56","Hypo",4,4,140,"filter",NA,2.26,0.358,NA,NA,NA,NA
17,"CB_DeepHole_20190614_847_PML_0.5_Limno.Sample.20160505","CB","DeepHole","2019-06-14","2019-06-14 8:47","PML",0,0.5,140,"filter",NA,0.451,0.094,NA,NA,NA,NA
17,"CB_DeepHole_20190614_847_Hypo_5_Limno.Sample.20160505","CB","DeepHole","2019-06-14","2019-06-14 8:47","Hypo",5,5,140,"filter",NA,0.755,0.114,NA,NA,NA,NA
17,"MO_DeepHole_20190617_930_PML_1_Limno.Sample.20160505","MO","DeepHole","2019-06-17","2019-06-17 9:30","PML",0,1,140,"filter",NA,1.032,0.217,NA,NA,NA,NA
17,"MO_DeepHole_20190617_930_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole","2019-06-17","2019-06-17 9:30","Hypo",4.5,4.5,140,"filter",NA,1.191,0.195,NA,NA,NA,NA
17,"MO_Outlet_20190617_930_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-06-17","2019-06-17 9:30","Surface",0,0,140,"filter",NA,0.63,0.115,NA,NA,NA,NA
17,"MO_Inlet1_20190617_930_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-06-17","2019-06-17 9:30","Surface",0,0,140,"filter",NA,0.378,0.048,NA,NA,NA,NA
17,"MO_Inlet2_20190617_930_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-06-17","2019-06-17 9:30","Surface",0,0,140,"filter",NA,2.275,0.216,NA,NA,NA,NA
17,"HB_DeepHole_20190621_940_Hypo_4.5_Limno.Sample.20160505","HB","DeepHole","2019-06-21","2019-06-21 9:40","Hypo",4.5,4.5,140,"filter",NA,1.023,0.164,NA,NA,NA,NA
3,"FE_DeepHole_20190625_928_PML_1.5_Limno.Sample.20160505","FE","DeepHole","2019-06-25","2019-06-25 9:28","PML",0,1.5,140,"filter",NA,0.606,0.126,NA,NA,NA,NA
3,"FE_DeepHole_20190625_928_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-06-25","2019-06-25 9:28","Hypo",8,8,140,"filter",NA,0.884,0.146,NA,NA,NA,NA
3,"WL_DeepHole_20190625_835_PML_2_Limno.Sample.20160505","WL","DeepHole","2019-06-25","2019-06-25 8:35","PML",0,2,140,"filter",NA,0.718,0.138,NA,NA,NA,NA
3,"WL_DeepHole_20190625_835_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-06-25","2019-06-25 8:35","Hypo",8,8,140,"filter",NA,0.904,0.146,NA,NA,NA,NA
34,"PA_DeepHole_20190627_842_PML_2_Limno.Sample.20160505","PA","DeepHole","2019-06-27","2019-06-27 8:42","PML",0,2,140,"filter",NA,0.331,0.059,NA,NA,NA,NA
34,"PA_DeepHole_20190627_842_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-06-27","2019-06-27 8:42","Hypo",8,8,140,"filter",NA,1.452,0.216,NA,NA,NA,NA
34,"PE_DeepHole_20190627_1001_PML_1.5_Limno.Sample.20160505","PE","DeepHole","2019-06-27","2019-06-27 10:01","PML",0,1.5,140,"filter",NA,0.46,0.081,NA,NA,NA,NA
34,"PE_DeepHole_20190627_1001_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-06-27","2019-06-27 10:01","Hypo",9,9,140,"filter",NA,0.752,0.117,NA,NA,NA,NA
3,"WL_DeepHole_20190702_830_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-07-02","2019-07-02 8:30","Hypo",8,8,140,"filter",NA,0.858,0.141,NA,NA,NA,NA
34,"PA_DeepHole_20190711_830_PML_2_Limno.Sample.20160505","PA","DeepHole","2019-07-11","2019-07-11 8:30","PML",0,2,140,"filter",NA,0.496,0.071,NA,NA,NA,NA
34,"PA_DeepHole_20190711_830_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-07-11","2019-07-11 8:30","Hypo",8,8,140,"filter",NA,1.028,0.144,NA,NA,NA,NA
34,"PE_DeepHole_20190711_949_PML_2_Limno.Sample.20160505","PE","DeepHole","2019-07-11","2019-07-11 9:49","PML",0,2,140,"filter",NA,0.364,0.058,NA,NA,NA,NA
34,"PE_DeepHole_20190711_949_Hypo_9_Limno.Sample.20160505","PE","DeepHole","2019-07-11","2019-07-11 9:49","Hypo",9,9,140,"filter",NA,1.044,0.161,NA,NA,NA,NA
17,"MO_Inlet2_20190715_944_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-07-15","2019-07-15 9:44","Surface",0,0,140,"filter",NA,0.95,0.12,NA,NA,NA,NA
17,"MO_Inlet3_20190715_944_Surface_0_Limno.Sample.20160505","MO","Inlet3","2019-07-15","2019-07-15 9:44","Surface",0,0,140,"filter",NA,0.912,0.117,NA,NA,NA,NA
17,"MO_Inlet1_20190731_938_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-07-31","2019-07-31 9:38","Surface",0,0,140,"filter",NA,0.402,0.064,NA,NA,NA,NA
17,"MO_Inlet2_20190731_938_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-07-31","2019-07-31 9:38","Surface",0,0,60,"filter",NA,2.659,0.341,NA,NA,NA,NA
15,"MO_DeepHole_20190812_943_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole","2019-08-12","2019-08-12 9:43","Hypo",4.5,4.5,140,"filter",NA,1.49,0.251,NA,NA,NA,NA
15,"MO_Outlet_20190812_943_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-08-12","2019-08-12 9:43","Surface",0,0,140,"filter",NA,0.639,0.097,NA,NA,NA,NA
3,"WL_DeepHole_20190521_856_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-05-21","2019-05-21 8:56","Hypo",8,8,140,"filter",NA,1.028,0.139,NA,NA,NA,NA
37,"IV_DeepHole_20190819_1305_Surface_0_fishScapesLimno.20190319","IV","DeepHole","2019-08-19","2019-08-19 13:05","Surface",0,0,140,"filter",NA,0.632,0.103,NA,NA,NA,NA
37,"LE_DeepHole_20190819_1155_Surface_0_fishScapesLimno.20190319","LE","DeepHole","2019-08-19","2019-08-19 11:55","Surface",0,0,140,"filter",NA,1.22,0.15,NA,NA,NA,NA
15,"PE_DeepHole_20190522_840_PML_1.5_Limno.Sample.20160505","PE","DeepHole","2019-05-22","2019-05-22 8:40","PML",0,1.5,140,"filter",NA,0.46,0.087,NA,NA,NA,NA
37,"LL_DeepHole_20190817_1705_Surface_0_fishScapesLimno.20190319","LL","DeepHole","2019-08-17","2019-08-17 17:05","Surface",0,0,140,"filter",NA,0.23,0.051,NA,NA,NA,NA
37,"LT_DeepHole_20190820_1150_Surface_0_fishScapesLimno.20190319","LT","DeepHole","2019-08-20","2019-08-20 11:50","Surface",0,0,140,"filter",NA,1.653,0.278,NA,NA,NA,NA
37,"PK_DeepHole_20190820_1225_Surface_0_fishScapesLimno.20190319","PK","DeepHole","2019-08-20","2019-08-20 12:25","Surface",0,0,120,"filter",NA,1.276,0.235,NA,NA,NA,NA
15,"PE_DeepHole_20190522_840_Hypo_11_Limno.Sample.20160505","PE","DeepHole","2019-05-22","2019-05-22 8:40","Hypo",11,11,140,"filter",NA,0.768,0.12,NA,NA,NA,NA
15,"MO_DeepHole_20190523_952_PML_1.5_Limno.Sample.20160505","MO","DeepHole","2019-05-23","2019-05-23 9:52","PML",0,1.5,140,"filter",NA,1.161,0.178,NA,NA,NA,NA
37,"SC_DeepHole_20190830_1030_Surface_0_fishScapesLimno.20190319","SC","DeepHole","2019-08-30","2019-08-30 10:30","Surface",0,0,140,"filter",NA,0.503,0.092,NA,NA,NA,NA
15,"MO_DeepHole_20190523_952_Hypo_6_Limno.Sample.20160505","MO","DeepHole","2019-05-23","2019-05-23 9:52","Hypo",6,6,140,"filter",NA,1.554,0.264,NA,NA,NA,NA
15,"MO_Outlet_20190523_952_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-05-23","2019-05-23 9:52","Surface",0,0,140,"filter",NA,1.153,0.18,NA,NA,NA,NA
15,"MO_Inlet1_20190523_952_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-05-23","2019-05-23 9:52","Surface",0,0,140,"filter",NA,0.432,0.067,NA,NA,NA,NA
15,"MO_Inlet2_20190523_952_Surface_0_Limno.Sample.20160505","MO","Inlet2","2019-05-23","2019-05-23 9:52","Surface",0,0,140,"filter",NA,1.767,0.175,NA,NA,NA,NA
15,"MO_Inlet3_20190523_952_Surface_0_Limno.Sample.20160505","MO","Inlet3","2019-05-23","2019-05-23 9:52","Surface",0,0,140,"filter",NA,0.355,0.062,NA,NA,NA,NA
15,"ME_DeepHole_20190524_840_PML_1.5_Limno.Sample.20160505","ME","DeepHole","2019-05-24","2019-05-24 8:40","PML",0,1.5,140,"filter",NA,0.649,0.102,NA,NA,NA,NA
3,"FE_DeepHole_20190508_1220_PML_0.5_Limno.Sample.20160505","FE","DeepHole","2019-05-08","2019-05-08 12:20","PML",0,0.5,140,"filter",NA,1.475,0.21,NA,NA,NA,NA
17,"MO_Inlet3_20190617_930_Surface_0_Limno.Sample.20160505","MO","Inlet3","2019-06-17","2019-06-17 9:30","Surface",0,0,140,"filter",NA,1.166,0.123,NA,NA,NA,NA
3,"FE_DeepHole_20190618_952_PML_1.5_Limno.Sample.20160505","FE","DeepHole","2019-06-18","2019-06-18 9:52","PML",0,1.5,140,"filter",NA,0.76,0.135,NA,NA,NA,NA
3,"FE_DeepHole_20190618_952_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-06-18","2019-06-18 9:52","Hypo",8,8,140,"filter",NA,0.731,0.111,NA,NA,NA,NA
17,"MO_DeepHole_20190715_944_PML_1_Limno.Sample.20160505","MO","DeepHole","2019-07-15","2019-07-15 9:44","PML",0,1,140,"filter",NA,1.362,0.176,NA,NA,NA,NA
17,"MO_DeepHole_20190715_944_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole","2019-07-15","2019-07-15 9:44","Hypo",4.5,4.5,140,"filter",NA,1.318,0.203,NA,NA,NA,NA
17,"MO_Outlet_20190715_944_Surface_0_Limno.Sample.20160505","MO","Outlet","2019-07-15","2019-07-15 9:44","Surface",0,0,140,"filter",NA,0.501,0.062,NA,NA,NA,NA
17,"MO_Inlet1_20190715_944_Surface_0_Limno.Sample.20160505","MO","Inlet1","2019-07-15","2019-07-15 9:44","Surface",0,0,140,"filter",NA,0.714,0.082,NA,NA,NA,NA
3,"CR_DeepHole_20190718_833_PML_3_Limno.Sample.20160505","CR","DeepHole","2019-07-18","2019-07-18 8:33","PML",0,3,140,"filter",NA,0.628,0.079,NA,NA,NA,NA
3,"CR_DeepHole_20190718_833_Hypo_10_Limno.Sample.20160505","CR","DeepHole","2019-07-18","2019-07-18 8:33","Hypo",10,10,140,"filter",NA,0.486,0.107,NA,NA,NA,NA
34,"PA_DeepHole_20190718_827_PML_2_Limno.Sample.20160505","PA","DeepHole","2019-07-18","2019-07-18 8:27","PML",0,2,140,"filter",NA,0.447,0.095,NA,NA,NA,NA
34,"PA_DeepHole_20190718_827_Hypo_8_Limno.Sample.20160505","PA","DeepHole","2019-07-18","2019-07-18 8:27","Hypo",8,8,140,"filter",NA,1.474,0.207,NA,NA,NA,NA
3,"FE_DeepHole_20190722_910_PML_2_Limno.Sample.20160505","FE","DeepHole","2019-07-22","2019-07-22 9:10","PML",0,2,140,"filter",NA,0.981,0.153,NA,NA,NA,NA
3,"FE_DeepHole_20190722_910_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-07-22","2019-07-22 9:10","Hypo",8,8,140,"filter",NA,0.811,0.11,NA,NA,NA,NA
3,"FE_Inlet1_20190722_910_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-07-22","2019-07-22 9:10","Surface",0,0,140,"filter",NA,0.342,0.035,NA,NA,NA,NA
3,"WL_DeepHole_20190722_830_PML_2.5_Limno.Sample.20160505","WL","DeepHole","2019-07-22","2019-07-22 8:30","PML",0,2.5,140,"filter",NA,0.662,0.121,NA,NA,NA,NA
3,"WL_DeepHole_20190722_830_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-07-22","2019-07-22 8:30","Hypo",8,8,140,"filter",NA,1.233,0.216,NA,NA,NA,NA
17,"WA_DeepHole_20190722_836_PML_1_Limno.Sample.20160505","WA","DeepHole","2019-07-22","2019-07-22 8:36","PML",0,1,140,"filter",NA,0.48,0.057,NA,NA,NA,NA
17,"WA_DeepHole_20190722_836_Hypo_4.5_Limno.Sample.20160505","WA","DeepHole","2019-07-22","2019-07-22 8:36","Hypo",4.5,4.5,140,"filter",NA,2.957,0.53,NA,NA,NA,NA
17,"CB_DeepHole_20190729_1002_PML_1_Limno.Sample.20160505","CB","DeepHole","2019-07-29","2019-07-29 10:02","PML",0,1,140,"filter",NA,0.841,0.1,NA,NA,NA,NA
3,"FE_DeepHole_20190508_1220_Hypo_8_Limno.Sample.20160505","FE","DeepHole","2019-05-08","2019-05-08 12:20","Hypo",8,8,140,"filter",NA,0.567,0.082,NA,NA,NA,NA
17,"CB_DeepHole_20190729_1002_Hypo_5_Limno.Sample.20160505","CB","DeepHole","2019-07-29","2019-07-29 10:02","Hypo",5,5,140,"filter",NA,0.685,0.094,NA,NA,NA,NA
17,"NG_DeepHole_20190729_836_PML_0.75_Limno.Sample.20160505","NG","DeepHole","2019-07-29","2019-07-29 8:36","PML",0,0.75,140,"filter",NA,0.785,0.113,NA,NA,NA,NA
3,"WL_DeepHole_20190730_842_PML_2.5_Limno.Sample.20160505","WL","DeepHole","2019-07-30","2019-07-30 8:42","PML",0,2.5,140,"filter",NA,0.596,0.081,NA,NA,NA,NA
3,"WL_DeepHole_20190730_842_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-07-30","2019-07-30 8:42","Hypo",8,8,140,"filter",NA,0.86,0.13,NA,NA,NA,NA
37,"WN_DeepHole_20190828_1330_Surface_0_fishScapesLimno.20190319","WN","DeepHole","2019-08-28","2019-08-28 13:30","Surface",0,0,120,"filter",NA,1.261,0.136,NA,NA,NA,NA
37,"DY_DeepHole_20190828_1345_Surface_0_fishScapesLimno.20190319","DY","DeepHole","2019-08-28","2019-08-28 13:45","Surface",0,0,120,"filter",NA,1.13,0.161,NA,NA,NA,NA
37,"UG_DeepHole_20190828_1400_Surface_0_fishScapesLimno.20190319","UG","DeepHole","2019-08-28","2019-08-28 14:00","Surface",0,0,140,"filter",NA,0.66,0.098,NA,NA,NA,NA
37,"SE_DeepHole_20190828_1420_Surface_0_fishScapesLimno.20190319","SE","DeepHole","2019-08-28","2019-08-28 14:20","Surface",0,0,100,"filter",NA,0.876,0.122,NA,NA,NA,NA
37,"NH_DeepHole_20190828_1435_Surface_0_fishScapesLimno.20190319","NH","DeepHole","2019-08-28","2019-08-28 14:35","Surface",0,0,100,"filter",NA,1.125,0.154,NA,NA,NA,NA
3,"FE_Inlet1_20190508_1220_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-05-08","2019-05-08 12:20","Surface",0,0,140,"filter",NA,0.433,0.085,NA,NA,NA,NA
3,"WL_DeepHole_20190508_1100_PML_1_Limno.Sample.20160505","WL","DeepHole","2019-05-08","2019-05-08 11:00","PML",0,1,140,"filter",NA,1.31,0.159,NA,NA,NA,NA
3,"WL_DeepHole_20190508_1100_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-05-08","2019-05-08 11:00","Hypo",8,8,140,"filter",NA,0.526,0.081,NA,NA,NA,NA
3,"WL_DeepHole_20190604_840_PML_2_Limno.Sample.20160505","WL","DeepHole","2019-06-04","2019-06-04 8:40","PML",0,2,140,"filter",NA,0.703,0.097,NA,NA,NA,NA
3,"WL_DeepHole_20190604_840_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-06-04","2019-06-04 8:40","Hypo",8,8,140,"filter",NA,1.025,0.142,NA,NA,NA,NA
15,"PA_DeepHole_20190605_930_PML_1_Limno.Sample.20160505","PA","DeepHole","2019-06-05","2019-06-05 9:30","PML",0,1,140,"filter",NA,0.52,0.075,NA,NA,NA,NA
3,"FE_Inlet1_20190618_952_Surface_0_Limno.Sample.20160505","FE","Inlet1","2019-06-18","2019-06-18 9:52","Surface",0,0,140,"filter",NA,0.481,0.052,NA,NA,NA,NA
3,"WL_DeepHole_20190618_850_PML_1.5_Limno.Sample.20160505","WL","DeepHole","2019-06-18","2019-06-18 8:50","PML",0,1.5,140,"filter",NA,0.536,0.078,NA,NA,NA,NA
3,"WL_DeepHole_20190618_850_Hypo_8_Limno.Sample.20160505","WL","DeepHole","2019-06-18","2019-06-18 8:50","Hypo",8,8,140,"filter",NA,0.912,0.137,NA,NA,NA,NA
17,"ME_DeepHole_20190619_1333_PML_1_Limno.Sample.20160505","ME","DeepHole","2019-06-19","2019-06-19 13:33","PML",0,1,140,"filter",NA,0.437,0.067,NA,NA,NA,NA
17,"ME_DeepHole_20190619_1333_Hypo_2.5_Limno.Sample.20160505","ME","DeepHole","2019-06-19","2019-06-19 13:33","Hypo",2.5,2.5,140,"filter",NA,0.409,0.064,NA,NA,NA,NA
