projectID,41,,,,,,,,,,,,,,
lakeID,CR,,,,,,,,,,,,,,
siteName,FN7,,,,,,,,,,,,,,
dataTimeSet,6/3/2020 14:55,,,,,,,,,,,,,,
dateTimeSample,6/4/2020 10:20,,,,,,,,,,,,,,
crew,"CM,CD",,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,
effort,19.42,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,
dataRecorder,CD,,,,,,,,,,,,,,
dataEnteredBy,CM,,,,,,,,,,,,,,
metadataID,JoneslakeExperiment.20200607,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,BLG,209,,AF,,,,,,,,,,,0
2,BLG,79,,AF,,,,,,,,,,,0
3,BLG,213,,AF,,,,,,,,,,,0
4,BLG,221,,AF,,,,,,,,,,,0
5,BLG,207,,AF,,,,,,,,,,,0
6,BLG,146,,AF,,,,,,,,,,,0
7,BLG,209,,AF,,,,,,,,,,,0
8,BLG,191,,AF,,,,,,,,,,,0
9,BLG,219,,AF,,,,,,,,,,,0
10,BLG,176,,AF,,,,,,,,,,,0
11,BLG,229,,AF,,,,,,,,,,,0
12,BLG,191,,AF,,,,,,,,,,,0
13,BLG,190,,AF,,,,,,,,,,,0
14,BLG,211,,AF,,,,,,,,,,,0
15,BLG,174,,AF,,,,,,,,,,,0
16,BLG,191,,AF,,,,,,,,,,,0
17,BLG,203,,AF,,,,,,,,,,,0
18,BLG,197,,AF,,,,,,,,,,,0
19,BLG,191,,AF,,,,,,,,,,,0
20,BLG,203,,AF,,,,,,,,,,,0
21,BLG,189,,AF,,,,,,,,,,,0
22,BLG,205,,AF,,,,,,,,,,,0
23,BLG,103,,AF,,,,,,,,,,,0
24,BLG,92,,AF,,,,,,,,,,,0
25,BLG,194,,AF,,,,,,,,,,,0
26,BLG,203,,AF,,,,,,,,,,,0
27,BLG,80,,AF,,,,,,,,,,,0
28,BLG,181,,AF,,,,,,,,,,,0
29,BLG,79,,AF,,,,,,,,,,,0
30,BLG,200,,AF,,,,,,,,,,,0
31,BLG,186,,AF,,,,,,,,,,,0
32,BLG,83,,AF,,,,,,,,,,,0
33,BLG,200,,AF,,,,,,,,,,,0
34,BLG,81,,AF,,,,,,,,,,,0
35,BLG,101,,AF,,,,,,,,,,,0
36,BLG,106,,AF,,,,,,,,,,,0
37,BLG,96,,AF,,,,,,,,,,,0
38,BLG,80,,AF,,,,,,,,,,,0
39,BLG,91,,AF,,,,,,,,,,,0
40,BLG,93,,AF,,,,,,,,,,,0
41,BLG,84,,AF,,,,,,,,,,,0
42,BLG,94,,AF,,,,,,,,,,,0
43,BLG,78,,AF,,,,,,,,,,,0
44,BLG,94,,AF,,,,,,,,,,,0
45,BLG,83,,AF,,,,,,,,,,,0
