projectID,41,,,,,,,,,,,,,,
lakeID,CR,,,,,,,,,,,,,,
siteName,FN3,,,,,,,,,,,,,,
dataTimeSet,6/4/2020 11:10,,,,,,,,,,,,,,
dateTimeSample,6/5/2020 9:30,,,,,,,,,,,,,,
crew,"CM,CD",,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,
effort,22.33,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,
dataRecorder,CM,,,,,,,,,,,,,,
dataEnteredBy,CM,,,,,,,,,,,,,,
metadataID,JoneslakeExperiment.20200607,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,BLG,93,,AF,,,,,,,,,,,0
2,BLG,117,,,,1,,,,,,,,,0
3,BLG,186,,AF,,,,,,,,,,,0
4,BLG,83,,AF,,,,,,,,,,,0
5,BLG,210,,AF,,,,,,,,,,,0
6,BLG,82,,AF,,,,,,,,,,,0
7,BLG,78,,AF,,,,,,,,,,,0
8,BLG,71,,AF,,,,,,,,,,,0
9,BLG,227,,AF,,,,,,,,,,,0
10,BLG,60,,AF,,,,,,,,,,,0
11,BLG,209,,AF,,,,,,,,,,,0
12,BLG,81,,AF,,,,,,,,,,,0
13,BLG,196,,AF,,,,,,,,,,,0
14,BLG,205,,AF,,,,,,,,,,,0
15,BLG,206,,AF,,,,,,,,,,,0
16,BLG,201,,AF,,,,,,,,,,,0
17,BLG,180,,AF,,,,,,,,,,,0
18,BLG,195,,AF,,,,,,,,,,,0
19,BLG,96,,AF,,,,,,,,,,,0
20,BLG,184,,AF,,,,,,,,,,,0
21,BLG,205,,AF,,,,,,,,,,,0
22,BLG,199,,AF,,,,,,,,,,,0
23,BLG,180,,AF,,,,,,,,,,,0
24,BLG,214,,AF,,,,,,,,,,,0
25,BLG,216,,AF,,,,,,,,,,,0
26,BLG,201,,AF,,,,,,,,,,,0
27,BLG,201,,AF,,,,,,,,,,,0
28,BLG,209,,AF,,,,,,,,,,,0
29,BLG,106,,AF,,,,,,,,,,,0
30,BLG,115,,AF,,,,,,,,,,,0
31,BLG,207,,AF,,,,,,,,,,,0
32,BLG,206,,AF,,,,,,,,,,,0
33,BLG,85,,AF,,,,,,,,,,,0
34,BLG,203,,AF,,,,,,,,,,,0
35,BLG,199,,,AF,,,,,,,,,,0
36,BLG,199,,AF,,,,,,,,,,,0
37,BLG,208,,AF,,,,,,,,,,,0
38,BLG,78,,AF,,,,,,,,,,,0
39,BLG,76,,AF,,,,,,,,,,,0
40,BLG,90,,AF,,,,,,,,,,,0
41,BLG,84,,AF,,,,,,,,,,,0
42,BLG,205,,AF,,,,,,,,,,,0
43,BLG,95,,AF,,,,,,,,,,,0
44,BLG,78,,AF,,,,,,,,,,,0
45,BLG,190,,AF,,,,,,,,,,,0
46,BLG,129,,AF,,,,,,,,,,,0
47,BLG,76,,AF,,,,,,,,,,,0
48,BLG,90,,AF,,,,,,,,,,,0
49,BLG,77,,AF,,,,,,,,,,,0
50,BLG,185,,AF,,,,,,,,,,,0
51,BLG,173,,AF,,,,,,,,,,,0
52,BLG,111,,AF,,,,,,,,,,,0
53,BLG,86,,AF,,,,,,,,,,,0
