projectID,41,,,,,,,,,,,,,,
lakeID,CR,,,,,,,,,,,,,,
siteName,FN3,,,,,,,,,,,,,,
dataTimeSet,6/5/2020 10:05,,,,,,,,,,,,,,
dateTimeSample,6/6/2020 8:00,,,,,,,,,,,,,,
crew,"CM,CD",,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,
effort,21.92,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,
comments,100 BLGs clipped and measured the rest were clipped without measuring,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,
dataRecorder,CD,,,,,,,,,,,,,,
dataEnteredBy,CD,,,,,,,,,,,,,,
metadataID,JoneslakeExperiment.20200607,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,BLG,204,,AF,,,,,,,,,,,0
2,BLG,211,,,AF,,,,,,,,,,0
3,BLG,181,,,AF,,,,,,,,,,0
4,BLG,211,,AF,,,,,,,,,,,0
5,BLG,199,,AF,,,,,,,,,,,0
6,BLG,205,,AF,,,,,,,,,,,0
7,BLG,89,,AF,,,,,,,,,,,0
8,BLG,97,,AF,,,,,,,,,,,0
9,BLG,222,,AF,,,,,,,,,,,0
10,BLG,212,,AF,,,,,,,,,,,0
11,BLG,203,,AF,,,,,,,,,,,0
12,BLG,204,,AF,,,,,,,,,,,0
13,BLG,181,,AF,,,,,,,,,,,0
14,BLG,210,,AF,,,,,,,,,,,0
15,BLG,196,,,AF,,,,,,,,,,0
16,BLG,220,,AF,,,,,,,,,,,0
17,BLG,202,,AF,,,,,,,,,,,0
18,BLG,194,,AF,,,,,,,,,,,0
19,BLG,91,,,,1,,,,,,,,,0
20,BLG,131,,AF,,,,,,,,,,,0
21,BLG,209,,AF,,,,,,,,,,,0
22,BLG,105,,AF,,,,,,,,,,,0
23,BLG,205,,AF,,,,,,,,,,,0
24,BLG,172,,AF,,,,,,,,,,,0
25,LMB,283,,,,,,,,,,,,no mark,0
26,BLG,217,,AF,,,,,,,,,,,0
27,BLG,202,,AF,,,,,,,,,,,0
28,BLG,230,,AF,,,,,,,,,,,0
29,BLG,204,,AF,,,,,,,,,,,0
