projectID,41,,,,,,,,,,,,,,
lakeID,CR,,,,,,,,,,,,,,
siteName,FN3,,,,,,,,,,,,,,
dataTimeSet,6/3/2020 13:10,,,,,,,,,,,,,,
dateTimeSample,6/4/2020 9:30,,,,,,,,,,,,,,
crew,"CM,CD",,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,
effort,20.33,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,
dataRecorder,CD,,,,,,,,,,,,,,
dataEnteredBy,CM,,,,,,,,,,,,,,
metadataID,JoneslakeExperiment.20200607,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,BLG,85,,,,1,,,,,,,,,0
2,BLG,87,,,,1,,,,,,,,,0
3,BLG,134,,AF,,,,,,,,,,,0
4,BLG,86,,AF,,,,,,,,,,,0
5,BLG,94,,AF,,,,,,,,,,,0
6,BLG,132,,AF,,,,,,,,,,,0
7,BLG,186,,AF,,,,,,,,,,,0
8,BLG,85,,AF,,,,,,,,,,,0
9,BLG,91,,AF,,,,,,,,,,,0
10,BLG,88,,AF,,,,,,,,,,,0
11,BLG,89,,AF,,,,,,,,,,,0
12,BLG,178,,AF,,,,,,,,,,,0
13,BLG,87,,,,1,,,,,,,,,0
14,BLG,83,,AF,,,,,,,,,,,0
15,BLG,137,,AF,,,,,,,,,,,0
16,BLG,183,,AF,,,,,,,,,,,0
17,BLG,84,,AF,,,,,,,,,,,0
18,BLG,87,,AF,,,,,,,,,,,0
19,BLG,200,,AF,,,,,,,,,,,0
20,BLG,185,,AF,,,,,,,,,,,0
21,BLG,169,,AF,,,,,,,,,,,0
22,BLG,180,,AF,,,,,,,,,,,0
23,BLG,175,,AF,,,,,,,,,,,0
24,BLG,184,,AF,,,,,,,,,,,0
25,BLG,84,,AF,,,,,,,,,,,0
26,BLG,94,,AF,,,,,,,,,,,0
27,BLG,176,,AF,,,,,,,,,,,0
28,BLG,195,,AF,,,,,,,,,,,0
29,BLG,193,,AF,,,,,,,,,,,0
30,BLG,203,,AF,,,,,,,,,,,0
31,BLG,181,,AF,,,,,,,,,,,0
32,BLG,104,,AF,,,,,,,,,,,0
33,BLG,93,,AF,,,,,,,,,,,0
34,BLG,94,,AF,,,,,,,,,,,0
35,BLG,175,,AF,,,,,,,,,,,0
36,BLG,176,,AF,,,,,,,,,,,0
37,BLG,196,,AF,,,,,,,,,,,0
38,BLG,211,,AF,,,,,,,,,,,0
39,BLG,205,,AF,,,,,,,,,,,0
40,BLG,94,,AF,,,,,,,,,,,0
41,BLG,85,,AF,,,,,,,,,,,0
42,BLG,184,,AF,,,,,,,,,,,0
43,BLG,195,,AF,,,,,,,,,,,0
44,BLG,81,,AF,,,,,,,,,,,0
45,BLG,94,,AF,,,,,,,,,,,0
46,BLG,92,,AF,,,,,,,,,,,0
47,BLG,139,,AF,,,,,,,,,,,0
48,BLG,136,,AF,,,,,,,,,,,0
49,BLG,174,,AF,,,,,,,,,,,0
50,BLG,109,,AF,,,,,,,,,,,0
51,BLG,87,,AF,,,,,,,,,,,0
52,BLG,95,,AF,,,,,,,,,,,0
53,BLG,111,,AF,,,,,,,,,,,0
54,BLG,212,,AF,,,,,,,,,,,0
55,BLG,84,,AF,,,,,,,,,,,0
56,BLG,116,,AF,,,,,,,,,,,0
57,BLG,138,,AF,,,,,,,,,,,0
58,BLG,114,,AF,,,,,,,,,,,0
59,BLG,187,,AF,,,,,,,,,,,0
60,BLG,197,,AF,,,,,,,,,,,0
61,BLG,114,,AF,,,,,,,,,,,0
62,BLG,181,,AF,,,,,,,,,,,0
63,BLG,93,,AF,,,,,,,,,,,0
64,BLG,184,,AF,,,,,,,,,,,0
65,BLG,81,,AF,,,,,,,,,,,0
66,BLG,80,,AF,,,,,,,,,,,0
67,BLG,141,,AF,,,,,,,,,,,0
68,BLG,222,,AF,,,,,,,,,,,0
69,BLG,111,,AF,,,,,,,,,,,0
70,BLG,89,,AF,,,,,,,,,,,0
71,BLG,96,,AF,,,,,,,,,,,0
72,BLG,97,,AF,,,,,,,,,,,0
73,BLG,215,,AF,,,,,,,,,,,0
