projectID,41,,,,,,,,,,,,,,,,
lakeID,JO,,,,,,,,,,,,,,,,
siteName,FN5,,,,,,,,,,,,,,,,
dataTimeSet,7/29/2020 14:08,,,,,,,,,,,,,,,,
dateTimeSample,7/30/2020 10:50,,,,,,,,,,,,,,,,
crew,"CM, CD ",,,,,,,,,,,,,,,,
gear,FN,,,,,,,,,,,,,,,,
distanceShocked,0,,,,,,,,,,,,,,,,
effort,20.7,,,,,,,,,,,,,,,,
effortUnits,trap_hours,,,,,,,,,,,,,,,,
comments,mini fyke,,,,,,,,,,,,,,,,
UseCPUE,no,,,,,,,,,,,,,,,,
dataRecorder,CD,,,,,,,,,,,,,,,,
dataEnteredBy,CM,,,,,,,,,,,,,,,,
metadataID,JoneslakeExperiment.20200607,,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,,
sampleGroup,2020_JonesLake_Experiment ,,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,BLG,45,,,,1,,,,,,,,,,,0
2,BLG,151,,,AF,,,,,,,,,,,,0
3,BLG,130,,AF,,,,,,,,,,,,,0
4,BLG,116,,,AF,,,,,,,,,,,,0
5,BLG,120,,AF,,,,,,,,,,,,,0
6,BLG,117,,AF,,,,,,,,,,,,,0
7,BLG,91,,AF,,,,,,,,,,,,,0
8,LMB,58,2,,,,,,,,,,,,,,0
9,LMB,62,2,,,,,,,,,,,,,,0
10,BLG,106,,AF,,,,,,,,,,,,,0
11,LMB,54,2,,,1,,,,,,,,,,,0
12,LMB,49,1,,,,,,,,,,,,,,0
13,LMB,59,3,,,,,,,,,,,,,,0
14,BLG,65,,AF,,,,,,,,,,,,,0
15,BLG,63,,AF,,,,,,,,,,,,,0
16,BLG,108,,AF,,,,,,,,,,,,,0
17,LMB,53,2,,,1,,,,,,,,,,,0
18,BLG,126,,,AF,,,,,,,,,,,,0
19,BLG,113,,AF,,,,,,,,,,,,,0
20,LMB,61,3,,,,,,,,,,,,,,0
21,LMB,60,3,,,,,,,,,,,,,,0
22,LMB,54,3,,,,,,,,,,,,,,0
23,BLG,102,,AF,,,,,,,,,,,,,0
24,BLG,124,,AF,,,,,,,,,,,,,0
25,BLG,135,,AF,,,,,,,,,,,,,0
26,BLG,127,,AF,,,,,,,,,,,,,0
27,LMB,55,3,,,,,,,,,,,,,,0
28,LMB,76,5,,,,,,,,,,,,,,0
29,BLG,105,,,,,,,,,,,,,,,0
30,LMB,64,3,,,,,,,,,,,,,,0
