"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","DOC","TN_DOC","replicate","metadataID","comments","flag","updateID"
15,"CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505","CR","DeepHole",2020-08-17,2020-08-17 09:30:00,"PML",0,3,5.32692699136927,"NA",1,"NA",NA,"NA","NA"
15,"CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505","CR","DeepHole",2020-08-17,2020-08-17 09:30:00,"Hypo",8,8,5.4005152956829,"NA",2,"NA",NA,"NA","NA"
15,"CR_PML_20200817_0930_Surface_0_Limno.Sample.20160505","CR","Outlet",2020-08-17,2020-08-17 09:30:00,"Surface",0,0,5.32193795378869,"NA",1,"NA",NA,"NA","NA"
15,"HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505","HB","DeepHole",2020-08-18,2020-08-18 09:50:00,"PML",0,0.5,28.4798031434686,"NA",1,"NA",NA,"NA","NA"
3,"FE_PML_20200609_1148_Surface_0_Limno.Sample.20160505","FE","Inlet1",2020-06-09,2020-06-09 11:48:00,"Surface",0,0,61.5356152077791,"NA",2,"NA",NA,"NA","NA"
15,"HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505","HB","DeepHole",2020-08-18,2020-08-18 09:50:00,"PML",0,0.5,27.8874486229002,"NA",2,"NA",NA,"NA","NA"
15,"HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505","HB","DeepHole",2020-08-18,2020-08-18 09:50:00,"Hypo",4,4,28.4261709894774,"NA",1,"NA",NA,"NA","NA"
15,"HB_PML_20200818_0950_Surface_0_Limno.Sample.20160505","HB","Outlet",2020-08-18,2020-08-18 09:50:00,"Surface",0,0,29.0073938676155,"NA",1,"NA",NA,"NA","NA"
15,"HB_PML_20200818_0950_Surface_0_Limno.Sample.20160505","HB","Outlet",2020-08-18,2020-08-18 09:50:00,"Surface",0,0,27.526993031474,"NA",2,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505","MO","DeepHole",2020-08-19,2020-08-19 10:15:00,"PML",0,1.5,17.0641042199418,"NA",1,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505","MO","DeepHole",2020-08-19,2020-08-19 10:15:00,"PML",0,1.5,18.2971774414949,"NA",2,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole",2020-08-19,2020-08-19 10:15:00,"Hypo",4.5,4.5,14.945791446737,"NA",1,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole",2020-08-19,2020-08-19 10:15:00,"Hypo",4.5,4.5,12.1471512697825,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505","MO","Inlet1",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,9.32519524697273,"NA",1,"NA",NA,"NA","NA"
15,"MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505","MO","Inlet1",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,10.9308634537613,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505","MO","Inlet2",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,30.0563390189335,"NA",1,"NA",NA,"NA","NA"
15,"MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505","MO","Inlet2",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,27.799149098826,"NA",2,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505","FE","DeepHole",2020-08-20,2020-08-20 11:32:00,"PML",0,1.5,15.1603200627021,"NA",1,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505","FE","DeepHole",2020-08-20,2020-08-20 11:32:00,"PML",0,1.5,14.7888794968792,"NA",2,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505","FE","DeepHole",2020-08-20,2020-08-20 11:32:00,"Hypo",8,8,18.0499139750168,"NA",1,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505","FE","DeepHole",2020-08-20,2020-08-20 11:32:00,"Hypo",8,8,19.0654892289049,"NA",2,"NA",NA,"NA","NA"
3,"FE_PML_20200820_1132_Surface_0_Limno.Sample.20160505","FE","Inlet1",2020-08-20,2020-08-20 11:32:00,"Surface",0,0,73.3411406182477,"NA",1,"NA",NA,"NA","NA"
3,"FE_PML_20200820_1132_Surface_0_Limno.Sample.20160505","FE","Inlet1",2020-08-20,2020-08-20 11:32:00,"Surface",0,0,86.3250139644728,"NA",2,"NA",NA,"NA","NA"
17,"ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505","ME","DeepHole",2020-08-20,2020-08-20 10:54:00,"PML",0,2,8.45977310260533,"NA",1,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505","WL","DeepHole",2020-06-09,2020-06-09 10:20:00,"PML",0,1,6.70689472642669,"NA",2,"NA",NA,"NA","NA"
17,"ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505","ME","DeepHole",2020-08-20,2020-08-20 10:54:00,"PML",0,2,8.2147984921766,"NA",2,"NA",NA,"NA","NA"
17,"ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505","ME","DeepHole",2020-08-20,2020-08-20 10:54:00,"Hypo",3.5,3.5,11.9971630371085,"NA",2,"NA",NA,"NA","NA"
17,"ME_PML_20200820_1054_Surface_0_Limno.Sample.20160505","ME","Outlet",2020-08-20,2020-08-20 10:54:00,"Surface",0,0,8.80179166624665,"NA",1,"NA",NA,"NA","NA"
17,"ME_PML_20200820_1054_Surface_0_Limno.Sample.20160505","ME","Outlet",2020-08-20,2020-08-20 10:54:00,"Surface",0,0,8.1809301815728,"NA",2,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505","WL","DeepHole",2020-08-20,2020-08-20 09:10:00,"PML",0,2,7.05351276810801,"NA",2,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-08-20,2020-08-20 09:10:00,"Hypo",8,8,6.66532328205259,"NA",1,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-08-20,2020-08-20 09:10:00,"Hypo",8,8,7.76656636827529,"NA",2,"NA",NA,"NA","NA"
35,"NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505","NH","DeepHole",2020-08-24,2020-08-24 10:50:00,"PML",0,2,10.1639110592614,"NA",1,"NA",NA,"NA","NA"
35,"NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505","NH","DeepHole",2020-08-24,2020-08-24 10:50:00,"PML",0,2,9.84652531376699,"NA",2,"NA",NA,"NA","NA"
35,"NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505","NH","DeepHole",2020-08-24,2020-08-24 10:50:00,"Hypo",3,3,10.3458987974377,"NA",1,"NA",NA,"NA","NA"
35,"SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505","SE","DeepHole",2020-08-24,2020-08-24 11:55:00,"PML",0,5,4.3104105843251,"NA",1,"NA",NA,"NA","NA"
35,"SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505","SE","DeepHole",2020-08-24,2020-08-24 11:55:00,"PML",0,5,4.19898452058275,"NA",2,"NA",NA,"NA","NA"
35,"SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505","SE","DeepHole",2020-08-24,2020-08-24 11:55:00,"Hypo",5.5,5.5,3.61233699762401,"NA",1,"NA",NA,"NA","NA"
35,"SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505","SE","DeepHole",2020-08-24,2020-08-24 11:55:00,"Hypo",5.5,5.5,4.05347514892498,"NA",2,"NA",NA,"NA","NA"
35,"BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505","BH","DeepHole",2020-08-25,2020-08-25 09:50:00,"PML",0,5,12.4088658370095,"NA",1,"NA",NA,"NA","NA"
35,"BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505","BH","DeepHole",2020-08-25,2020-08-25 09:50:00,"PML",0,5,11.5508270866513,"NA",2,"NA",NA,"NA","NA"
35,"BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505","BH","DeepHole",2020-08-25,2020-08-25 09:50:00,"Hypo",10,10,7.86884163867728,"NA",1,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-06-09,2020-06-09 10:20:00,"Hypo",8,8,7.1781862711959,"NA",2,"NA",NA,"NA","NA"
35,"BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505","BH","DeepHole",2020-08-25,2020-08-25 09:50:00,"Hypo",10,10,10.0606214200839,"NA",2,"NA",NA,"NA","NA"
35,"HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505","HH","DeepHole",2020-08-25,2020-08-25 11:10:00,"PML",0,4,8.37879894483765,"NA",1,"NA",NA,"NA","NA"
35,"HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505","HH","DeepHole",2020-08-25,2020-08-25 11:10:00,"PML",0,4,7.11649756259611,"NA",2,"NA",NA,"NA","NA"
35,"HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505","HH","DeepHole",2020-08-25,2020-08-25 11:10:00,"Hypo",5.5,5.5,7.94264242482461,"NA",1,"NA",NA,"NA","NA"
35,"HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505","HH","DeepHole",2020-08-25,2020-08-25 11:10:00,"Hypo",5.5,5.5,8.29665161121243,"NA",2,"NA",NA,"NA","NA"
35,"MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505","MI","DeepHole",2020-08-26,2020-08-26 10:25:00,"PML",0,0.5,17.6920539692986,"NA",1,"NA",NA,"NA","NA"
35,"MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505","MI","DeepHole",2020-08-26,2020-08-26 10:25:00,"PML",0,0.5,17.1620804041886,"NA",2,"NA",NA,"NA","NA"
35,"MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505","MI","DeepHole",2020-08-26,2020-08-26 10:25:00,"Hypo",9,9,21.2020445727904,"NA",1,"NA",NA,"NA","NA"
35,"MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505","MI","DeepHole",2020-08-26,2020-08-26 10:25:00,"Hypo",9,9,20.0602401258569,"NA",2,"NA",NA,"NA","NA"
35,"TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505","TR","DeepHole",2020-08-26,2020-08-26 09:15:00,"PML",0,0.5,35.5272256582181,"NA",1,"NA",NA,"NA","NA"
15,"HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505","HB","DeepHole",2020-06-10,2020-06-10 11:40:00,"PML",0,0.5,22.0669375291323,"NA",1,"NA",NA,"NA","NA"
35,"TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505","TR","DeepHole",2020-08-26,2020-08-26 09:15:00,"PML",0,0.5,33.86399586195,"NA",2,"NA",NA,"NA","NA"
35,"TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505","TR","DeepHole",2020-08-26,2020-08-26 09:15:00,"Hypo",5,5,41.2872037967908,"NA",1,"NA",NA,"NA","NA"
35,"TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505","TR","DeepHole",2020-08-26,2020-08-26 09:15:00,"Hypo",5,5,41.900314235242,"NA",2,"NA",NA,"NA","NA"
35,"WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505","WL","DeepHole",2020-08-26,2020-08-26 11:37:00,"PML",0,1.5,7.43978440674698,"NA",1,"NA",NA,"NA","NA"
35,"WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505","WL","DeepHole",2020-08-26,2020-08-26 11:37:00,"PML",0,1.5,6.83345525255004,"NA",2,"NA",NA,"NA","NA"
35,"WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-08-26,2020-08-26 11:37:00,"Hypo",8,8,6.93143143679676,"NA",1,"NA",NA,"NA","NA"
35,"WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-08-26,2020-08-26 11:37:00,"Hypo",8,8,6.94088064868849,"NA",2,"NA",NA,"NA","NA"
35,"CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505","CYB","DeepHole",2020-08-27,2020-08-27 10:15:00,"PML",0,0.5,11.2497009020552,"NA",1,"NA",NA,"NA","NA"
35,"CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505","CYB","DeepHole",2020-08-27,2020-08-27 10:15:00,"Hypo",2,2,14.9944345631477,"NA",1,"NA",NA,"NA","NA"
35,"CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505","CYB","DeepHole",2020-08-27,2020-08-27 10:15:00,"Hypo",2,2,13.7462193632907,"NA",2,"NA",NA,"NA","NA"
35,"TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505","TB","DeepHole",2020-08-27,2020-08-27 11:15:00,"PML",0,0.5,23.9135864978383,"NA",1,"NA",NA,"NA","NA"
35,"TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505","TB","DeepHole",2020-08-27,2020-08-27 11:15:00,"PML",0,0.5,22.9874298280428,"NA",2,"NA",NA,"NA","NA"
35,"TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505","TB","DeepHole",2020-08-27,2020-08-27 11:15:00,"Hypo",3.5,3.5,32.353227292516,"NA",1,"NA",NA,"NA","NA"
35,"TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505","TB","DeepHole",2020-08-27,2020-08-27 11:15:00,"Hypo",3.5,3.5,33.3503510815147,"NA",2,"NA",NA,"NA","NA"
41,"JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505","JO","DeepHole",2020-09-01,2020-09-01 08:55:00,"PML",0,3,9.56469258624249,"NA",1,"NA",NA,"NA","NA"
41,"JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505","JO","DeepHole",2020-09-01,2020-09-01 08:55:00,"PML",0,3,9.68360405861504,"NA",2,"NA",NA,"NA","NA"
41,"JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505","JO","DeepHole",2020-09-01,2020-09-01 08:55:00,"Hypo",4.5,4.5,9.36874021774905,"NA",1,"NA",NA,"NA","NA"
41,"JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505","JO","DeepHole",2020-09-01,2020-09-01 08:55:00,"Hypo",4.5,4.5,9.58507056639848,"NA",2,"NA",NA,"NA","NA"
15,"HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505","HB","DeepHole",2020-06-10,2020-06-10 11:40:00,"Hypo",4,4,26.8024318073275,"NA",2,"NA",NA,"NA","NA"
15,"HB_PML_20200610_1140_Surface_0_Limno.Sample.20160505","HB","Outlet",2020-06-10,2020-06-10 11:40:00,"Surface",0,0,22.3354648489196,"NA",2,"NA",NA,"NA","NA"
17,"ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505","ME","DeepHole",2020-06-10,2020-06-10 09:36:00,"PML",0,1,7.84883498703432,"NA",2,"NA",NA,"NA","NA"
17,"ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505","ME","DeepHole",2020-06-10,2020-06-10 09:36:00,"Hypo",3.5,3.5,14.2764167689166,"NA",1,"NA",NA,"NA","NA"
17,"ME_PML_20200610_0936_Surface_0_Limno.Sample.20160505","ME","Outlet",2020-06-10,2020-06-10 09:36:00,"Surface",0,0,8.91635635468396,"NA",1,"NA",NA,"NA","NA"
15,"CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505","CR","DeepHole",2020-06-11,2020-06-11 09:30:00,"PML",0,2.5,4.9666822294924,"NA",1,"NA",NA,"NA","NA"
3,"WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505","WL","DeepHole",2020-06-04,2020-06-04 09:15:00,"Hypo",8,8,6.83466483507161,"NA",1,"NA",NA,"NA","NA"
15,"CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505","CR","DeepHole",2020-06-11,2020-06-11 09:30:00,"Hypo",8,8,5.06758131696812,"NA",1,"NA",NA,"NA","NA"
15,"CR_PML_20200611_0930_Surface_0_Limno.Sample.20160505","CR","Outlet",2020-06-11,2020-06-11 09:30:00,"Surface",0,0,4.61387132547934,"NA",1,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505","MO","DeepHole",2020-06-12,2020-06-12 09:25:00,"PML",0,1.5,15.1493350883054,"NA",1,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505","MO","DeepHole",2020-06-12,2020-06-12 09:25:00,"Hypo",4.5,4.5,12.7688766858666,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200612_0925_Surface_0_Limno.Sample.20160505","MO","Inlet1",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,12.5804086656019,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200612_0925_Surface_0_Limno.Sample.20160505","MO","Inlet2",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,27.0359025277189,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200612_0925_Surface_0_Limno.Sample.20160505","MO","Inlet3",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,64.1457776061379,"NA",2,"NA",NA,"NA","NA"
17,"BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505","BR","DeepHole",2020-06-15,2020-06-15 11:42:00,"PML",0,2,10.5541310888822,"NA",1,"NA",NA,"NA","NA"
17,"BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505","BR","DeepHole",2020-06-15,2020-06-15 11:42:00,"Hypo",3.5,3.5,10.1362766525134,"NA",2,"NA",NA,"NA","NA"
17,"BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505","BA","DeepHole",2020-06-15,2020-06-15 14:00:00,"PML",0,2.5,6.29519103045388,"NA",1,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505","FE","DeepHole",2020-06-04,2020-06-04 10:45:00,"PML",0,0.5,13.8315573503009,"NA",1,"NA",NA,"NA","NA"
17,"BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505","BA","DeepHole",2020-06-15,2020-06-15 14:00:00,"Hypo",6.5,6.5,5.32631543068078,"NA",1,"NA",NA,"NA","NA"
17,"PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505","PA","DeepHole",2020-06-17,2020-06-17 09:20:00,"PML",0,2,4.35416541611034,"NA",1,"NA",NA,"NA","NA"
17,"PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505","PA","DeepHole",2020-06-17,2020-06-17 09:20:00,"Hypo",5.5,5.5,3.71434649670544,"NA",1,"NA",NA,"NA","NA"
17,"PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505","PE","DeepHole",2020-06-17,2020-06-17 10:38:00,"PML",0,2,5.18358469313618,"NA",2,"NA",NA,"NA","NA"
3,"FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505","FE","DeepHole",2020-06-04,2020-06-04 10:45:00,"Hypo",8,8,18.7079508955984,"NA",1,"NA",NA,"NA","NA"
17,"PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505","PE","DeepHole",2020-06-17,2020-06-17 10:38:00,"Hypo",9,9,7.52239676284815,"NA",2,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505","MO","DeepHole",2020-06-22,2020-06-22 09:05:00,"PML",0,3.5,15.244892107509,"NA",1,"NA",NA,"NA","NA"
15,"MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505","MO","DeepHole",2020-06-22,2020-06-22 09:05:00,"Hypo",7,7,13.4433926255414,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200622_0905_Surface_0_Limno.Sample.20160505","MO","Inlet1",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,11.1037208441925,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200622_0905_Surface_0_Limno.Sample.20160505","MO","Inlet2",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,25.6606072007001,"NA",2,"NA",NA,"NA","NA"
15,"MO_PML_20200622_0905_Surface_0_Limno.Sample.20160505","MO","Inlet3",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,46.5972710664586,"NA",1,"NA",NA,"NA","NA"
