"docID","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","replicate","comments","sampleID","DOC_mgL","runID"
"D248",17,"PE","DeepHole","7/29/2020","8:45","PML",0,2,2,NA,"PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505",5.37853964565325,"6"
"D249",17,"PE","DeepHole","7/29/2020","8:45","Hypo",10,10,1,NA,"PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",6.11519492910169,"1"
"D25",35,"TF","DeepHole","6/7/2020","11:45","point",7,7,1,NA,"TF_DeepHole_20200607_1145_point_7_Limno.Sample.20160505",9.17399743177718,"3"
"D250",17,"PE","DeepHole","7/29/2020","8:45","Hypo",10,10,2,NA,"PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",5.61980434531119,"6"
"D251",17,"TU","DeepHole","7/29/2020","11:30","PML",0,1.5,1,NA,"TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",9.21985211863839,"6"
"D252",17,"TU","DeepHole","7/29/2020","11:30","PML",0,1.5,2,NA,"TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",9.39299261954597,"1"
"D253",17,"TU","DeepHole","7/29/2020","11:30","Hypo",6,6,1,NA,"TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",9.64679602342523,"6"
"D254",17,"TU","DeepHole","7/29/2020","11:30","Hypo",6,6,2,NA,"TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",10.6676917213854,"1"
"D255",15,"MO","DeepHole","8/3/2020","8:50","PML",0,1,1,NA,"MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",16.1469022442628,"1"
"D256",15,"MO","DeepHole","8/3/2020","8:50","PML",0,1,2,NA,"MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",16.4980038916527,"6"
"D257",15,"MO","DeepHole","8/3/2020","8:50","Hypo",4,4,1,NA,"MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",10.6449695847551,"6"
"D258",15,"MO","DeepHole","8/3/2020","8:50","Hypo",4,4,2,NA,"MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",12.8217086968029,"1"
"D259",15,"MO","Inlet1","8/3/2020","8:50","Surface",0,0,1,NA,"MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",7.45530833486566,"6"
"D26",35,"TF","DeepHole","6/7/2020","11:45","point",7,7,2,NA,"TF_DeepHole_20200607_1145_point_7_Limno.Sample.20160505",8.92121647457823,"5"
"D260",15,"MO","Inlet1","8/3/2020","8:50","Surface",0,0,2,NA,"MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",11.4484761027469,"1"
"D261",15,"MO","Inlet2","8/3/2020","8:50","Surface",0,0,1,NA,"MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",29.6067192397338,"6"
"D262",15,"MO","Inlet2","8/3/2020","8:50","Surface",0,0,2,NA,"MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",32.1018444269733,"1"
"D263",15,"MO","Inlet3","8/3/2020","8:50","Surface",0,0,1,NA,"MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",67.9463339135672,"2"
"D264",15,"MO","Inlet3","8/3/2020","8:50","Surface",0,0,2,NA,"MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",66.7307335645502,"6"
"D265",3,"FE","DeepHole","8/4/2020","10:45","PML",0,2,1,NA,"FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",15.8600325833791,"1"
"D266",3,"FE","DeepHole","8/4/2020","10:45","PML",0,2,2,NA,"FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505",15.264245427854,"3"
"D267",3,"FE","DeepHole","8/4/2020","10:45","Hypo",8,8,1,NA,"FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505",17.1141750118576,"6"
"D268",3,"FE","DeepHole","8/4/2020","10:45","Hypo",8,8,2,NA,"FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505",18.3472085185097,"2"
"D269",3,"FE","Inlet1","8/4/2020","10:45","Surface",0,0,1,NA,"FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505",83.6709753524078,"3"
"D27",3,"FE","DeepHole","6/9/2020","11:48","PML",0,0.5,1,NA,"FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505",13.235031902502,"5"
"D270",3,"FE","Inlet1","8/4/2020","10:45","Surface",0,0,2,NA,"FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505",86.0060248581153,"2"
"D271",3,"WL","DeepHole","8/4/2020","8:45","PML",0,2.5,1,NA,"WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",6.95199433966335,"3"
"D272",3,"WL","DeepHole","8/4/2020","8:45","PML",0,2.5,2,NA,"WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",7.18908526832259,"1"
"D273",3,"WL","DeepHole","8/4/2020","8:45","Hypo",8,8,1,NA,"WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",6.07226232963722,"2"
"D274",3,"WL","DeepHole","8/4/2020","8:45","Hypo",8,8,2,NA,"WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",6.41455865006673,"6"
"D275",15,"HB","DeepHole","8/5/2020","8:55","PML",0,1,1,NA,"HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505",27.4108731094038,"3"
"D276",15,"HB","DeepHole","8/5/2020","8:55","PML",0,1,2,NA,"HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505",28.3363683130268,"1"
"D277",15,"HB","DeepHole","8/5/2020","8:55","Hypo",4,4,1,NA,"HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505",27.5245738664309,"3"
"D278",15,"HB","DeepHole","8/5/2020","8:55","Hypo",4,4,2,NA,"HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505",28.2989505311724,"1"
"D279",15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,1,NA,"HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",29.626034527608,"1"
"D28",3,"FE","DeepHole","6/9/2020","11:48","PML",0,0.5,2,NA,"FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505",12.9602640537458,"4"
"D280",15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,2,NA,"HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505",28.7982642616382,"3"
"D281",15,"CR","DeepHole","8/6/2020","9:22","PML",0,3.5,1,NA,"CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505",5.17630305917528,"6"
"D282",15,"CR","DeepHole","8/6/2020","9:22","PML",0,3.5,2,NA,"CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505",5.32754545441027,"2"
"D283",15,"CR","DeepHole","8/6/2020","9:22","Hypo",8,8,1,NA,"CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505",5.36196924277965,"4"
"D284",15,"CR","DeepHole","8/6/2020","9:22","Hypo",8,8,2,NA,"CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505",5.03722520802689,"3"
"D285",15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,1,NA,"CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505",5.03601562550532,"3"
"D286",15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,2,NA,"CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505",5.53896108854413,"1"
"D287",3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,1,NA,"FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",15.6504930049946,"1"
"D288",3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,2,NA,"FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505",14.6243762739464,"3"
"D289",3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,1,NA,"FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",17.7850154027942,"3"
"D29",3,"FE","DeepHole","6/9/2020","11:48","Hypo",8,8,1,NA,"FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505",18.6569273624639,"5"
"D290",3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,2,NA,"FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505",18.716256598264,"1"
"D291",3,"FE","Inlet1","8/11/2020","10:45","Surface",0,0,1,NA,"FE_Inlet1_20200811_1045_Surface_0_Limno.Sample.20160505",80.7195939997907,"3"
"D292",3,"FE","Inlet1","8/11/2020","10:45","Surface",0,0,2,NA,"FE_Inlet1_20200811_1045_Surface_0_Limno.Sample.20160505",80.6200164853866,"2"
"D293",3,"WL","DeepHole","8/11/2020","9:48","PML",0,1.5,1,NA,"WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505",7.11511133119061,"2"
"D294",3,"WL","DeepHole","8/11/2020","9:48","PML",0,1.5,2,NA,"WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505",7.18060543623903,"3"
"D295",3,"WL","DeepHole","8/11/2020","9:48","Hypo",8,8,1,NA,"WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505",6.80442527203249,"3"
"D296",3,"WL","DeepHole","8/11/2020","9:48","Hypo",8,8,2,NA,"WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505",7.30258587328089,"1"
"D297",17,"BO","DeepHole","8/12/2020","10:55","PML",0,0,1,NA,"BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505",17.7469035134115,"6"
"D298",17,"BO","DeepHole","8/12/2020","10:55","PML",0,0,2,NA,"BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505",18.9085620224619,"4"
"D299",17,"BO","DeepHole","8/12/2020","10:55","Hypo",2,2,1,NA,"BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505",22.4350077753921,"6"
"D3",3,"WL","DeepHole","6/4/2020","9:15","PML",0,1,1,NA,"WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505",6.78049170787957,"4"
"D30",3,"FE","DeepHole","6/9/2020","11:48","Hypo",8,8,2,NA,"FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505",18.1708722271733,"3"
"D300",17,"BO","DeepHole","8/12/2020","10:55","Hypo",2,2,2,NA,"BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505",21.6978210164419,"2"
"D301",17,"CB","DeepHole","8/12/2020","9:15","PML",0,0.5,1,NA,"CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505",18.0377474873045,"1"
"D302",17,"CB","DeepHole","8/12/2020","9:15","PML",0,0.5,2,NA,"CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505",15.5666410582451,"3"
"D303",17,"CB","DeepHole","8/12/2020","9:15","Hypo",3,3,1,NA,"CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505",21.4240567451265,"1"
"D304",17,"CB","DeepHole","8/12/2020","9:15","Hypo",3,3,2,NA,"CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505",20.9662174345086,"3"
"D305",17,"NG","DeepHole","8/14/2020","10:00","PML",0,0,1,NA,"NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505",28.3708289890351,"6"
"D306",17,"NG","DeepHole","8/14/2020","10:00","PML",0,0,2,NA,"NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505",28.7622482005325,"4"
"D307",17,"NG","DeepHole","8/14/2020","10:00","Hypo",3.5,3.5,1,NA,"NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",41.7882212322668,"6"
"D308",17,"NG","DeepHole","8/14/2020","10:00","Hypo",3.5,3.5,2,NA,"NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",42.5415024054529,"4"
"D309",17,"WA","DeepHole","8/14/2020","11:15","PML",0,0.5,1,NA,"WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",8.39907907176287,"6"
"D31",3,"FE","Inlet1","6/9/2020","11:48","Surface",0,0,1,NA,"FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",66.6232319025778,"5"
"D310",17,"WA","DeepHole","8/14/2020","11:15","PML",0,0.5,2,NA,"WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",10.2860303464707,"1"
"D311",17,"WA","DeepHole","8/14/2020","11:15","Hypo",4,4,1,NA,"WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",5.77236878774194,"6"
"D312",17,"WA","DeepHole","8/14/2020","11:15","Hypo",4,4,2,NA,"WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",10.7225711347718,"1"
"D313",15,"CR","DeepHole","8/17/2020","9:30","PML",0,3,1,NA,"CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",5.32692699136927,"1"
"D314",15,"CR","DeepHole","8/17/2020","9:30","PML",0,3,2,NA,"CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505",5.39154901671324,"6"
"D315",15,"CR","DeepHole","8/17/2020","9:30","Hypo",8,8,1,NA,"CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",5.44831718133863,"6"
"D316",15,"CR","DeepHole","8/17/2020","9:30","Hypo",8,8,2,NA,"CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505",5.4005152956829,"1"
"D317",15,"CR","Outlet","8/17/2020","9:30","Surface",0,0,1,NA,"CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",5.32193795378869,"1"
"D318",15,"CR","Outlet","8/17/2020","9:30","Surface",0,0,2,NA,"CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505",4.98707584375729,"6"
"D319",15,"HB","DeepHole","8/18/2020","9:50","PML",0,0.5,1,NA,"HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",28.4798031434686,"1"
"D32",3,"FE","Inlet1","6/9/2020","11:48","Surface",0,0,2,NA,"FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505",61.5356152077791,"3"
"D320",15,"HB","DeepHole","8/18/2020","9:50","PML",0,0.5,2,NA,"HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505",27.8874486229002,"3"
"D321",15,"HB","DeepHole","8/18/2020","9:50","Hypo",4,4,1,NA,"HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505",28.4261709894774,"1"
"D322",15,"HB","DeepHole","8/18/2020","9:50","Hypo",4,4,2,NA,"HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505",26.4501727525425,"6"
"D323",15,"HB","Outlet","8/18/2020","9:50","Surface",0,0,1,NA,"HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",29.0073938676155,"1"
"D324",15,"HB","Outlet","8/18/2020","9:50","Surface",0,0,2,NA,"HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505",27.526993031474,"3"
"D325",15,"MO","DeepHole","8/19/2020","10:15","PML",0,1.5,1,NA,"MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505",17.0641042199418,"3"
"D326",15,"MO","DeepHole","8/19/2020","10:15","PML",0,1.5,2,NA,"MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505",18.2971774414949,"1"
"D327",15,"MO","DeepHole","8/19/2020","10:15","Hypo",4.5,4.5,1,NA,"MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505",14.945791446737,"1"
"D328",15,"MO","DeepHole","8/19/2020","10:15","Hypo",4.5,4.5,2,NA,"MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505",12.1471512697825,"3"
"D329",15,"MO","Inlet1","8/19/2020","10:15","Surface",0,0,1,NA,"MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505",9.32519524697273,"3"
"D33",3,"WL","DeepHole","6/9/2020","10:20","PML",0,1,1,NA,"WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",6.58655171027286,"5"
"D330",15,"MO","Inlet1","8/19/2020","10:15","Surface",0,0,2,NA,"MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505",10.9308634537613,"1"
"D331",15,"MO","Inlet2","8/19/2020","10:15","Surface",0,0,1,NA,"MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505",30.0563390189335,"1"
"D332",15,"MO","Inlet2","8/19/2020","10:15","Surface",0,0,2,NA,"MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505",27.799149098826,"3"
"D333",3,"FE","DeepHole","8/20/2020","11:32","PML",0,1.5,1,NA,"FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505",15.1603200627021,"1"
"D334",3,"FE","DeepHole","8/20/2020","11:32","PML",0,1.5,2,NA,"FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505",14.7888794968792,"3"
"D335",3,"FE","DeepHole","8/20/2020","11:32","Hypo",8,8,1,NA,"FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505",18.0499139750168,"3"
"D336",3,"FE","DeepHole","8/20/2020","11:32","Hypo",8,8,2,NA,"FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505",19.0654892289049,"1"
"D337",3,"FE","Inlet1","8/20/2020","11:32","Surface",0,0,1,NA,"FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",73.3411406182477,"3"
"D338",3,"FE","Inlet1","8/20/2020","11:32","Surface",0,0,2,NA,"FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505",86.3250139644728,"2"
"D339",17,"ME","DeepHole","8/20/2020","10:54","PML",0,2,1,NA,"ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505",8.45977310260533,"2"
"D34",3,"WL","DeepHole","6/9/2020","10:20","PML",0,1,2,NA,"WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",6.70689472642669,"4"
"D340",17,"ME","DeepHole","8/20/2020","10:54","PML",0,2,2,NA,"ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505",8.2147984921766,"3"
"D342",17,"ME","DeepHole","8/20/2020","10:54","Hypo",3.5,3.5,2,NA,"ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505",11.9971630371085,"3"
"D343",17,"ME","Outlet","8/20/2020","10:54","Surface",0,0,1,NA,"ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",8.80179166624665,"1"
"D344",17,"ME","Outlet","8/20/2020","10:54","Surface",0,0,2,NA,"ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505",8.1809301815728,"3"
"D345",3,"WL","DeepHole","8/20/2020","9:10","PML",0,2,1,NA,"WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505",6.89354003909351,"6"
"D346",3,"WL","DeepHole","8/20/2020","9:10","PML",0,2,2,NA,"WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505",7.05351276810801,"4"
"D347",3,"WL","DeepHole","8/20/2020","9:10","Hypo",8,8,1,NA,"WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",6.66532328205259,"3"
"D348",3,"WL","DeepHole","8/20/2020","9:10","Hypo",8,8,2,NA,"WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",7.76656636827529,"1"
"D349",35,"NH","DeepHole","8/24/2020","10:50","PML",0,2,1,NA,"NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505",10.1639110592614,"2"
"D35",3,"WL","DeepHole","6/9/2020","10:20","Hypo",8,8,1,NA,"WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",7.00192901004462,"5"
"D350",35,"NH","DeepHole","8/24/2020","10:50","PML",0,2,2,NA,"NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505",9.84652531376699,"3"
"D351",35,"NH","DeepHole","8/24/2020","10:50","Hypo",3,3,1,NA,"NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505",10.3458987974377,"1"
"D352",35,"NH","DeepHole","8/24/2020","10:50","Hypo",3,3,2,NA,"NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505",9.21866944854203,"6"
"D353",35,"SE","DeepHole","8/24/2020","11:55","PML",0,5,1,NA,"SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505",4.3104105843251,"1"
"D354",35,"SE","DeepHole","8/24/2020","11:55","PML",0,5,2,NA,"SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505",4.19898452058275,"3"
"D355",35,"SE","DeepHole","8/24/2020","11:55","Hypo",5.5,5.5,1,NA,"SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505",3.61233699762401,"3"
"D356",35,"SE","DeepHole","8/24/2020","11:55","Hypo",5.5,5.5,2,NA,"SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505",4.05347514892498,"1"
"D357",35,"BH","DeepHole","8/25/2020","9:50","PML",0,5,1,NA,"BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505",12.4088658370095,"1"
"D358",35,"BH","DeepHole","8/25/2020","9:50","PML",0,5,2,NA,"BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505",11.5508270866513,"3"
"D359",35,"BH","DeepHole","8/25/2020","9:50","Hypo",10,10,1,NA,"BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505",7.86884163867728,"1"
"D36",3,"WL","DeepHole","6/9/2020","10:20","Hypo",8,8,2,NA,"WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",7.1781862711959,"3"
"D360",35,"BH","DeepHole","8/25/2020","9:50","Hypo",10,10,2,NA,"BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505",10.0606214200839,"3"
"D361",35,"HH","DeepHole","8/25/2020","11:10","PML",0,4,1,NA,"HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505",8.37879894483765,"2"
"D362",35,"HH","DeepHole","8/25/2020","11:10","PML",0,4,2,NA,"HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505",7.11649756259611,"3"
"D363",35,"HH","DeepHole","8/25/2020","11:10","Hypo",5.5,5.5,1,NA,"HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505",7.94264242482461,"3"
"D364",35,"HH","DeepHole","8/25/2020","11:10","Hypo",5.5,5.5,2,NA,"HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505",8.29665161121243,"1"
"D365",35,"MI","DeepHole","8/26/2020","10:25","PML",0,0.5,1,NA,"MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505",17.6920539692986,"2"
"D366",35,"MI","DeepHole","8/26/2020","10:25","PML",0,0.5,2,NA,"MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505",17.1620804041886,"3"
"D367",35,"MI","DeepHole","8/26/2020","10:25","Hypo",9,9,1,NA,"MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",21.2020445727904,"1"
"D368",35,"MI","DeepHole","8/26/2020","10:25","Hypo",9,9,2,NA,"MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505",20.0602401258569,"3"
"D369",35,"TR","DeepHole","8/26/2020","9:15","PML",0,0.5,1,NA,"TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505",35.5272256582181,"2"
"D37",15,"HB","DeepHole","6/10/2020","11:40","PML",0,0.5,1,NA,"HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",22.0669375291323,"3"
"D370",35,"TR","DeepHole","8/26/2020","9:15","PML",0,0.5,2,NA,"TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505",33.86399586195,"3"
"D371",35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,1,NA,"TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",41.2872037967908,"3"
"D372",35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,2,NA,"TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",41.900314235242,"1"
"D373",35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,1,NA,"WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",7.43978440674698,"1"
"D374",35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,2,NA,"WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",6.83345525255004,"3"
"D375",35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,1,NA,"WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",6.93143143679676,"3"
"D376",35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,2,NA,"WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",6.94088064868849,"1"
"D377",35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,1,NA,"CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",11.2497009020552,"2"
"D378",35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,2,NA,"CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",11.0801921802165,"6"
"D379",35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,1,NA,"CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",14.9944345631477,"1"
"D38",15,"HB","DeepHole","6/10/2020","11:40","PML",0,0.5,2,NA,"HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",22.0141533029721,"5"
"D380",35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,2,NA,"CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",13.7462193632907,"3"
"D381",35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,1,NA,"TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505",23.9135864978383,"1"
"D382",35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,2,NA,"TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505",22.9874298280428,"3"
"D383",35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,1,NA,"TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505",32.353227292516,"3"
"D384",35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,2,NA,"TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505",33.3503510815147,"1"
"D385",41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,1,NA,"JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",9.56469258624249,"3"
"D386",41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,2,NA,"JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",9.68360405861504,"1"
"D387",41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,1,NA,"JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",9.36874021774905,"3"
"D388",41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,2,NA,"JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",9.58507056639848,"1"
"D39",15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,1,NA,"HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505",27.297996895657,"5"
"D4",3,"WL","DeepHole","6/4/2020","9:15","PML",0,1,2,NA,"WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505",6.63664132583357,"5"
"D40",15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,2,NA,"HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505",26.8024318073275,"4"
