"projectID","lakeID","sampleID","dateSample","parameter","parameterValue","QCcode","flag","comments","updateID","metadataID"
"1","BW","BW_DeepHole_20100930_1016_PML_3_Methane.Sample.20100929","2010-09-30","DOC",25960,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","SMA","SMA_DeepHole_20101001_1245_PML_5_Methane.Sample.20100929","2010-10-01","DOC",6670,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","GV","GV_DeepHole_20100930_1226_PML_10_Methane.Sample.20100929","2010-09-30","DOC",5740,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","ST","ST_DeepHole_20100929_1100_PML_6_Methane.Sample.20100929","2010-09-29","DOC",7060,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","DI","DI_DeepHole_20100929_1410_PML_10_Methane.Sample.20100929","2010-09-29","DOC",5260,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","PL","PL_DeepHole_20101001_1030_PML_5_Methane.Sample.20100929","2010-10-01","DOC",20540,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"1","WO","WO_DeepHole_20101001_0936_PML_5.5_Methane.Sample.20100929","2010-10-01","DOC",8080,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"2","DI","DI_DeepHole_20110623_0949_PML_5.5_Methane.Sample.20110601","2011-06-23","DOC",4550,"code11","0","rep 2 lost, TN not available","originalDB.20160217","DOC.20110601"
"4","BO","BO_DeepHole_20110714_0000_PML_0_Limno.Sample.20110517","2011-07-14","DOC",17870,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"5","BR","BR_DeepHole_20110704_1008_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-07-04","DOC",11000,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_PML_0_Methane.Sample.20110601","2011-06-30","DOC",17960,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110525_1100_PML_1_Limno.Sample.20110517","2011-05-25","DOC",7970,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110525_0000_Surface_0_Limno.Sample.20110517","2011-05-25","DOC",70760,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110525_0000_Surface_0_Limno.Sample.20110517","2011-05-25","DOC",7560,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110601_0000_Surface_0_Limno.Sample.20110517","2011-06-01","DOC",75160,"code11","0","very high; no rep","originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110601_0000_Surface_0_Limno.Sample.20110517","2011-06-01","DOC",9480,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110608_1111_Hypo_8_Limno.Sample.20110517","2011-06-08","DOC",7650,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110608_0000_Surface_0_Limno.Sample.20110517","2011-06-08","DOC",85390,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110615_0000_Surface_0_Limno.Sample.20110517","2011-06-15","DOC",82050,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110615_0000_Surface_0_Limno.Sample.20110517","2011-06-15","DOC",8550,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110618_0000_Surface_0_Limno.Sample.20110517","2011-06-18","DOC",21400,"code11","0","high; no rep","originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110622_0000_Surface_0_Limno.Sample.20110517","2011-06-22","DOC",70650,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110622_0000_Surface_0_Limno.Sample.20110517","2011-06-22","DOC",11250,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110629_0000_Surface_0_Limno.Sample.20110517","2011-06-29","DOC",32690,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110629_0000_Surface_0_Limno.Sample.20110517","2011-06-29","DOC",6830,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110706_0000_Surface_0_Limno.Sample.20110517","2011-07-06","DOC",76710,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110706_0000_Surface_0_Limno.Sample.20110517","2011-07-06","DOC",6440,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110713_0000_Surface_0_Limno.Sample.20110517","2011-07-13","DOC",8270,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110720_0000_Surface_0_Limno.Sample.20110517","2011-07-20","DOC",7190,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Inlet1_20110803_0000_Surface_0_Limno.Sample.20110517","2011-08-03","DOC",47020,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110803_0000_Surface_0_Limno.Sample.20110517","2011-08-03","DOC",7030,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","HB","HB_DeepHole_20110722_1355_PML_0_Methane.Sample.20110601","2011-07-22","DOC",24810,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","NG","NG_DeepHole_20110729_1225_PML_0_Methane.Sample.20110601","2011-07-29","DOC",28670,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","RB","RB_DeepHole_20110726_1231_PML_1_Methane.Sample.20110601","2011-07-26","DOC",6020,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","RE","RE_DeepHole_20110804_1306_PML_0_Methane.Sample.20110601","2011-08-04","DOC",20890,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","TU","TU_DeepHole_20110708_1144_PML_1_Methane.Sample.20110601","2011-07-08","DOC",10080,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110706_0921_PML_1_Limno.Sample.20110517","2011-07-06","DOC",5630,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"5","BA","BA_DeepHole_20110808_1335_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-08-08","DOC",6960,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"5","IN","IN_DeepHole_20110808_1030_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-08-08","DOC",14680,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110810_1000_PML_1_Limno.Sample.20110517","2011-08-10","DOC",11320,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110810_1103_PML_1_Limno.Sample.20110517","2011-08-10","DOC",8670,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110812_0000_MidEpi__Limno.Sample.20110517","2011-08-12","DOC",8610,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110812_0000_MidEpi__Limno.Sample.20110517","2011-08-12","DOC",7970,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110812_0000_Surface_0_Limno.Sample.20110517","2011-08-12","DOC",8990,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Net_20110812_0000_MidEpi__Limno.Sample.20110517","2011-08-12","DOC",8790,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_Net_20110812_0000_MidEpi__Limno.Sample.20110517","2011-08-12","DOC",7830,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110810_1103_Surface_0_Limno.Sample.20110517","2011-08-10","DOC",12830,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110921_1120_PML_3_Limno.Sample.20110517","2011-09-21","DOC",7500,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110817_1025_Surface_0_Limno.Sample.20110517","2011-08-17","DOC",7560,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20111018_0000_MidEpi__Limno.Sample.20110517","2011-10-18","DOC",11240,"code11","0","Bioassay","originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_point_2.5_Methane.Sample.20110601","2011-06-30","DOC",17960,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_point_2.8_Methane.Sample.20110601","2011-06-30","DOC",17640,"code11","0",NA,"originalDB.20160217","DOC.20110601"
"2","BC","BC_DeepHole_20110804_0950_PML_4.5_Methane.Sample.20110601","2011-08-04","DOC",5020,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","BI","BI_DeepHole_20110809_1025_PML_4.5_Methane.Sample.20110601","2011-08-09","DOC",5340,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","BL","BL_DeepHole_20110816_0948_PML_2.5_Methane.Sample.20110601","2011-08-16","DOC",8400,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","BW","BW_DeepHole_20110630_1027_PML_1_Methane.Sample.20110601","2011-06-30","DOC",27450,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","CH","CH_DeepHole_20110825_0902_PML_3.5_Methane.Sample.20110601","2011-08-25","DOC",5500,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","CO","CO_DeepHole_20110823_0859_PML_6_Methane.Sample.20110601","2011-08-23","DOC",4600,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","DO","DO_DeepHole_20110726_0950_PML_4_Methane.Sample.20110601","2011-07-26","DOC",4760,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","GA","GA_DeepHole_20110802_1043_PML_2.5_Methane.Sample.20110601","2011-08-02","DOC",8860,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","GV","GV_DeepHole_20110628_1030_PML_5_Methane.Sample.20110601","2011-06-28","DOC",5620,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","HU","HU_DeepHole_20110721_1048_PML_3.5_Methane.Sample.20110601","2011-07-21","DOC",7730,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","JU","JU_DeepHole_20110728_0941_PML_3.5_Methane.Sample.20110601","2011-07-28","DOC",6000,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","LW","LW_DeepHole_20110714_0946_PML_3.5_Methane.Sample.20110601","2011-07-14","DOC",12660,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","MA","MA_DeepHole_20110811_0957_PML_3.5_Methane.Sample.20110601","2011-08-11","DOC",6010,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","NC","NC_DeepHole_20110707_0942_PML_2_Methane.Sample.20110601","2011-07-07","DOC",11660,"code10","0","TN rep 2 not good","originalDB.20160217","DOC.20110601"
"2","PL","PL_DeepHole_20110705_1021_PML_1_Methane.Sample.20110601","2011-07-05","DOC",22920,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","RO","RO_DeepHole_20110818_0954_PML_6_Methane.Sample.20110601","2011-08-18","DOC",5300,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","SN","SN_DeepHole_20110712_0944_PML_3_Methane.Sample.20110601","2011-07-12","DOC",4520,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"2","ST","ST_DeepHole_20110601_1015_PML_3_Methane.Sample.20110601","2011-06-01","DOC",6500,"code10","0","TN not available","originalDB.20160217","DOC.20110601"
"2","ST","ST_DeepHole_20110621_1015_PML_3_Methane.Sample.20110601","2011-06-21","DOC",6540,"code10","0","TN not available","originalDB.20160217","DOC.20110601"
"2","UF","UF_DeepHole_20110719_0956_PML_1.5_Methane.Sample.20110601","2011-07-19","DOC",11560,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110601_1045_Hypo_8_Limno.Sample.20110517","2011-06-01","DOC",8800,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110601_1045_PML_2_Limno.Sample.20110517","2011-06-01","DOC",9580,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110608_1111_PML_2_Limno.Sample.20110517","2011-06-08","DOC",8960,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110615_1158_Hypo_8_Limno.Sample.20110517","2011-06-15","DOC",8400,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110615_1158_PML_1_Limno.Sample.20110517","2011-06-15","DOC",8040,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110622_0000_Hypo_8_Limno.Sample.20110517","2011-06-22","DOC",7650,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110622_0000_PML_1_Limno.Sample.20110517","2011-06-22","DOC",7880,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110629_1032_PML_1_Limno.Sample.20110517","2011-06-29","DOC",12990,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110629_1132_Hypo_8_Limno.Sample.20110517","2011-06-29","DOC",7700,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110706_1038_Hypo_8_Limno.Sample.20110517","2011-07-06","DOC",5940,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110706_1038_PML_1_Limno.Sample.20110517","2011-07-06","DOC",6080,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110713_1050_Hypo_8_Limno.Sample.20110517","2011-07-13","DOC",5470,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110713_1050_PML_1_Limno.Sample.20110517","2011-07-13","DOC",5400,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110715_0000_MidEpi__Limno.Sample.20110517","2011-07-15","DOC",9000,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110720_1118_Hypo_8_Limno.Sample.20110517","2011-07-20","DOC",9010,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110720_1118_PML_1_Limno.Sample.20110517","2011-07-20","DOC",5800,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110727_1025_Hypo_8_Limno.Sample.20110517","2011-07-27","DOC",10910,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110727_1025_PML_1_Limno.Sample.20110517","2011-07-27","DOC",6220,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110803_1010_Hypo_8_Limno.Sample.20110517","2011-08-03","DOC",7090,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110803_1010_PML_1_Limno.Sample.20110517","2011-08-03","DOC",5920,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110810_1103_Hypo_8_Limno.Sample.20110517","2011-08-10","DOC",9860,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110817_1025_Hypo_8_Limno.Sample.20110517","2011-08-17","DOC",8280,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110817_1025_PML_1_Limno.Sample.20110517","2011-08-17","DOC",7190,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","EL","EL_DeepHole_20110902_0000_MidEpi__Limno.Sample.20110517","2011-09-02","DOC",6920,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Net_20110715_0000_MidEpi__Limno.Sample.20110517","2011-07-15","DOC",8600,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Net_20110802_0000_MidEpi__Limno.Sample.20110517","2011-08-02","DOC",6320,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Net_20110902_0000_MidEpi__Limno.Sample.20110517","2011-09-02","DOC",6920,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Net_20111018_0000_MidEpi__Limno.Sample.20110517","2011-10-18","DOC",8380,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110715_0000_Surface_0_Limno.Sample.20110517","2011-07-15","DOC",9760,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110802_0000_Surface_0_Limno.Sample.20110517","2011-08-02","DOC",8460,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20110902_0000_Surface_0_Limno.Sample.20110517","2011-09-02","DOC",7660,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","EL","EL_Outlet_20111018_0000_Surface_0_Limno.Sample.20110517","2011-10-18","DOC",7780,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110517_1100_Hypo_10_Limno.Sample.20110517","2011-05-17","DOC",7380,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110517_1100_PML_1.5_Limno.Sample.20110517","2011-05-17","DOC",7520,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110525_0957_Hypo_8_Limno.Sample.20110517","2011-05-25","DOC",6760,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110525_0957_PML_1_Limno.Sample.20110517","2011-05-25","DOC",8700,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110601_0930_Hypo_8_Limno.Sample.20110517","2011-06-01","DOC",7320,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110601_0930_PML_1.5_Limno.Sample.20110517","2011-06-01","DOC",10620,"code10","0","high; rep ok","originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110608_0937_Hypo_8_Limno.Sample.20110517","2011-06-08","DOC",8180,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110608_0937_PML_2_Limno.Sample.20110517","2011-06-08","DOC",8840,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110615_0901_Hypo_7_Limno.Sample.20110517","2011-06-15","DOC",7550,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110615_0901_PML_1_Limno.Sample.20110517","2011-06-15","DOC",8760,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110622_0936_Hypo_8_Limno.Sample.20110517","2011-06-22","DOC",7460,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110622_0936_PML_1_Limno.Sample.20110517","2011-06-22","DOC",7550,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110629_0917_PML_1_Limno.Sample.20110517","2011-06-29","DOC",8680,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110629_1017_Hypo_8_Limno.Sample.20110517","2011-06-29","DOC",5080,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110713_0930_Hypo_8_Limno.Sample.20110517","2011-07-13","DOC",5000,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110713_0930_PML_1_Limno.Sample.20110517","2011-07-13","DOC",5490,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110715_0000_MidEpi__Limno.Sample.20110517","2011-07-15","DOC",8800,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110720_1015_PML_1_Limno.Sample.20110517","2011-07-20","DOC",6850,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110727_0940_Hypo_1_Limno.Sample.20110517","2011-07-27","DOC",7830,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110727_0940_PML_1_Limno.Sample.20110517","2011-07-27","DOC",8310,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110803_0905_Hypo_8_Limno.Sample.20110517","2011-08-03","DOC",5880,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110803_0905_PML_1_Limno.Sample.20110517","2011-08-03","DOC",6970,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110810_1000_Hypo_8_Limno.Sample.20110517","2011-08-10","DOC",10440,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110817_0922_Hypo_8_Limno.Sample.20110517","2011-08-17","DOC",6700,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110902_0000_MidEpi__Limno.Sample.20110517","2011-09-02","DOC",6500,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110921_1000_Hypo_8_Limno.Sample.20110517","2011-09-21","DOC",7020,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20110921_1000_PML_3_Limno.Sample.20110517","2011-09-21","DOC",8020,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"3","WL","WL_DeepHole_20111018_0000_MidEpi__Limno.Sample.20110517","2011-10-18","DOC",7860,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_Net_20110715_0000_MidEpi__Limno.Sample.20110517","2011-07-15","DOC",8480,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_Net_20110802_0000_MidEpi__Limno.Sample.20110517","2011-08-02","DOC",10460,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_Net_20110902_0000_MidEpi__Limno.Sample.20110517","2011-09-02","DOC",6200,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"3","WL","WL_Net_20111018_0000_MidEpi__Limno.Sample.20110517","2011-10-18","DOC",7280,"code10","0","Bioassay","originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_PML__Methane.Sample.20110601","2011-06-30","DOC",17450,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_point_1.5_Methane.Sample.20110601","2011-06-30","DOC",17420,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_point_3_Methane.Sample.20110601","2011-06-30","DOC",18220,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"4","CB","CB_DeepHole_20110630_1233_point_6_Methane.Sample.20110601","2011-06-30","DOC",20150,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"4","TU","TU_DeepHole_20110708_1144_point_13_Methane.Sample.20110601","2011-07-08","DOC",11560,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BA","BA_DeepHole_20110530_1641_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-05-30","DOC",7160,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BA","BA_DeepHole_20110620_1330_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-06-20","DOC",6520,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BA","BA_DeepHole_20110704_1320_MidEpi_1_ZoopSurv.Sample.20110517","2011-07-04","DOC",3480,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BE","BE_DeepHole_20110530_0847_MidEpi_2_ZoopSurv.Sample.20110517","2011-05-30","DOC",11020,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BE","BE_DeepHole_20110623_0915_MidEpi_2.5_ZoopSurv.Sample.20110517","2011-06-23","DOC",18700,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BE","BE_DeepHole_20110705_0925_MidEpi_1_ZoopSurv.Sample.20110517","2011-07-05","DOC",5640,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BR","BR_DeepHole_20110530_0923_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-05-30","DOC",9520,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","BR","BR_DeepHole_20110621_1030_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-06-21","DOC",8330,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","CR","CR_DeepHole_20110530_1015_MidEpi_2_ZoopSurv.Sample.20110517","2011-05-30","DOC",4790,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","CR","CR_DeepHole_20110621_1110_MidEpi_3_ZoopSurv.Sample.20110517","2011-06-21","DOC",5200,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","CR","CR_DeepHole_20110704_1110_MidEpi_2_ZoopSurv.Sample.20110517","2011-07-04","DOC",1730,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","CR","CR_DeepHole_20110808_0910_MidEpi_2.5_ZoopSurv.Sample.20110517","2011-08-08","DOC",9840,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","HB","HB_DeepHole_20110530_1513_MidEpi_0.25_ZoopSurv.Sample.20110517","2011-05-30","DOC",27620,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","HB","HB_DeepHole_20110620_1430_MidEpi_0.5_ZoopSurv.Sample.20110517","2011-06-20","DOC",29570,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","HB","HB_DeepHole_20110704_1250_MidEpi_0.25_ZoopSurv.Sample.20110517","2011-07-04","DOC",20920,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","IN","IN_DeepHole_20110530_1420_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-05-30","DOC",9400,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","IN","IN_DeepHole_20110704_0830_MidEpi_1_ZoopSurv.Sample.20110517","2011-07-04","DOC",6290,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","MO","MO_DeepHole_20110530_0945_MidEpi_1_ZoopSurv.Sample.20110517","2011-05-30","DOC",16780,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","MO","MO_DeepHole_20110620_1130_MidEpi_1_ZoopSurv.Sample.20110517","2011-06-20","DOC",19120,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","MO","MO_DeepHole_20110704_1450_MidEpi_0.5_ZoopSurv.Sample.20110517","2011-07-04","DOC",9980,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","MO","MO_DeepHole_20110808_1445_MidEpi_0.5_ZoopSurv.Sample.20110517","2011-08-08","DOC",23720,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","RB","RB_DeepHole_20110530_1600_MidEpi_1.5_ZoopSurv.Sample.20110517","2011-05-30","DOC",6720,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","RB","RB_DeepHole_20110620_1520_MidEpi_1_ZoopSurv.Sample.20110517","2011-06-20","DOC",6720,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","RB","RB_DeepHole_20110704_1400_MidEpi_0.5_ZoopSurv.Sample.20110517","2011-07-04","DOC",4620,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","RB","RB_DeepHole_20110808_1410_MidEpi_1_ZoopSurv.Sample.20110517","2011-08-08","DOC",7760,"code10","0",NA,"originalDB.20160217","DOC.20110601"
"5","RE","RE_DeepHole_20110609_0935_MidEpi_0.5_ZoopSurv.Sample.20110517","2011-06-09","DOC",25820,"code10","0",NA,"originalDB.20160217","DOC.20110601"
