projectID,3,,,,,,,,,,,,,,,,
lakeID,FE,,,,,,,,,,,,,,,,
siteName,WholeShoreline,,,,,,,,,,,,,,,,
dataTimeSet,7/1/20 9:00,,,,,,,,,,,,,,,,
dateTimeSample,7/1/20 11:30,,,,,,,,,,,,,,,,
crew,"AA, JB",,,,,,,,,,,,,,,,
gear,AN,,,,,,,,,,,,,,,,
distanceShocked,NA,,,,,,,,,,,,,,,,
effort,1.73,,,,,,,,,,,,,,,,
effortUnits,angler_hours,,,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,,,
dataRecorder,JB,,,,,,,,,,,,,,,,
dataEnteredBy,AA,,,,,,,,,,,,,,,,
metadataID,MarkRecap.20120228,,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,,
sampleGroup,FE2020_markrecap,,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,LMB,274,307,,,,,,,,900F224000119591,,,,,,1
2,LMB,291,302,,,,,,,,900F67000093019,,,,,,1
3,LMB,338,397,,,,,,,,177417902,,,,,,1
4,LMB,314,356,,,,,,,,900F224000104939,,,,,,1
5,LMB,311,371,,,,,,,,900F224000125102,,,,,,1
6,LMB,287,287,,,,,,,,900F224000125261,,,,,,1
7,LMB,225,143,,,,,,,900F226001139505,,,,,,,1
8,LMB,259,257,,,,,,,,900F67000093009,,,,,,1
9,LMB,244,177,,,,,,,900F226001139586,,,,,,,1
10,LMB,344,387,,,,,,,900F226001139595,,,,,,,1
11,LMB,280,255,,,,,,,,900F67000049864,,,,,,0
12,LMB,233,148,,,,,,,,900F67000049889,,,,,,0
