"projectID","sampleID","fishID","fishNum","species","fishLength","standardLength","fishWeight","caughtBy","jumperDescription","useTagMarkRecap","tagID","oldTag","tagApply","tagRecapture","tagApplyType","tagRecaptureType","clipApply","clipRecapture","sex","mortality","removed","otolithSampled","tissueSampled","dietSampled","stomachRemoved","gillArchRemoved","pectoralFinRemoved","gonadRemoved","leftEyeRemoved","finClipCollected","photo","gonadWeight","rectalTemp","gonadSqueeze","sexualStage_MaierScale","gpsWaypoint","finClipBox","spineSample","scaleSample","comments","metadataID","updateID"
37,"AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625_1",1,"largemouth_bass",375,NA,NA,"ALK",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625_2",2,"largemouth_bass",375,NA,NA,"AS",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625_3",3,"largemouth_bass",375,NA,NA,"ALK",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_0950_AN_Fishscapes.Angling.20180625_4",4,"largemouth_bass",306,NA,NA,"CD",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190707_1230_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_1230_AN_Fishscapes.Angling.20180625_1",1,"largemouth_bass",438,NA,NA,"ALK",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190707_1230_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190707_1230_AN_Fishscapes.Angling.20180625_2",2,"largemouth_bass",402,NA,NA,"ALK",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625_1",1,"largemouth_bass",257,NA,NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625_2",2,"largemouth_bass",309,NA,NA,"FF",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625_3",3,"largemouth_bass",380,NA,NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625_4",4,"largemouth_bass",395,NA,NA,"FF",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_0950_AN_Fishscapes.Angling.20180625_5",5,"largemouth_bass",290,NA,NA,"AT",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"","Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625_1",1,"largemouth_bass",274,NA,NA,"FF",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625_2",2,"largemouth_bass",262,NA,NA,"FF",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625","AQ_WholeShoreline_20190708_1304_AN_Fishscapes.Angling.20180625_3",3,"largemouth_bass",404,NA,NA,"AMK",NA,NA,NA,NA,NA,NA,NA,NA,"AF","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Fishscapes.Angling.20180625","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_1",1,"northern_pike",662,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_2",2,"bluegill",190,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_3",3,"bluegill",175,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_4",4,"bluegill",193,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_5",5,"bluegill",157,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_6",6,"bluegill",207,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_7",7,"pumpkinseed",196,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_8",8,"northern_pike",245,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_9",9,"bluegill",220,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_10",10,"bluegill",210,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_11",11,"walleye",378,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_12",12,"black_crappie",246,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_13",13,"bluegill",186,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607","AQ_WholeShoreline_20190730_2300_BE_FishscapesSurvey.1.5mile.20180607_14",14,"bluegill",157,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FishscapesSurvey.1.5mile.20180607","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey.0.5mile.20180606","AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey0.5mile.20180606_1",1,"bluegill",192,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishscapesSurvey.0.5mile.20180606","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey.0.5mile.20180606","AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey0.5mile.20180606_2",2,"walleye",295,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishscapesSurvey.0.5mile.20180606","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey.0.5mile.20180606","AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey0.5mile.20180606_3",3,"bluegill",185,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishscapesSurvey.0.5mile.20180606","tableFishInfo.20201124"
37,"AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey.0.5mile.20180606","AQ_WholeShoreline_20190730_2350_BE_FishscapesSurvey0.5mile.20180606_4",4,"walleye",208,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FishscapesSurvey.0.5mile.20180606","tableFishInfo.20201124"
