projectID,37,,,,,,,,,,,,,,,
lakeID,BY,,,,,,,,,,,,,,,
siteName,wholeShoreline,,,,,,,,,,,,,,,
dataTimeSet,6/25/2019 1:00,,,,,,,,,,,,,,,
dateTimeSample,6/25/2019 2:10,,,,,,,,,,,,,,,
crew,"AS,AL,CD",,,,,,,,,,,,,,,
gear,BE,,,,,,,,,,,,,,,
distanceShocked,1.91,,,,,,,,,,,,,,,
effort,1.17,,,,,,,,,,,,,,,
effortUnits,electrofishing_hours,,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,,
dataRecorder,AL,,,,,,,,,,,,,,,
dataEnteredBy,AL,,,,,,,,,,,,,,,
metadataID,FishscapesSurvey.hotBassLap20180607,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,
sampleGroup,2019_fishscapes_survey,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,dietSampled
1,LMB,350,,AF,,,,,,,,,,,,0
2,LMB,480,,AF,,,,1,1,,,,,,,0
3,LMB,313,,AF,,,,,,,,,,,,0
4,LMB,312,,AF,,,,,,,,,,,,0
5,LMB,255,,AF,,,,,,,,,,,,0
6,LMB,285,,,AF,,,,,,,,,,,0
7,LMB,320,,AF,,,,,,,,,,,,0
8,LMB,340,,AF,,,,,,,,,,,,0
9,LMB,274,,AF,,,,,,,,,,,,0
