projectID,37,,,,,,,,,,,,,,,,
lakeID,SV,,,,,,,,,,,,,,,,
siteName,wholeShoreline,,,,,,,,,,,,,,,,
dataTimeSet,7/1/2019 0:10,,,,,,,,,,,,,,,,
dateTimeSample,7/1/2019 0:55,,,,,,,,,,,,,,,,
crew,"DS,MS,JC",,,,,,,,,,,,,,,,
gear,BE,,,,,,,,,,,,,,,,
distanceShocked,1.45,,,,,,,,,,,,,,,,
effort,0.75,,,,,,,,,,,,,,,,
effortUnits,electrofishing_hours,,,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,,,
dataRecorder,DS,,,,,,,,,,,,,,,,
dataEnteredBy,JC,,,,,,,,,,,,,,,,
metadataID,FishscapesSurvey.hotBassLap.20180607,,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,,
sampleGroup,2019_fishscapes_survey,,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,comments,dietSampled
1,LMB,294,,AF,,,,,,,,,,,,,0
2,LMB,410,,AF,,,,,,,,,,,,,0
3,LMB,370,,AF,,,,,,,,,,,,,0
4,LMB,236,,AF,,,,,,,,,,,,,0
