projectID,37,,,,,,,,,,,,,,,
lakeID,BY,,,,,,,,,,,,,,,
siteName,wholeShoreline,,,,,,,,,,,,,,,
dataTimeSet,6/13/2019 1:45,,,,,,,,,,,,,,,
dateTimeSample,6/13/2019 2:50,,,,,,,,,,,,,,,
crew,"MS, DS, FF",,,,,,,,,,,,,,,
gear,BE,,,,,,,,,,,,,,,
distanceShocked,1.85,,,,,,,,,,,,,,,
effort,0.916666667,,,,,,,,,,,,,,,
effortUnits,electrofishing_hours,,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,,
UseCPUE,no,,,,,,,,,,,,,,,
dataRecorder,DS,,,,,,,,,,,,,,,
dataEnteredBy,FF,,,,,,,,,,,,,,,
metadataID,FishscapesSurvey.hotBassLap.20180607,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,
sampleGroup,2019_fishscapes_survey,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,dietSampled
1,LMB,360,,AF,,,,,,,,,,,,0
2,LMB,405,,AF,,,,,,,,,,,,0
3,LMB,280,,,AF,,,,,,,,,,,0
4,LMB,376,,AF,,,,,,,,,,,,0
5,LMB,242,,AF,,,,,,,,,,,,0
6,LMB,290,,AF,,,,,,,,,,,,0
