projectID,37,,,,,,,,,,,,,,,
lakeID,SM,,,,,,,,,,,,,,,
siteName,wholeShoreline,,,,,,,,,,,,,,,
dataTimeSet,6/15/2019 16:48,,,,,,,,,,,,,,,
dateTimeSample,6/15/2019 18:53,,,,,,,,,,,,,,,
crew,"AT,JC,DS",,,,,,,,,,,,,,,
gear,AN,,,,,,,,,,,,,,,
distanceShocked,,,,,,,,,,,,,,,,
effort,2.08,,,,,,,,,,,,,,,
effortUnits,angler_hours,,,,,,,,,,,,,,,
comments,,,,,,,,,,,,,,,,
UseCPUE,yes,,,,,,,,,,,,,,,
dataRecorder,AT,,,,,,,,,,,,,,,
dataEnteredBy,AL,,,,,,,,,,,,,,,
metadataID,Fishscapes.Angling.20180625,,,,,,,,,,,,,,,
useSampleMarkRecap,yes,,,,,,,,,,,,,,,
sampleGroup,2019_fishscapes_survey,,,,,,,,,,,,,,,
fishNum,species,fishLength,fishWeight,clipApply,clipRecapture,mortality,removed,spineSampled,scaleSampled,tagApply,tagRecapture,tagApplyType,tagRecaptureType,oldTag,caughtBy,dietSampled
1,SMB,311,,AF,,,,,,,,,,,DS,0
2,SMB,289,,AF,,,,,,,,,,,JC,0
3,SMB,348,,AF,,,,,,,,,,,JC,0
4,SMB,418,,AF,,,,,,,,,,,DS,0
