"projectID","lakeID","siteID","sampleID","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","crew","weather","comments","metadataID","updateID"
"15","MO","MO_DeepHole","MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505",2020-08-03,2020-08-03 08:50:00,"Hypo",4,4,"RN and CS","60F mostly cloudy","Deck PAR 741.6","Color.20110601","samplecolor.20210505"
"15","MO","MO_DeepHole","MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505",2020-08-03,2020-08-03 08:50:00,"PML",0,1,"RN and CS","60F mostly cloudy","Deck PAR 741.6","Color.20110601","samplecolor.20210505"
"15","MO","MO_DeepHole","MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505",2020-08-19,2020-08-19 10:15:00,"Hypo",4.5,4.5,"RN","full cloud rain","Deck PAR 253.4 Inlet 1 dry","Color.20110601","samplecolor.20210505"
"15","MO","MO_DeepHole","MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505",2020-08-19,2020-08-19 10:15:00,"PML",0,1.5,"RN","full cloud rain","Deck PAR 253.4 Inlet 1 dry","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,"RN and CS","sunny breezy","Deck PAR 1087.0 guide says zps at 8m but hit bottom","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,"RN and CS","mostly cloudy","Deck PAR 648.7","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505",2020-07-06,2020-07-06 09:01:00,"Surface",0,0,"RN and CS","sunny sticky sauna ","Deck PAR 799.0","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,2020-07-20 09:00:00,"Surface",0,0,"RN and CS","sunny and windy ","Deck PAR 1272.0 and DO not calibrating","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,2020-08-03 08:50:00,"Surface",0,0,"RN and CS","60F mostly cloudy","Deck PAR 741.6","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet1","MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,"RN","full cloud rain","Deck PAR 253.4 Inlet 1 dry","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,"RN and CS","sunny breezy","Deck PAR 1087.0 guide says zps at 8m but hit bottom","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,"RN and CS","mostly cloudy","Deck PAR 648.7","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505",2020-07-06,2020-07-06 09:01:00,"Surface",0,0,"RN and CS","sunny sticky sauna ","Deck PAR 799.0","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,2020-07-20 09:00:00,"Surface",0,0,"RN and CS","sunny and windy ","Deck PAR 1272.0 and DO not calibrating","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,2020-08-03 08:50:00,"Surface",0,0,"RN and CS","60F mostly cloudy","Deck PAR 741.6","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet2","MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505",2020-08-19,2020-08-19 10:15:00,"Surface",0,0,"RN","full cloud rain","Deck PAR 253.4 Inlet 1 dry","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet3","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",2020-06-12,2020-06-12 09:25:00,"Surface",0,0,"RN and CS","sunny breezy","Deck PAR 1087.0 guide says zps at 8m but hit bottom","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet3","MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505",2020-06-22,2020-06-22 09:05:00,"Surface",0,0,"RN and CS","mostly cloudy","Deck PAR 648.7","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet3","MO_Inlet3_20200720_0900_Surface_0_Limno.Sample.20160505",2020-07-20,2020-07-20 09:00:00,"Surface",0,0,"RN and CS","sunny and windy ","Deck PAR 1272.0 and DO not calibrating","Color.20110601","samplecolor.20210505"
"15","MO","MO_Inlet3","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505",2020-08-03,2020-08-03 08:50:00,"Surface",0,0,"RN and CS","60F mostly cloudy","Deck PAR 741.6","Color.20110601","samplecolor.20210505"
"17","NG","NG_DeepHole","NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505",2020-07-03,2020-07-03 09:20:00,"Hypo",4,4,"RN and CS","sunny very hot","Deck PAR 914.2 and light meter stopped working after surface reading","Color.20110601","samplecolor.20210505"
"17","NG","NG_DeepHole","NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505",2020-07-03,2020-07-03 09:20:00,"PML",0,0.25,"RN and CS","sunny very hot","Deck PAR 914.2 and light meter stopped working after surface reading","Color.20110601","samplecolor.20210505"
"17","NG","NG_DeepHole","NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505",2020-08-14,2020-08-14 10:00:00,"Hypo",3.5,3.5,"RN and Cs :'(","sunny","Deck PAR 1398.6 and PML is 0m because it was more than one degree different by 0.5m ","Color.20110601","samplecolor.20210505"
"17","NG","NG_DeepHole","NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505",2020-08-14,2020-08-14 10:00:00,"PML",0,0,"RN and Cs :'(","sunny","Deck PAR 1398.6 and PML is 0m because it was more than one degree different by 0.5m ","Color.20110601","samplecolor.20210505"
"17","PA","PA_DeepHole","PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505",2020-06-17,2020-06-17 09:20:00,"Hypo",5.5,5.5,"RN and CS","sunny hot","Deck PAR 1007.2 and miniDot installed ","Color.20110601","samplecolor.20210505"
"17","PA","PA_DeepHole","PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505",2020-06-17,2020-06-17 09:20:00,"PML",0,2,"RN and CS","sunny hot","Deck PAR 1007.2 and miniDot installed ","Color.20110601","samplecolor.20210505"
"17","PA","PA_DeepHole","PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505",2020-07-29,2020-07-29 10:15:00,"Hypo",7,7,"RN and CS ","sunny","Deck PAR 1801.4 ","Color.20110601","samplecolor.20210505"
"17","PA","PA_DeepHole","PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505",2020-07-29,2020-07-29 10:15:00,"PML",0,2.5,"RN and CS ","sunny","Deck PAR 1801.4 ","Color.20110601","samplecolor.20210505"
"17","PE","PE_DeepHole","PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505",2020-06-17,2020-06-17 10:38:00,"Hypo",9,9,"RN and CS","sunny hot","Deck PAR at 1256.2","Color.20110601","samplecolor.20210505"
"17","PE","PE_DeepHole","PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",2020-06-17,2020-06-17 10:38:00,"PML",0,2,"RN and CS","sunny hot","Deck PAR at 1256.2","Color.20110601","samplecolor.20210505"
"17","PE","PE_DeepHole","PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505",2020-07-29,2020-07-29 08:45:00,"Hypo",10,10,"RN and CS","sunny","Deck PAR 1118.7","Color.20110601","samplecolor.20210505"
"17","PE","PE_DeepHole","PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505",2020-07-29,2020-07-29 08:45:00,"PML",0,2,"RN and CS","sunny","Deck PAR 1118.7","Color.20110601","samplecolor.20210505"
"17","TU","TU_DeepHole","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505",2020-06-25,2020-06-25 12:31:00,"Hypo",7,7,"RN and CS","sunny hot","Deck PAR 1419.6","Color.20110601","samplecolor.20210505"
"17","TU","TU_DeepHole","TU_DeepHole_20200625_1231_PML_1.5_Limno.Sample.20160505",2020-06-25,2020-06-25 12:31:00,"PML",0,1.5,"RN and CS","sunny hot","Deck PAR 1419.6","Color.20110601","samplecolor.20210505"
"17","TU","TU_DeepHole","TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505",2020-07-29,2020-07-29 11:30:00,"Hypo",6,6,"RN and CS","partly cloudy","Deck PAR 2403.0 and bottom at 11.75m ","Color.20110601","samplecolor.20210505"
"17","TU","TU_DeepHole","TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505",2020-07-29,2020-07-29 11:30:00,"PML",0,1.5,"RN and CS","partly cloudy","Deck PAR 2403.0 and bottom at 11.75m ","Color.20110601","samplecolor.20210505"
"17","WA","WA_DeepHole","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505",2020-06-29,2020-06-29 08:54:00,"Hypo",3.5,3.5,"RN and CS","rainy overcast hazy hot","Deck PAR 274.1","Color.20110601","samplecolor.20210505"
"17","WA","WA_DeepHole","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505",2020-06-29,2020-06-29 08:54:00,"PML",0,1,"RN and CS","rainy overcast hazy hot","Deck PAR 274.1","Color.20110601","samplecolor.20210505"
"17","WA","WA_DeepHole","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505",2020-08-14,2020-08-14 11:15:00,"Hypo",4,4,"RN and CS","sunny","Deck PAR 1794.7","Color.20110601","samplecolor.20210505"
"17","WA","WA_DeepHole","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505",2020-08-14,2020-08-14 11:15:00,"PML",0,0.5,"RN and CS","sunny","Deck PAR 1794.7","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",2020-06-04,2020-06-04 09:15:00,"Hypo",8,8,"BB and RN","sunny and breezy","Deck PAR 1105.9","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505",2020-06-04,2020-06-04 09:15:00,"PML",0,1,"BB and RN","sunny and breezy","Deck PAR 1105.9","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505",2020-06-09,2020-06-09 10:20:00,"Hypo",8,8,"RN and CS","sunny hot","Deck PAR 756.4 ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505",2020-06-09,2020-06-09 10:20:00,"PML",0,1,"RN and CS","sunny hot","Deck PAR 756.4 ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",2020-06-16,2020-06-16 08:56:00,"Hypo",8,8,"RN and CS","sunny and windy","Deck PAR at 919.8 and northern sed trap bumped in wind and miniDot in bag at 9:46 out before 10:17","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",2020-06-16,2020-06-16 08:56:00,"PML",0,2,"RN and CS","sunny and windy","Deck PAR at 919.8 and northern sed trap bumped in wind and miniDot in bag at 9:46 out before 10:17","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505",2020-06-23,2020-06-23 09:45:00,"Hypo",8,8,"RN and CS","full cloud","deck PAR 127.5","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505",2020-06-23,2020-06-23 09:45:00,"PML",0,1.5,"RN and CS","full cloud","deck PAR 127.5","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505",2020-06-30,2020-06-30 09:58:00,"Hypo",8,8,"RN and CS","sunny hot","No light meter because meter wont stay on ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505",2020-06-30,2020-06-30 09:58:00,"PML",0,1,"RN and CS","sunny hot","No light meter because meter wont stay on ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505",2020-07-07,2020-07-07 10:00:00,"Hypo",8,8,"RN and CS","sunny hot","no light profile light meter needs maintenence","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200707_1000_PML_1_Limno.Sample.20160505",2020-07-07,2020-07-07 10:00:00,"PML",0,1,"RN and CS","sunny hot","no light profile light meter needs maintenence","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505",2020-07-15,2020-07-15 09:07:00,"Hypo",8,8,"RN and CS","sunny nice","Deck PAR 1606.8 hit bottom at 12.5m with YSI","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505",2020-07-15,2020-07-15 09:07:00,"PML",0,2,"RN and CS","sunny nice","Deck PAR 1606.8 hit bottom at 12.5m with YSI","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200721_0957_Hypo_8_Limno.Sample.20160505",2020-07-21,2020-07-21 09:57:00,"Hypo",8,8,"RN and CS","full cloud cold rainy","Deck PAR 263.7","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200721_0957_PML_2_Limno.Sample.20160505",2020-07-21,2020-07-21 09:57:00,"PML",0,2,"RN and CS","full cloud cold rainy","Deck PAR 263.7","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505",2020-07-28,2020-07-28 10:15:00,"Hypo",8,8,"RN and CS","sunny breezy","Deck PAR 1836.3 and DO sensors not reliable ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200728_1015_PML_1.5_Limno.Sample.20160505",2020-07-28,2020-07-28 10:15:00,"PML",0,1.5,"RN and CS","sunny breezy","Deck PAR 1836.3 and DO sensors not reliable ","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505",2020-08-04,2020-08-04 08:45:00,"Hypo",8,8,"RN and CS","sunny cool","Deck PAR 902.6 and hit bottom at 13.5m","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505",2020-08-04,2020-08-04 08:45:00,"PML",0,2.5,"RN and CS","sunny cool","Deck PAR 902.6 and hit bottom at 13.5m","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505",2020-08-11,2020-08-11 09:48:00,"Hypo",8,8,"RN and CS ","sunny no clouds","Deck PAR 1195.8","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505",2020-08-11,2020-08-11 09:48:00,"PML",0,1.5,"RN and CS ","sunny no clouds","Deck PAR 1195.8","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505",2020-08-20,2020-08-20 09:10:00,"Hypo",8,8,"RN and CO","partly cloudy 70F","Deck PAR 1218.7","Color.20110601","samplecolor.20210505"
"3","WL","WL_DeepHole","WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505",2020-08-20,2020-08-20 09:10:00,"PML",0,2,"RN and CO","partly cloudy 70F","Deck PAR 1218.7","Color.20110601","samplecolor.20210505"
