"siteID","lakeID","siteName","lat","long","updateID"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
"BA_DeepHole","BA","DeepHole",46.2422897,-89.49544206,"siteLimno.20210505"
