Run Number:,3,...3,Date:,20201113,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72
ENTER SCAN DATA HERE,Sample Name,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Wavelength,0,100,200,400,600,800,1000,179,186,178,182,177,187,167,184,173,163,175,166,181,169,176,164,188,168,171,180,189,190,191,170,165,172,183,174,185,156,193,160,151,147,158,192,149,148,143,161,162,152,155,136,153,144,145,146,139,150,157,154,131,140,141,142,135,132,133,134,130,159,137,138
218,1.6555559327846212E-5,0.0000302060440651754,0.0000369245509202819,0.0000369954713315222,0.0000419494299774125,0.0000521995515181291,0.0000624944818255722,0.000127605298243447,-0.000468194214470898,0.00017460987553239,0.000178297240481881,0.000194599061306144,0.000100592346009317,-0.00003410915154349,-0.000166126099488077,0.000108853713154308,0.0000949671431383424,0.000128448008389099,-0.000131563698908967,0.000185094656992294,-0.00055422564490689,0.000106961259681019,0.000135616669891672,0.0000831840678313135,-0.000119054568652391,-0.0000237679614090106,0.0000922379591047554,0.000069674350563776,0.0000285971712703972,-0.000271828568991465,0.0000869798900728616,0.000224396411925643,0.0000860330202382186,-0.0000690118936814378,0.0000830301694817275,-0.000481518601632374,0.000477579731530696,0.0000862750163573244,-0.000311827722621392,-0.000179151889086154,0.00009893911240357,0.000114115261414416,-0.000392977433690597,0.000104259812977034,0.0000726476653688137,0.00013755575130954,-0.000270773156112146,-0.000315672384836888,-0.000228095668843674,0.000280963907270651,0.000106831183061908,-0.000429830899109302,-0.0000516083101144219,-0.00013365075857239,-0.000566371082884822,-0.000289495457807728,0.0000825277727543785,0.000137446279121792,-0.000564869846727222,-0.000168708645265053,-0.000307812351954531,0.000130138843422883,0.000113185946864509,-0.000576147130001535,-0.000354355680083933,-0.000041001101643279,-0.000119714219573002,0.000230136699151782,0.000136023851229677,0.000078604478519862,-0.000293602118852323
219,1.5228635497259143E-5,0.0000361050147403394,0.000050602639835042,0.0000676513898282931,0.0000883624900363794,0.00011519249711619,0.000141173534008741,0.000130608860841928,-0.000395106145700357,0.000167512384297392,0.000172798762094268,0.000187026540406803,0.000102060151184897,-0.0000174914875298408,-0.000137735506128474,0.000109889155227709,0.00010574537118699,0.000131750158268478,-0.0000909857484830169,0.000180797068423455,-0.000487774245026759,0.000111376944532324,0.000136219649209535,0.0000837522521779725,-0.0000951976879956006,-0.0000109479592290693,0.0000970931808173771,0.0000743573190042466,0.0000390246899200854,-0.00023211490126651,0.0000902551372338522,0.000224268978601442,0.0000897712809588305,-0.0000487412642297073,0.000084115858018756,-0.000410036249799527,0.000450864520670212,0.0000893186607033928,-0.000265004325869614,-0.000149594053930759,0.00010054424452717,0.000111379441816552,-0.000335167101195608,0.000123283586671747,0.0000744548102633689,0.000135511910793616,-0.000224852084047218,-0.000268176373412884,-0.000191527436499372,0.000271390955422739,0.000107109721018963,-0.000374310334537711,-0.0000329843278886362,-0.000108491143066597,-0.000494787633194112,-0.000242643238812115,0.000103364833167079,0.000134712708993261,-0.000490409097683782,-0.00012459825351425,-0.000259723791831246,0.000127996510904032,0.00011100936376895,-0.000507928143044468,-0.000296847781846075,-0.000023208224078264,-0.0000957175264248771,0.000229526494353769,0.000134156594309264,0.0000792949827529157,-0.000247684747137647
220,1.3901711666672019E-5,0.0000420039854155032,0.0000642807287498022,0.0000983073083250631,0.000134775550095346,0.000178185442714252,0.000219852586191911,0.000133612423440408,-0.00032201807692982,0.000160414893062395,0.000167300283706656,0.000179454019507461,0.000103527956360477,-0.000000873823516191197,-0.000109344912768871,0.000110924597301109,0.000116523599235637,0.000135052308147857,-0.0000504077980570672,0.000176499479854616,-0.000421322845146628,0.000115792629383629,0.000136822628527397,0.0000843204365246315,-0.00007134080733881,0.00000187204295087201,0.000101948402529999,0.0000790402874447174,0.0000494522085697736,-0.000192401233541554,0.0000935303843948429,0.000224141545277241,0.0000935095416794426,-0.0000284706347779768,0.0000852015465557846,-0.000338553897966682,0.000424149309809726,0.0000923623050494612,-0.000218180929117833,-0.000120036218775364,0.00010214937665077,0.000108643622218688,-0.00027735676870062,0.00014230736036646,0.000076261955157924,0.000133468070277692,-0.000178931011982292,-0.000220680361988881,-0.000154959204155068,0.000261818003574825,0.000107388258976018,-0.000318789769966119,-0.0000143603456628505,-0.0000833315275608048,-0.0004232041835034,-0.000195791019816502,0.00012420189357978,0.000131979138864729,-0.000415948348640338,-0.0000804878617634459,-0.00021163523170796,0.00012585417838518,0.000108832780673391,-0.000439709156087402,-0.000239339883608216,-0.00000541534651324858,-0.0000717208332767522,0.000228916289555755,0.000132289337388852,0.0000799854869859694,-0.000201767375422971
221,1.257478783608495E-5,0.000047902956090667,0.0000779588176645623,0.000128963226821834,0.000181188610154311,0.000241178388312313,0.00029853163837508,0.000136615986038889,-0.00024893000815928,0.000153317401827398,0.000161801805319043,0.00017188149860812,0.000104995761536057,0.0000157438404974584,-0.0000809543194092684,0.00011196003937451,0.000127301827284284,0.000138354458027237,-0.00000982984763111573,0.000172201891285778,-0.000354871445266495,0.000120208314234934,0.00013742560784526,0.0000848886208712906,-0.0000474839266820203,0.0000146920451308129,0.000106803624242621,0.000083723255885188,0.0000598797272194618,-0.000152687565816597,0.0000968056315558335,0.000224014111953039,0.0000972478024000547,-0.00000820000532624626,0.0000862872350928131,-0.000267071546133837,0.000397434098949241,0.0000954059493955297,-0.000171357532366053,-0.0000904783836199689,0.00010375450877437,0.000105907802620825,-0.000219546436205633,0.000161331134061173,0.0000780691000524793,0.000131424229761768,-0.000133009939917366,-0.000173184350564879,-0.000118390971810763,0.000252245051726913,0.000107666796933073,-0.000263269205394528,0.00000426363656293519,-0.0000581719120550123,-0.000351620733812688,-0.000148938800820888,0.000145038953992481,0.000129245568736198,-0.000341487599596898,-0.0000363774700126423,-0.000163546671584674,0.000123711845866329,0.000106656197577832,-0.000371490169130337,-0.000181831985370359,0.000012377531051766,-0.0000477241401286264,0.000228306084757742,0.000130422080468439,0.000080675991219023,-0.000155850003708295
222,1.124786400549788E-5,0.0000538019267658308,0.0000916369065793224,0.000159619145318605,0.000227601670213278,0.000304171333910376,0.000377210690558252,0.000139619548637369,-0.000175841939388743,0.0001462199105924,0.00015630332693143,0.000164308977708779,0.000106463566711638,0.0000323615045111077,-0.000052563726049666,0.000112995481447911,0.000138080055332931,0.000141656607906616,0.000030748102794834,0.000167904302716939,-0.000288420045386364,0.000124623999086239,0.000138028587163122,0.0000854568052179496,-0.0000236270460252297,0.0000275120473107542,0.000111658845955243,0.0000884062243256588,0.0000703072458691501,-0.000112973898091642,0.000100080878716824,0.000223886678628838,0.000100986063120667,0.0000120706241254842,0.0000873729236298417,-0.000195589194300991,0.000370718888088756,0.000098449593741598,-0.000124534135614274,-0.000060920548464574,0.00010535964089797,0.000103171983022961,-0.000161736103710645,0.000180354907755887,0.0000798762449470344,0.000129380389245844,-0.0000870888678524383,-0.000125688339140876,-0.0000818227394664591,0.000242672099879,0.000107945334890128,-0.000207748640822937,0.0000228876187887209,-0.0000330122965492199,-0.00028003728412198,-0.000102086581825275,0.000165876014405182,0.000126511998607666,-0.000267026850553458,0.0000077329217381631,-0.000115458111461389,0.000121569513347477,0.000104479614482274,-0.00030327118217327,-0.000124324087132499,0.0000301704086167814,-0.0000237274469805015,0.000227695879959729,0.000128554823548027,0.0000813664954520767,-0.000109932631993621
223,9.9209401749107565E-6,0.0000597008974409946,0.000105314995494083,0.000190275063815375,0.000274014730272245,0.000367164279508437,0.000455889742741421,0.00014262311123585,-0.000102753870618203,0.000139122419357403,0.000150804848543818,0.000156736456809437,0.000107931371887218,0.0000489791685247573,-0.0000241731326900627,0.000114030923521311,0.000148858283381578,0.000144958757785995,0.0000713260532207837,0.0001636067141481,-0.000221968645506233,0.000129039683937544,0.000138631566480985,0.0000860249895646086,0.000000229834631560941,0.0000403320494906955,0.000116514067667865,0.0000930891927661294,0.0000807347645188387,-0.0000732602303666861,0.000103356125877815,0.000223759245304636,0.000104724323841279,0.0000323412535772148,0.0000884586121668703,-0.000124106842468143,0.000344003677228271,0.000101493238087666,-0.0000777107388624937,-0.0000313627133091783,0.00010696477302157,0.000100436163425097,-0.000103925771215659,0.0001993786814506,0.0000816833898415897,0.00012733654872992,-0.0000411677957875122,-0.0000781923277168722,-0.0000452545071221566,0.000233099148031087,0.000108223872847183,-0.000152228076251346,0.0000415116010145065,-0.00000785268104342655,-0.000208453834431268,-0.0000552343628296599,0.000186713074817884,0.000123778428479135,-0.000192566101510014,0.0000518433134889668,-0.0000673695513381031,0.000119427180828626,0.000102303031386715,-0.000235052195216204,-0.000066816188894642,0.000047963286181796,0.000000269246167624269,0.000227085675161716,0.000126687566627615,0.0000820569996851303,-0.0000640152602789448
224,8.5940163443236871E-6,0.0000655998681161583,0.000118993084408843,0.000220930982312146,0.000320427790331212,0.000430157225106498,0.000534568794924591,0.00014562667383433,-0.0000296658018476663,0.000132024928122405,0.000145306370156205,0.000149163935910096,0.000109399177062798,0.0000655968325384069,0.00000421746066953978,0.000115066365594712,0.000159636511430225,0.000148260907665374,0.000111904003646733,0.000159309125579261,-0.0001555172456261,0.000133455368788849,0.000139234545798847,0.0000865931739112676,0.0000240867152883515,0.0000531520516706368,0.000121369289380487,0.0000977721612066003,0.0000911622831685269,-0.0000335465626417307,0.000106631373038806,0.000223631811980435,0.000108462584561891,0.0000526118830289453,0.0000895443007038988,-0.0000526244906352974,0.000317288466367786,0.000104536882433735,-0.000030887342110715,-0.00000180487815378341,0.00010856990514517,0.0000977003438272331,-0.0000461154387206703,0.000218402455145313,0.0000834905347361448,0.000125292708213996,0.00000475327627741384,-0.0000306963162928688,-0.00000868627477785232,0.000223526196183174,0.000108502410804238,-0.0000967075116797556,0.0000601355832402922,0.0000173069344623659,-0.000136870384740556,-0.00000838214383404659,0.000207550135230585,0.000121044858350603,-0.000118105352466574,0.0000959537052397704,-0.0000192809912148168,0.000117284848309774,0.000100126448291156,-0.000166833208259137,-0.00000930829065678464,0.0000657561637468114,0.0000242659393157492,0.000226475470363703,0.000124820309707202,0.000082747503918184,-0.0000180978885642689
225,7.2670925137365634E-6,0.0000714988387913221,0.000132671173323603,0.000251586900808917,0.000366840850390179,0.000493150170704561,0.00061324784710776,0.000148630236432811,0.0000434222669228705,0.000124927436887408,0.000139807891768592,0.000141591415010755,0.000110866982238378,0.0000822144965520561,0.0000326080540291422,0.000116101807668113,0.000170414739478873,0.000151563057544753,0.000152481954072683,0.000155011537010423,-0.0000890658457459691,0.000137871053640154,0.000139837525116709,0.0000871613582579266,0.0000479435959451421,0.0000659720538505782,0.000126224511093109,0.000102455129647071,0.000101589801818215,0.00000616710508322647,0.000109906620199796,0.000223504378656234,0.000112200845282503,0.0000728825124806758,0.0000906299892409274,0.0000188578611975479,0.000290573255507301,0.000107580526779803,0.0000159360546410654,0.0000277529570016115,0.00011017503726877,0.0000949645242293693,0.0000116948937743163,0.000237426228840027,0.0000852976796307,0.000123248867698072,0.0000506743483423416,0.0000167996951311328,0.0000278819575664519,0.000213953244335261,0.000108780948761293,-0.0000411869471081631,0.0000787595654660779,0.0000424665499681584,-0.0000652869350498478,0.0000384700751615667,0.000228387195643286,0.000118311288222072,-0.0000436446034231298,0.000140064096990574,0.0000288075689084677,0.000115142515790922,0.0000979498651955974,-0.0000986142213020725,0.0000481996075810745,0.000083549041311826,0.0000482626324638741,0.000225865265565689,0.00012295305278679,0.0000834380081512376,0.0000278194831504069
226,5.940168683149494E-6,0.0000773978094664859,0.000146349262238363,0.000282242819305687,0.000413253910449144,0.000556143116302622,0.000691926899290929,0.000151633799031291,0.000116510335693411,0.000117829945652411,0.000134309413380979,0.000134018894111413,0.000112334787413958,0.0000988321605657058,0.0000609986473887455,0.000117137249741513,0.00018119296752752,0.000154865207424132,0.000193059904498635,0.000150713948441584,-0.000022614445865838,0.000142286738491459,0.000140440504434572,0.0000877295426045857,0.0000718004766019327,0.0000787920560305195,0.00013107973280573,0.000107138098087542,0.000112017320467903,0.0000458807728081819,0.000113181867360787,0.000223376945332032,0.000115939106003115,0.0000931531419324063,0.0000917156777779559,0.0000903402130303932,0.000263858044646815,0.000110624171125872,0.000062759451392844,0.0000573107921570072,0.00011178016939237,0.0000922287046315056,0.0000695052262693046,0.000256450002534741,0.0000871048245252552,0.000121205027182148,0.0000965954204072677,0.0000642957065551363,0.0000644501899107562,0.000204380292487349,0.000109059486718348,0.0000143336174634277,0.0000973835476918636,0.0000676261654739508,0.00000629651464086403,0.00008532229415718,0.000249224256055987,0.00011557771809354,0.0000308161456203104,0.000184174488741378,0.0000768961290317539,0.000113000183272071,0.0000957732821000386,-0.000030395234345006,0.000105707505818932,0.000101341918876841,0.0000722593256119999,0.000225255060767676,0.000121085795866378,0.0000841285123842913,0.0000737368548650828
227,4.6132448525623704E-6,0.0000832967801416497,0.000160027351153124,0.000312898737802458,0.000459666970508111,0.000619136061900684,0.000770605951474102,0.000154637361629772,0.000189598404463948,0.000110732454417414,0.000128810934993367,0.000126446373212072,0.000113802592589538,0.000115449824579355,0.000089389240748348,0.000118172691814914,0.000191971195576167,0.000158167357303511,0.000233637854924584,0.000146416359872745,0.0000438369540142949,0.000146702423342764,0.000141043483752434,0.0000882977269512447,0.0000956573572587233,0.0000916120582104604,0.000135934954518352,0.000111821066528012,0.000122444839117592,0.0000855944405331374,0.000116457114521777,0.000223249512007831,0.000119677366723727,0.000113423771384136,0.0000928013663149845,0.000161822564863239,0.000237142833786331,0.00011366781547194,0.000109582848144624,0.000086868627312402,0.00011338530151597,0.0000894928850336418,0.000127315558764291,0.000275473776229454,0.0000889119694198104,0.000119161186666224,0.000142516492472194,0.00011179171797914,0.00010101842225506,0.000194807340639436,0.000109338024675403,0.0000698541820350184,0.000116007529917649,0.0000927857809797433,0.0000778799643315758,0.000132174513152793,0.000270061316468689,0.000112844147965009,0.000105276894663751,0.000228284880492181,0.000124984689155038,0.000110857850753219,0.0000935966990044799,0.0000378237526120605,0.000163215404056789,0.000119134796441856,0.0000962560187601248,0.000224644855969663,0.000119218538945965,0.0000848190166173449,0.000119654226579759
228,3.286321021975301E-6,0.0000891957508168135,0.000173705440067884,0.000343554656299229,0.000506080030567077,0.000682129007498747,0.000849285003657271,0.000157640924228252,0.000262686473234488,0.000103634963182416,0.000123312456605754,0.000118873852312731,0.000115270397765118,0.000132067488593005,0.00011777983410795,0.000119208133888315,0.000202749423624814,0.00016146950718289,0.000274215805350534,0.000142118771303906,0.000110288353894426,0.000151118108194069,0.000141646463070297,0.0000888659112979037,0.000119514237915514,0.000104432060390402,0.000140790176230974,0.000116504034968483,0.00013287235776728,0.000125308108258093,0.000119732361682768,0.000223122078683629,0.000123415627444339,0.000133694400835866,0.0000938870548520131,0.000233304916696084,0.000210427622925845,0.000116711459818009,0.000156406244896405,0.000116426462467797,0.00011499043363957,0.000086757065435778,0.000185125891259279,0.000294497549924167,0.0000907191143143656,0.0001171173461503,0.000188437564537122,0.000159287729403143,0.000137586654599363,0.000185234388791523,0.000109616562632458,0.000125374746606609,0.000134631512143435,0.000117945396485537,0.000149463414022288,0.000179026732148407,0.00029089837688139,0.000110110577836477,0.000179737643707194,0.000272395272242987,0.000173073249278325,0.000108715518234368,0.0000914201159089212,0.000106042739569125,0.000220723302294648,0.000136927674006871,0.000120252711908251,0.00022403465117165,0.000117351282025553,0.0000855095208503986,0.000165571598294435
229,1.9593971913881773E-6,0.0000950947214919773,0.000187383528982644,0.000374210574795999,0.000552493090626044,0.000745121953096808,0.00092796405584044,0.000160644486826733,0.000335774542005025,0.0000965374719474187,0.000117813978218141,0.000111301331413389,0.000116738202940698,0.000148685152606654,0.000146170427467554,0.000120243575961715,0.000213527651673462,0.000164771657062269,0.000314793755776484,0.000137821182735068,0.000176739753774557,0.000155533793045375,0.000142249442388159,0.0000894340956445627,0.000143371118572305,0.000117252062570343,0.000145645397943596,0.000121187003408954,0.000143299876416968,0.00016502177598305,0.000123007608843759,0.000222994645359428,0.000127153888164951,0.000153965030287597,0.0000949727433890416,0.000304787268528933,0.000183712412065361,0.000119755104164077,0.000203229641648183,0.000145984297623193,0.00011659556576317,0.0000840212458379143,0.000242936223754268,0.000313521323618881,0.0000925262592089208,0.000115073505634376,0.000234358636602048,0.000206783740827145,0.000174154886943667,0.00017566143694361,0.000109895100589513,0.0001808953111782,0.000153255494369221,0.000143105011991329,0.000221046863712996,0.00022587895114402,0.000311735437294091,0.000107377007707945,0.000254198392750635,0.00031650566399379,0.000221161809401611,0.000106573185715516,0.0000892435328133625,0.000174261726526192,0.000278231200532506,0.000154720551571886,0.000144249405056376,0.000223424446373636,0.000115484025105141,0.0000862000250834522,0.000211488970009111
230,6.3247336080110789E-7,0.000100993692167141,0.000201061617897404,0.00040486649329277,0.000598906150685009,0.000808114898694869,0.00100664310802361,0.000163648049425214,0.000408862610775565,0.0000894399807124214,0.000112315499830528,0.000103728810514048,0.000118206008116278,0.000165302816620304,0.000174561020827156,0.000121279018035116,0.000224305879722109,0.000168073806941648,0.000355371706202434,0.000133523594166229,0.00024319115365469,0.00015994947789668,0.000142852421706021,0.0000900022799912217,0.000167227999229094,0.000130072064750284,0.000150500619656218,0.000125869971849425,0.000153727395066657,0.000204735443708005,0.000126282856004749,0.000222867212035226,0.000130892148885563,0.000174235659739327,0.0000960584319260702,0.000376269620361778,0.000156997201204876,0.000122798748510145,0.000250053038399964,0.000175542132778588,0.00011820069788677,0.0000812854262400505,0.000300746556249254,0.000332545097313594,0.0000943334041034759,0.000113029665118452,0.000280279708666974,0.000254279752251148,0.000210723119287971,0.000166088485095697,0.000110173638546568,0.000236415875749791,0.000171879476595006,0.000168264627497122,0.000292630313403708,0.000272731170139635,0.000332572497706792,0.000104643437579414,0.000328659141794075,0.000360616055744594,0.000269250369524895,0.000104430853196665,0.0000870669497178037,0.000242480713483258,0.000335739098770365,0.000172513429136901,0.0001682460982045,0.000222814241575623,0.000113616768184728,0.0000868905293165059,0.000257406341723785
231,-6.9445046978596154E-7,0.000106892662842305,0.000214739706812165,0.00043552241178954,0.000645319210743976,0.000871107844292932,0.00108532216020678,0.000166651612023694,0.000481950679546102,0.0000823424894774241,0.000106817021442916,0.0000961562896147068,0.000119673813291858,0.000181920480633953,0.000202951614186759,0.000122314460108516,0.000235084107770756,0.000171375956821027,0.000395949656628385,0.00012922600559739,0.000309642553534821,0.000164365162747985,0.000143455401023884,0.0000905704643378808,0.000191084879885885,0.000142892066930226,0.00015535584136884,0.000130552940289895,0.000164154913716345,0.000244449111432961,0.00012955810316574,0.000222739778711025,0.000134630409606175,0.000194506289191058,0.0000971441204630987,0.000447751972194623,0.00013028199034439,0.000125842392856214,0.000296876435151743,0.000205099967933982,0.00011980583001037,0.0000785496066421867,0.000358556888744243,0.000351568871008307,0.0000961405489980312,0.000110985824602529,0.000326200780731901,0.000301775763675152,0.000247291351632276,0.000156515533247784,0.000110452176503623,0.000291936440321383,0.000190503458820792,0.000193424243002914,0.00036421376309442,0.000319583389135248,0.000353409558119493,0.000101909867450882,0.000403119890837519,0.000404726447495398,0.000317338929648182,0.000102288520677813,0.0000848903666222449,0.000310699700440325,0.000393246997008222,0.000190306306701916,0.000192242791352626,0.00022220403677761,0.000111749511264316,0.0000875810335495595,0.000303323713438461
232,-2.0213743003730852E-6,0.000112791633517469,0.000228417795726925,0.000466178330286311,0.000691732270802943,0.000934100789890993,0.00116400121238995,0.000169655174622175,0.000555038748316642,0.0000752449982424266,0.000101318543055303,0.0000885837687153654,0.000121141618467438,0.000198538144647603,0.000231342207546362,0.000123349902181917,0.000245862335819403,0.000174678106700406,0.000436527607054335,0.000124928417028551,0.000376093953414952,0.00016878084759929,0.000144058380341746,0.0000911386486845397,0.000214941760542675,0.000155712069110167,0.000160211063081462,0.000135235908730366,0.000174582432366033,0.000284162779157916,0.000132833350326731,0.000222612345386824,0.000138368670326787,0.000214776918642788,0.0000982298090001273,0.000519234324027468,0.000103566779483906,0.000128886037202282,0.000343699831903523,0.000234657803089378,0.00012141096213397,0.0000758137870443229,0.000416367221239229,0.00037059264470302,0.0000979476938925863,0.000108941984086605,0.000372121852796828,0.000349271775099155,0.000283859583976578,0.000146942581399872,0.000110730714460678,0.000347457004892974,0.000209127441046578,0.000218583858508706,0.000435797212785128,0.000366435608130862,0.000374246618532195,0.0000991762973223506,0.000477580639880959,0.000448836839246201,0.000365427489771468,0.000100146188158962,0.0000827137835266862,0.000378918687397391,0.00045075489524608,0.000208099184266931,0.000216239484500751,0.000221593831979597,0.000109882254343903,0.0000882715377826132,0.000349241085153136
233,-3.3482981309601546E-6,0.000118690604192633,0.000242095884641685,0.000496834248783082,0.00073814533086191,0.000997093735489054,0.00124268026457312,0.000172658737220655,0.000628126817087179,0.0000681475070074293,0.0000958200646676902,0.0000810112478160242,0.000122609423643018,0.000215155808661252,0.000259732800905964,0.000124385344255318,0.00025664056386805,0.000177980256579785,0.000477105557480284,0.000120630828459712,0.000442545353295085,0.000173196532450595,0.000144661359659609,0.0000917068330311988,0.000238798641199466,0.000168532071290108,0.000165066284794084,0.000139918877170837,0.000185009951015722,0.000323876446882873,0.000136108597487721,0.000222484912062622,0.000142106931047399,0.000235047548094519,0.0000993154975371558,0.000590716675860314,0.0000768515686234202,0.000131929681548351,0.000390523228655302,0.000264215638244773,0.00012301609425757,0.0000730779674464592,0.000474177553734218,0.000389616418397734,0.0000997548387871415,0.000106898143570681,0.000418042924861754,0.000396767786523157,0.000320427816320882,0.000137369629551959,0.000111009252417733,0.000402977569464565,0.000227751423272363,0.000243743474014499,0.00050738066247584,0.000413287827126475,0.000395083678944896,0.0000964427271938191,0.000552041388924399,0.000492947230997005,0.000413516049894752,0.00009800385564011,0.0000805372004311274,0.000447137674354454,0.000508262793483939,0.000225892061831946,0.000240236177648876,0.000220983627181584,0.000108014997423491,0.0000889620420156668,0.000395158456867812
234,-4.6752219615472782E-6,0.000124589574867796,0.000255773973556446,0.000527490167279852,0.000784558390920877,0.00106008668108712,0.00132135931675629,0.000175662299819136,0.000701214885857716,0.000061050015772432,0.0000903215862800774,0.0000734387269166828,0.000124077228818599,0.000231773472674902,0.000288123394265567,0.000125420786328718,0.000267418791916697,0.000181282406459164,0.000517683507906234,0.000116333239890874,0.000508996753175216,0.0001776122173019,0.000145264338977471,0.0000922750173778578,0.000262655521856257,0.000181352073470049,0.000169921506506706,0.000144601845611307,0.00019543746966541,0.000363590114607829,0.000139383844648712,0.000222357478738421,0.000145845191768011,0.000255318177546249,0.000100401186074184,0.000662199027693159,0.0000501363577629357,0.000134973325894419,0.000437346625407082,0.000293773473400168,0.00012462122638117,0.0000703421478485954,0.000531987886229204,0.000408640192092447,0.000101561983681697,0.000104854303054757,0.000463963996926681,0.00044426379794716,0.000356996048665187,0.000127796677704046,0.000111287790374788,0.000458498134036155,0.000246375405498149,0.000268903089520292,0.000578964112166552,0.000460140046122088,0.000415920739357597,0.0000937091570652875,0.000626502137967843,0.000537057622747809,0.000461604610018039,0.0000958615231212585,0.0000783606173355687,0.000515356661311521,0.000565770691721796,0.000243684939396961,0.000264232870797002,0.00022037342238357,0.000106147740503079,0.0000896525462487205,0.000441075828582488
235,-6.0021457921343477E-6,0.00013048854554296,0.000269452062471206,0.000558146085776623,0.000830971450979842,0.00112307962668518,0.00140003836893946,0.000178665862417616,0.000774302954628256,0.0000539525245374347,0.0000848231078924646,0.0000658662060173416,0.000125545033994179,0.000248391136688551,0.00031651398762517,0.000126456228402119,0.000278197019965344,0.000184584556338543,0.000558261458332184,0.000112035651322035,0.000575448153055347,0.000182027902153205,0.000145867318295334,0.0000928432017245168,0.000286512402513047,0.00019417207564999,0.000174776728219327,0.000149284814051778,0.000205864988315098,0.000403303782332784,0.000142659091809703,0.000222230045414219,0.000149583452488623,0.00027558880699798,0.000101486874611213,0.000733681379526008,0.0000234211469024503,0.000138016970240488,0.000484170022158862,0.000323331308555564,0.00012622635850477,0.0000676063282507316,0.000589798218724192,0.000427663965787161,0.000103369128576252,0.000102810462538833,0.000509885068991607,0.000491759809371164,0.000393564281009491,0.000118223725856133,0.000111566328331843,0.000514018698607746,0.000264999387723935,0.000294062705026085,0.00065054756185726,0.000506992265117702,0.000436757799770298,0.000090975586936756,0.000700962887011283,0.000581168014498614,0.000509693170141323,0.0000937191906024069,0.00007618403424001,0.000583575648268588,0.000623278589959655,0.000261477816961977,0.000288229563945127,0.000219763217585557,0.000104280483582666,0.0000903430504817741,0.000486993200297164
236,-7.3290696227214713E-6,0.000136387516218124,0.000283130151385966,0.000588802004273394,0.000877384511038809,0.00118607257228324,0.00147871742112263,0.000181669425016097,0.000847391023398793,0.0000468550333024371,0.0000793246295048519,0.0000582936851180002,0.000127012839169759,0.000265008800702201,0.000344904580984773,0.00012749167047552,0.000288975248013992,0.000187886706217922,0.000598839408758135,0.000107738062753196,0.000641899552935478,0.00018644358700451,0.000146470297613196,0.0000934113860711759,0.000310369283169838,0.000206992077829932,0.000179631949931949,0.000153967782492249,0.000216292506964786,0.00044301745005774,0.000145934338970693,0.000222102612090018,0.000153321713209235,0.00029585943644971,0.000102572563148241,0.000805163731358853,-0.00000329406395803509,0.000141060614586556,0.000530993418910641,0.000352889143710958,0.00012783149062837,0.0000648705086528677,0.000647608551219179,0.000446687739481875,0.000105176273470807,0.000100766622022909,0.000555806141056534,0.000539255820795167,0.000430132513353795,0.00010865077400822,0.000111844866288898,0.000569539263179337,0.00028362336994972,0.000319222320531877,0.000722131011547972,0.000553844484113315,0.000457594860183,0.0000882420168082244,0.000775423636054724,0.000625278406249418,0.000557781730264609,0.0000915768580835554,0.0000740074511444512,0.000651794635225654,0.000680786488197513,0.000279270694526991,0.000312226257093253,0.000219153012787544,0.000102413226662254,0.0000910335547148278,0.00053291057201184
237,-8.6559934533085407E-6,0.000142286486893288,0.000296808240300726,0.000619457922770164,0.000923797571097776,0.0012490655178813,0.0015573964733058,0.000184672987614577,0.000920479092169333,0.0000397575420674398,0.0000738261511172393,0.000050721164218659,0.000128480644345339,0.000281626464715851,0.000373295174344375,0.00012852711254892,0.000299753476062639,0.000191188856097301,0.000639417359184085,0.000103440474184357,0.000708350952815609,0.000190859271855815,0.000147073276931058,0.0000939795704178349,0.000334226163826628,0.000219812080009873,0.000184487171644571,0.00015865075093272,0.000226720025614475,0.000482731117782697,0.000149209586131684,0.000221975178765817,0.000157059973929847,0.000316130065901441,0.00010365825168527,0.000876646083191698,-0.0000300092748185196,0.000144104258932624,0.000577816815662421,0.000382446978866353,0.00012943662275197,0.000062134689055004,0.000705418883714167,0.000465711513176588,0.000106983418365362,0.000098722781506985,0.000601727213121461,0.000586751832219169,0.000466700745698098,0.0000990778221603072,0.000112123404245952,0.000625059827750929,0.000302247352175506,0.00034438193603767,0.000793714461238684,0.00060069670310893,0.000478431920595701,0.0000855084466796929,0.000849884385098167,0.000669388798000221,0.000605870290387896,0.0000894345255647039,0.0000718308680488925,0.000720013622182721,0.00073829438643537,0.000297063572092007,0.000336222950241378,0.000218542807989531,0.000100545969741842,0.0000917240589478814,0.000578827943726516
