Run Number:,1,...3,Date:,20201110,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
ENTER SCAN DATA HERE,Sample Name,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Wavelength,0,100,200,400,600,800,1000,81,54,44,76,56,66,39,17,34,48,41,59,47,13,31,49,25,60,43,42,45,50,65,32,82,20,61,6,46,36,38,37,11,52,40,55,23,14,8,58,18,35,53,33,9,12,15,5,7,26,51,19,1,2,3,16,21,30,10,28,27,22,24,29,4
206,1.3493660708709446E-4,-0.00000486639359992703,-0.000126060265199322,-0.000326703122545144,-0.00052889733314688,-0.000712114729415146,-0.000910721440201101,-0.000423411861129713,0.0001366600510757,0.000221327268839442,-0.000566641571273402,-0.000728280915568655,0.0000760657215067722,-0.00125657772001955,0.000104348295997412,0.000327063156530945,0.000306359065515464,0.000128745289090204,0.0000797483752070653,0.000159478528480526,0.000176651551536924,-0.000688102101965573,-0.000542732949356227,0.000227525756778104,-0.000270187731350712,0.000219744577836877,0.000255158637315492,0.000217984227557652,-0.000802422807758631,0.00012522205530902,-0.00103116086135559,0.000198744968328278,-0.000770392701906238,0.0000698682116498766,0.000244793060091545,0.0000910575502682364,0.000168127317693162,-0.000417304797666344,-0.000208798434260702,-0.000546372521933382,-0.000407865758600292,0.000123919479894265,0.0000895774865474844,-0.000248182215090507,-0.000153067407882343,-0.000621774534956687,-0.000755302222974076,0.00009148881210322,0.000162506939987823,-0.00131717112924257,0.000335333062333758,-0.000915449497697267,0.000229407515398585,-0.000440781672677507,-0.000469702224057496,0.000314619340694512,0.000161951865308382,-0.000165194056064658,-0.00051863886165679,-0.000875750276624064,0.000128013480788078,0.000147255789040312,-0.00134406947272629,-0.000659654319152691,0.000355723740313682,0.000690413734711463,0.0000795941033762523,0.000188030374070065,0.000113354324101444,-0.00000239299791860098,0.000246967880420734,-0.00023434805490149
207,1.3031737845509541E-4,0.00000024063502522347,-0.000111936658054776,-0.000296000701739636,-0.000481525187305465,-0.00064865189527363,-0.000830614026983891,-0.000391565146397676,0.000136031966610079,0.000216903203133933,-0.000533999292850966,-0.000687109401752241,0.0000785459004779955,-0.00119218599310946,0.000105440949872183,0.000319925868595136,0.000303210599682157,0.00012791950285157,0.0000818570193174228,0.000160411337685979,0.000176327067376045,-0.000645294050038089,-0.000506078638614947,0.000222185033500105,-0.000252601101011732,0.00021389734548734,0.000248727767128495,0.000213026900225718,-0.000762596281513555,0.000125609776722426,-0.000974055429918391,0.000203416759724058,-0.000726379831304108,0.0000722141742527603,0.000202239323350071,0.0000963921934321104,0.000165144955363501,-0.000392148317153079,-0.000193163139931064,-0.000513398598951712,-0.000383593561463762,0.000123809217852482,0.0000899715190920623,-0.000231247232170355,-0.000139789128427284,-0.000583527684853874,-0.000712647739868471,0.0000925748045855011,0.000160487147967938,-0.0012501685213488,0.000328714791146256,-0.000871677100987334,0.000226480490487719,-0.000414512139332167,-0.000440959939593529,0.000307280311045885,0.000159210436605249,-0.000151507853131049,-0.00048707941809437,-0.000823703352293974,0.000128086694058909,0.000146341760879932,-0.00127635010062299,-0.000622491202449448,0.000348349476565748,0.000665807736901426,0.0000849074541988651,0.000184131549508372,0.000114231560987313,0.00000345368284838054,0.000242147220394808,-0.000217024023338834
208,1.2569814982309646E-4,0.00000534766365037375,-0.0000978130509102317,-0.000265298280934128,-0.000434153041464049,-0.000585189061132113,-0.000750506613766678,-0.00035971843166564,0.000135403882144458,0.000212479137428423,-0.00050135701442853,-0.000645937887935825,0.0000810260794492189,-0.00112779426619937,0.000106533603746954,0.000312788580659326,0.00030006213384885,0.000127093716612935,0.0000839656634277803,0.000161344146891431,0.000176002583215167,-0.000602485998110606,-0.000469424327873665,0.000216844310222106,-0.000235014470672752,0.000208050113137803,0.000242296896941498,0.000208069572893785,-0.000722769755268478,0.000125997498135832,-0.000916949998481187,0.000208088551119839,-0.000682366960701978,0.0000745601368556438,0.000159685586608595,0.000101726836595984,0.00016216259303384,-0.000366991836639814,-0.000177527845601426,-0.000480424675970042,-0.000359321364327231,0.0001236989558107,0.0000903655516366402,-0.000214312249250204,-0.000126510848972227,-0.00054528083475106,-0.000669993256762867,0.0000936607970677822,0.000158467355948053,-0.00118316591345503,0.000322096519958754,-0.000827904704277403,0.000223553465576853,-0.000388242605986826,-0.000412217655129563,0.000299941281397258,0.000156469007902115,-0.00013782165019744,-0.000455519974531951,-0.000771656427963886,0.000128159907329741,0.000145427732719553,-0.00120863072851969,-0.000585328085746205,0.000340975212817813,0.000641201739091389,0.0000902208050214777,0.00018023272494668,0.000115108797873182,0.00000930036361536206,0.000237326560368881,-0.000199699991776178
209,1.2107892119109741E-4,0.000010454692275524,-0.000083689443765687,-0.00023459586012862,-0.000386780895622633,-0.000521726226990597,-0.000670399200549468,-0.000327871716933603,0.000134775797678837,0.000208055071722913,-0.000468714736006094,-0.00060476637411941,0.0000835062584204422,-0.00106340253928928,0.000107626257621725,0.000305651292723518,0.000296913668015543,0.000126267930374301,0.0000860743075381378,0.000162276956096883,0.000175678099054288,-0.000559677946183123,-0.000432770017132385,0.000211503586944107,-0.000217427840333772,0.000202202880788266,0.000235866026754501,0.000203112245561852,-0.000682943229023403,0.000126385219549238,-0.000859844567043983,0.000212760342515619,-0.000638354090099848,0.0000769060994585274,0.000117131849867121,0.000107061479759858,0.000159180230704179,-0.00034183535612655,-0.000161892551271787,-0.000447450752988372,-0.0003350491671907,0.000123588693768917,0.0000907595841812181,-0.000197377266330052,-0.000113232569517169,-0.000507033984648245,-0.000627338773657261,0.0000947467895500633,0.000156447563928167,-0.00111616330556126,0.000315478248771252,-0.000784132307567471,0.000220626440665987,-0.000361973072641486,-0.000383475370665597,0.000292602251748631,0.000153727579198982,-0.000124135447263831,-0.000423960530969531,-0.000719609503633796,0.000128233120600572,0.000144513704559173,-0.0011409113564164,-0.000548164969042962,0.000333600949069879,0.000616595741281352,0.0000955341558440904,0.000176333900384987,0.000115986034759052,0.0000151470443823434,0.000232505900342955,-0.000182375960213523
210,1.1645969255909847E-4,0.0000155617209006745,-0.0000695658366211423,-0.000203893439323112,-0.000339408749781217,-0.00045826339284908,-0.000590291787332258,-0.000296025002201566,0.000134147713213216,0.000203631006017404,-0.000436072457583659,-0.000563594860302994,0.0000859864373916654,-0.00099901081237919,0.000108718911496497,0.000298514004787709,0.000293765202182236,0.000125442144135666,0.0000881829516484952,0.000163209765302335,0.00017535361489341,-0.00051686989425564,-0.000396115706391104,0.000206162863666109,-0.000199841209994792,0.00019635564843873,0.000229435156567504,0.000198154918229919,-0.000643116702778326,0.000126772940962643,-0.00080273913560678,0.000217432133911399,-0.000594341219497717,0.0000792520620614111,0.0000745781131256448,0.000112396122923732,0.000156197868374518,-0.000316678875613285,-0.000146257256942148,-0.000414476830006702,-0.000310776970054169,0.000123478431727135,0.000091153616725796,-0.0001804422834099,-0.0000999542900621108,-0.000468787134545432,-0.000584684290551656,0.0000958327820323444,0.000154427771908282,-0.00104916069766749,0.00030885997758375,-0.000740359910857538,0.000217699415755122,-0.000335703539296147,-0.00035473308620163,0.000285263222100004,0.000150986150495848,-0.000110449244330222,-0.000392401087407111,-0.000667562579303707,0.000128306333871403,0.000143599676398793,-0.0010731919843131,-0.000511001852339718,0.000326226685321945,0.000591989743471315,0.000100847506666703,0.000172435075823294,0.000116863271644921,0.0000209937251493249,0.000227685240317029,-0.000165051928650867
211,1.1184046392709941E-4,0.0000206687495258248,-0.0000554422294765976,-0.000173191018517604,-0.000292036603939802,-0.000394800558707562,-0.000510184374115048,-0.000264178287469529,0.000133519628747595,0.000199206940311894,-0.000403430179161222,-0.000522423346486578,0.0000884666163628888,-0.0009346190854691,0.000109811565371268,0.0002913767168519,0.000290616736348929,0.000124616357897032,0.0000902915957588527,0.000164142574507788,0.000175029130732531,-0.000474061842328157,-0.000359461395649823,0.00020082214038811,-0.000182254579655812,0.000190508416089193,0.000223004286380507,0.000193197590897986,-0.000603290176533249,0.000127160662376049,-0.000745633704169576,0.000222103925307179,-0.000550328348895587,0.0000815980246642947,0.0000320243763841706,0.000117730766087606,0.000153215506044857,-0.000291522395100021,-0.00013062196261251,-0.000381502907025031,-0.000286504772917639,0.000123368169685352,0.0000915476492703739,-0.000163507300489748,-0.0000866760106070525,-0.000430540284442619,-0.000542029807446052,0.0000969187745146255,0.000152407979888396,-0.00098215808977372,0.000302241706396248,-0.000696587514147607,0.000214772390844256,-0.000309434005950806,-0.000325990801737664,0.000277924192451378,0.000148244721792715,-0.0000967630413966137,-0.000360841643844691,-0.000615515654973619,0.000128379547142235,0.000142685648238414,-0.0010054726122098,-0.000473838735636476,0.000318852421574011,0.000567383745661279,0.000106160857489316,0.000168536251261602,0.00011774050853079,0.0000268404059163062,0.000222864580291102,-0.000147727897088211
212,1.0722123529510047E-4,0.0000257757781509751,-0.0000413186223320529,-0.000142488597712096,-0.000244664458098386,-0.000331337724566045,-0.000430076960897835,-0.000232331572737493,0.000132891544281974,0.000194782874606384,-0.000370787900738786,-0.000481251832670164,0.0000909467953341121,-0.00087022735855901,0.000110904219246039,0.000284239428916091,0.000287468270515622,0.000123790571658398,0.0000924002398692102,0.00016507538371324,0.000174704646571653,-0.000431253790400673,-0.000322807084908543,0.000195481417110111,-0.000164667949316832,0.000184661183739656,0.00021657341619351,0.000188240263566053,-0.000563463650288174,0.000127548383789455,-0.000688528272732372,0.00022677571670296,-0.000506315478293457,0.0000839439872671783,-0.0000105293603573052,0.00012306540925148,0.000150233143715196,-0.000266365914586756,-0.000114986668282872,-0.000348528984043361,-0.000262232575781108,0.00012325790764357,0.0000919416818149518,-0.000146572317569597,-0.0000733977311519946,-0.000392293434339804,-0.000499375324340447,0.0000980047669969066,0.000150388187868511,-0.00091515548187995,0.000295623435208746,-0.000652815117437674,0.00021184536593339,-0.000283164472605466,-0.000297248517273698,0.000270585162802751,0.000145503293089581,-0.0000830768384630048,-0.000329282200282271,-0.000563468730643529,0.000128452760413066,0.000141771620078034,-0.0009377532401065,-0.000436675618933232,0.000311478157826077,0.000542777747851241,0.000111474208311929,0.000164637426699909,0.000118617745416659,0.0000326870866832877,0.000218043920265176,-0.000130403865525555
213,1.0260200666310153E-4,0.0000308828067761256,-0.0000271950151875082,-0.000111786176906588,-0.00019729231225697,-0.000267874890424529,-0.000349969547680625,-0.000200484858005457,0.000132263459816353,0.000190358808900875,-0.00033814562231635,-0.000440080318853748,0.0000934269743053355,-0.000805835631648919,0.00011199687312081,0.000277102140980282,0.000284319804682315,0.000122964785419763,0.0000945088839795676,0.000166008192918692,0.000174380162410775,-0.00038844573847319,-0.000286152774167261,0.000190140693832112,-0.000147081318977852,0.00017881395139012,0.000210142546006513,0.000183282936234119,-0.000523637124043097,0.000127936105202861,-0.000631422841295169,0.00023144750809874,-0.000462302607691327,0.000086289949870062,-0.0000530830970987793,0.000128400052415354,0.000147250781385535,-0.000241209434073492,-0.0000993513739532331,-0.000315555061061691,-0.000237960378644578,0.000123147645601787,0.0000923357143595297,-0.000129637334649445,-0.0000601194516969368,-0.000354046584236991,-0.000456720841234841,0.0000990907594791877,0.000148368395848626,-0.00084815287398618,0.000289005164021244,-0.000609042720727742,0.000208918341022525,-0.000256894939260126,-0.000268506232809731,0.000263246133154124,0.000142761864386448,-0.0000693906355293959,-0.000297722756719851,-0.000511421806313441,0.000128525973683897,0.000140857591917654,-0.000870033868003202,-0.00039951250222999,0.000304103894078142,0.000518171750041205,0.000116787559134541,0.000160738602138217,0.000119494982302528,0.000038533767450269,0.00021322326023925,-0.0001130798339629
214,9.7982778031102582E-5,0.0000359898354012759,-0.0000130714080429635,-0.0000810837561010802,-0.000149920166415555,-0.000204412056283012,-0.000269862134463415,-0.00016863814327342,0.000131635375350731,0.000185934743195365,-0.000305503343893914,-0.000398908805037334,0.0000959071532765588,-0.000741443904738829,0.000113089526995581,0.000269964853044472,0.000281171338849008,0.000122138999181129,0.0000966175280899252,0.000166941002124144,0.000174055678249896,-0.000345637686545707,-0.000249498463425981,0.000184799970554114,-0.000129494688638872,0.000172966719040583,0.000203711675819516,0.000178325608902186,-0.000483810597798021,0.000128323826616267,-0.000574317409857965,0.000236119299494521,-0.000418289737089197,0.0000886359124729455,-0.0000956368338402552,0.000133734695579228,0.000144268419055874,-0.000216052953560227,-0.0000837160796235948,-0.000282581138080021,-0.000213688181508047,0.000123037383560005,0.0000927297469041076,-0.000112702351729293,-0.0000468411722418785,-0.000315799734134177,-0.000414066358129237,0.000100176751961469,0.00014634860382874,-0.00078115026609241,0.000282386892833742,-0.000565270324017811,0.000205991316111659,-0.000230625405914785,-0.000239763948345764,0.000255907103505497,0.000140020435683314,-0.0000557044325957871,-0.000266163313157431,-0.000459374881983351,0.000128599186954729,0.000139943563757275,-0.000802314495899903,-0.000362349385526746,0.000296729630330208,0.000493565752231168,0.000122100909957154,0.000156839777576524,0.000120372219188397,0.0000443804482172505,0.000208402600213323,-0.0000957558024002434
215,9.3363549399103421E-5,0.0000410968640264262,0.00000105219910158123,-0.0000503813352955721,-0.000102548020574139,-0.000140949222141496,-0.000189754721246202,-0.000136791428541383,0.00013100729088511,0.000181510677489855,-0.000272861065471478,-0.000357737291220918,0.0000983873322477822,-0.000677052177828739,0.000114182180870353,0.000262827565108664,0.000278022873015701,0.000121313212942494,0.0000987261722002826,0.000167873811329597,0.000173731194089018,-0.000302829634618224,-0.0002128441526847,0.000179459247276115,-0.000111908058299893,0.000167119486691046,0.000197280805632519,0.000173368281570253,-0.000443984071552946,0.000128711548029672,-0.000517211978420759,0.000240791090890301,-0.000374276866487066,0.0000909818750758291,-0.000138190570581729,0.000139069338743103,0.000141286056726213,-0.000190896473046962,-0.0000680807852939565,-0.00024960721509835,-0.000189415984371517,0.000122927121518222,0.0000931237794486855,-0.0000957673688091413,-0.0000335628927868206,-0.000277552884031364,-0.000371411875023632,0.00010126274444375,0.000144328811808855,-0.00071414765819864,0.00027576862164624,-0.000521497927307877,0.000203064291200793,-0.000204355872569445,-0.000211021663881798,0.000248568073856871,0.000137279006980181,-0.0000420182296621782,-0.000234603869595011,-0.000407327957653263,0.00012867240022556,0.000139029535596895,-0.000734595123796604,-0.000325186268823503,0.000289355366582274,0.000468959754421131,0.000127414260779767,0.000152940953014832,0.000121249456074266,0.0000502271289842318,0.000203581940187397,-0.0000784317708375877
216,8.8744320767104477E-5,0.0000462038926515767,0.0000151758062461259,-0.0000196789144900639,-0.0000551758747327231,-0.0000774863879999792,-0.000109647308028992,-0.000104944713809347,0.000130379206419489,0.000177086611784346,-0.000240218787049042,-0.000316565777404501,0.000100867511219005,-0.000612660450918649,0.000115274834745124,0.000255690277172855,0.000274874407182394,0.00012048742670386,0.00010083481631064,0.000168806620535049,0.000173406709928139,-0.000260021582690739,-0.00017618984194342,0.000174118523998116,-0.0000943214279609124,0.00016127225434151,0.000190849935445522,0.00016841095423832,-0.000404157545307869,0.000129099269443078,-0.000460106546983556,0.000245462882286081,-0.000330263995884936,0.0000933278376787128,-0.000180744307323205,0.000144403981906977,0.000138303694396552,-0.000165739992533697,-0.0000524454909643177,-0.000216633292116681,-0.000165143787234986,0.00012281685947644,0.0000935178119932635,-0.0000788323858889896,-0.0000202846133317627,-0.000239306033928549,-0.000328757391918028,0.000102348736926031,0.000142309019788969,-0.00064714505030487,0.000269150350458738,-0.000477725530597946,0.000200137266289928,-0.000178086339224105,-0.000182279379417832,0.000241229044208244,0.000134537578277047,-0.0000283320267285693,-0.000203044426032591,-0.000355281033323173,0.000128745613496391,0.000138115507436515,-0.000666875751693306,-0.000288023152120261,0.00028198110283434,0.000444353756611094,0.000132727611602379,0.000149042128453139,0.000122126692960135,0.0000560738097512134,0.000198761280161471,-0.000061107739274932
217,8.4125092135105533E-5,0.0000513109212767269,0.0000292994133906706,0.0000110235063154442,-0.00000780372889130736,-0.0000140235538584627,-0.0000295398948117823,-0.0000730979990773099,0.000129751121953868,0.000172662546078836,-0.000207576508626606,-0.000275394263588087,0.000103347690190229,-0.000548268724008559,0.000116367488619895,0.000248552989237046,0.000271725941349087,0.000119661640465226,0.000102943460420998,0.000169739429740501,0.000173082225767261,-0.000217213530763255,-0.000139535531202137,0.000168777800720117,-0.0000767347976219327,0.000155425021991973,0.000184419065258525,0.000163453626906387,-0.000364331019062792,0.000129486990856484,-0.000403001115546352,0.000250134673681861,-0.000286251125282806,0.0000956738002815964,-0.000223298044064679,0.000149738625070851,0.000135321332066891,-0.000140583512020433,-0.0000368101966346794,-0.000183659369135011,-0.000140871590098455,0.000122706597434657,0.0000939118445378414,-0.0000618974029688375,-0.00000700633387670487,-0.000201059183825736,-0.000286102908812423,0.000103434729408312,0.000140289227769084,-0.0005801424424111,0.000262532079271236,-0.000433953133888013,0.000197210241379062,-0.000151816805878765,-0.000153537094953866,0.000233890014559617,0.000131796149573913,-0.0000146458237949608,-0.000171484982470172,-0.000303234108993085,0.000128818826767223,0.000137201479276136,-0.000599156379590007,-0.000250860035417017,0.000274606839086406,0.000419747758801057,0.000138040962424992,0.000145143303891446,0.000123003929846004,0.0000619204905181947,0.000193940620135545,-0.0000437837077122763
218,7.9505863503106589E-5,0.0000564179499018772,0.0000434230205352154,0.0000417259271209523,0.0000395684169501084,0.0000494392802830538,0.0000505675184054311,-0.000041251284345273,0.000129123037488247,0.000168238480373326,-0.00017493423020417,-0.000234222749771671,0.000105827869161452,-0.000483876997098469,0.000117460142494666,0.000241415701301237,0.00026857747551578,0.000118835854226591,0.000105052104531355,0.000170672238945954,0.000172757741606382,-0.000174405478835772,-0.000102881220460857,0.000163437077442119,-0.0000591481672829524,0.000149577789642436,0.000177988195071528,0.000158496299574454,-0.000324504492817717,0.00012987471226989,-0.000345895684109148,0.000254806465077642,-0.000242238254680676,0.0000980197628844801,-0.000265851780806155,0.000155073268234725,0.00013233896973723,-0.000115427031507168,-0.0000211749023050411,-0.00015068544615334,-0.000116599392961925,0.000122596335392875,0.0000943058770824193,-0.0000449624200486859,0.00000627194557835343,-0.000162812333722923,-0.000243448425706817,0.000104520721890593,0.000138269435749199,-0.000513139834517331,0.000255913808083734,-0.000390180737178081,0.000194283216468196,-0.000125547272533425,-0.000124794810489899,0.00022655098491099,0.00012905472087078,-0.000000959620861351942,-0.000139925538907752,-0.000251187184662997,0.000128892040038054,0.000136287451115756,-0.000531437007486708,-0.000213696918713775,0.000267232575338472,0.00039514176099102,0.000143354313247605,0.000141244479329754,0.000123881166731873,0.0000677671712851762,0.000189119960109618,-0.0000264596761496202
219,7.4886634871107428E-5,0.0000615249785270277,0.0000575466276797601,0.0000724283479264596,0.0000869405627915241,0.000112902114424572,0.000130674931622641,-0.0000094045696132361,0.000128494953022626,0.000163814414667817,-0.000142291951781734,-0.000193051235955255,0.000108308048132675,-0.000419485270188379,0.000118552796369437,0.000234278413365427,0.000265429009682473,0.000118010067987957,0.000107160748641713,0.000171605048151406,0.000172433257445504,-0.000131597426908289,-0.0000662269097195765,0.00015809635416412,-0.0000415615369439727,0.000143730557292899,0.000171557324884531,0.00015353897224252,-0.00028467796657264,0.000130262433683295,-0.000288790252671945,0.000259478256473422,-0.000198225384078547,0.000100365725487364,-0.000308405517547629,0.000160407911398599,0.000129356607407569,-0.0000902705509939032,-0.00000553960797540281,-0.00011771152317167,-0.0000923271958253938,0.000122486073351092,0.0000946999096269972,-0.0000280274371285342,0.0000195502250334113,-0.000124565483620108,-0.000200793942601214,0.000105606714372874,0.000136249643729313,-0.000446137226623561,0.000249295536896232,-0.000346408340468148,0.000191356191557331,-0.0000992777391880849,-0.0000960525260259321,0.000219211955262363,0.000126313292167646,0.0000127265820722569,-0.000108366095345332,-0.000199140260332907,0.000128965253308886,0.000135373422955376,-0.00046371763538341,-0.00017653380201053,0.000259858311590537,0.000370535763180983,0.000148667664070217,0.000137345654768061,0.000124758403617742,0.0000736138520521575,0.000184299300083692,-0.00000913564458696449
220,7.0267406239108484E-5,0.000066632007152178,0.0000716702348243048,0.000103130768731968,0.00013431270863294,0.000176364948566089,0.000210782344839851,0.0000224421451187999,0.000127866868557005,0.000159390348962307,-0.000109649673359298,-0.000151879722138841,0.000110788227103899,-0.000355093543278289,0.000119645450244209,0.000227141125429619,0.000262280543849166,0.000117184281749323,0.00010926939275207,0.000172537857356858,0.000172108773284625,-0.0000887893749808057,-0.0000295725989782961,0.000152755630886121,-0.0000239749066049929,0.000137883324943363,0.000165126454697534,0.000148581644910587,-0.000244851440327563,0.000130650155096701,-0.000231684821234741,0.000264150047869203,-0.000154212513476415,0.000102711688090247,-0.000350959254289105,0.000165742554562473,0.000126374245077908,-0.0000651140704806385,0.0000100956863542359,-0.0000847376001899998,-0.0000680549986888639,0.000122375811309309,0.0000950939421715751,-0.0000110924542083826,0.0000328285044884692,-0.0000863186335172943,-0.000158139459495608,0.000106692706855155,0.000134229851709428,-0.000379134618729791,0.00024267726570873,-0.000302635943758216,0.000188429166646465,-0.0000730082058427442,-0.0000673102415619659,0.000211872925613736,0.000123571863464513,0.0000264127850058658,-0.0000768066517829119,-0.000147093336002819,0.000129038466579717,0.000134459394794997,-0.000395998263280111,-0.000139370685307288,0.000252484047842603,0.000345929765370946,0.00015398101489283,0.000133446830206369,0.000125635640503611,0.000079460532819139,0.000179478640057766,0.00000818838697569119
221,6.564817760710954E-5,0.0000717390357773283,0.0000857938419688499,0.000133833189537476,0.000181684854474356,0.000239827782707605,0.000290889758057061,0.0000542888598508368,0.000127238784091384,0.000154966283256797,-0.0000770073949368615,-0.000110708208322425,0.000113268406075122,-0.0002907018163682,0.00012073810411898,0.00022000383749381,0.000259132078015859,0.000116358495510688,0.000111378036862428,0.00017347066656231,0.000171784289123747,-0.0000459813230533224,0.00000708171176298442,0.000147414907608122,-0.00000638827626601264,0.000132036092593826,0.000158695584510537,0.000143624317578654,-0.000205024914082488,0.000131037876510107,-0.000174579389797537,0.000268821839264983,-0.000110199642874285,0.000105057650693131,-0.000393512991030579,0.000171077197726347,0.000123391882748247,-0.0000399575899673738,0.0000257309806838742,-0.00005176367720833,-0.0000437828015523332,0.000122265549267527,0.000095487974716153,0.0000058425287117695,0.000046106783943527,-0.0000480717834144811,-0.000115484976390003,0.000107778699337436,0.000132210059689542,-0.000312132010836021,0.000236058994521228,-0.000258863547048285,0.000185502141735599,-0.0000467386724974043,-0.0000385679570979996,0.00020453389596511,0.00012083043476138,0.0000400989879394747,-0.0000452472082204921,-0.0000950464116727286,0.000129111679850548,0.000133545366634617,-0.000328278891176812,-0.000102207568604044,0.000245109784094669,0.000321323767560909,0.000159294365715443,0.000129548005644676,0.00012651287738948,0.0000853072135861205,0.000174657980031839,0.0000255124185383469
222,6.1028948975110596E-5,0.0000768460644024788,0.0000999174491133946,0.000164535610342984,0.000229057000315771,0.000303290616849122,0.000370997171274274,0.0000861355745828737,0.000126610699625763,0.000150542217551288,-0.0000443651165144259,-0.0000695366945060103,0.000115748585046345,-0.00022631008945811,0.000121830757993751,0.000212866549558001,0.000255983612182552,0.000115532709272054,0.000113486680972785,0.000174403475767763,0.000171459804962868,-0.00000317327112583921,0.0000437360225042666,0.000142074184330124,0.0000111983540729672,0.000126188860244289,0.00015226471432354,0.000138666990246721,-0.000165198387837412,0.000131425597923513,-0.000117473958360334,0.000273493630660763,-0.0000661867722721553,0.000107403613296015,-0.000436066727772055,0.000176411840890221,0.000120409520418586,-0.000014801109454109,0.0000413662750135125,-0.0000187897542266594,-0.0000195106044158025,0.000122155287225744,0.0000958820072607309,0.0000227775116319212,0.0000593850633985853,-0.00000982493331166782,-0.0000728304932843989,0.000108864691819717,0.000130190267669657,-0.000245129402942251,0.000229440723333726,-0.000215091150338352,0.000182575116824734,-0.0000204691391520644,-0.0000098256726340333,0.000197194866316483,0.000118089006058246,0.0000537851908730836,-0.0000136877646580722,-0.0000429994873426404,0.00012918489312138,0.000132631338474237,-0.000260559519073514,-0.0000650444519008017,0.000237735520346735,0.000296717769750873,0.000164607716538055,0.000125649181082984,0.000127390114275349,0.0000911538943531018,0.000169837320005913,0.000042836450101003
223,5.6409720343111435E-5,0.0000819530930276291,0.000114041056257939,0.000195238031148492,0.000276429146157187,0.000366753450990638,0.000451104584491484,0.000117982289314911,0.000125982615160142,0.000146118151845778,-0.0000117228380919895,-0.0000283651806895942,0.000118228764017569,-0.00016191836254802,0.000122923411868522,0.000205729261622192,0.000252835146349245,0.000114706923033419,0.000115595325083143,0.000175336284973215,0.00017113532080199,0.000039634780801644,0.0000803903332455471,0.000136733461052125,0.0000287849844119469,0.000120341627894752,0.000145833844136543,0.000133709662914788,-0.000125371861592337,0.000131813319336918,-0.00006036852692313,0.000278165422056543,-0.0000221739016700254,0.000109749575898898,-0.000478620464513529,0.000181746484054095,0.000117427158088925,0.0000103553710591557,0.0000570015693431513,0.0000141841687550104,0.00000476159272072823,0.000122045025183962,0.0000962760398053088,0.0000397124945520728,0.0000726633428536432,0.0000284219167911472,-0.0000301760101787934,0.000109950684301998,0.000128170475649772,-0.000178126795048481,0.000222822452146224,-0.00017131875362842,0.000179648091913868,0.00000580039419327636,0.000018916611829933,0.000189855836667856,0.000115347577355113,0.0000674713938066921,0.0000178716789043477,0.00000904743698744957,0.000129258106392211,0.000131717310313858,-0.000192840146970217,-0.0000278813351975594,0.000230361256598801,0.000272111771940835,0.000169921067360668,0.000121750356521291,0.000128267351161218,0.0000970005751200834,0.000165016659979987,0.0000601604816636587
224,5.1790491711112491E-5,0.0000870601216527794,0.000128164663402484,0.000225940451954,0.000323801291998603,0.000430216285132155,0.000531211997708694,0.000149829004046947,0.000125354530694521,0.000141694086140268,0.000020919440330446,0.0000128063331268219,0.000120708942988792,-0.00009752663563793,0.000124016065743293,0.000198591973686383,0.000249686680515938,0.000113881136794785,0.0001177039691935,0.000176269094178667,0.000170810836641111,0.0000824428327291273,0.000117044643986828,0.000131392737774126,0.0000463716147509267,0.000114494395545216,0.000139402973949546,0.000128752335582854,-0.0000855453353472598,0.000132201040750324,-0.00000326309548592633,0.000282837213452324,0.0000218389689321044,0.000112095538501782,-0.000521174201255003,0.000187081127217969,0.000114444795759264,0.0000355118515724204,0.0000726368636727896,0.000047158091736681,0.0000290337898572589,0.000121934763142179,0.0000966700723498867,0.0000566474774722245,0.0000859416223087011,0.0000666687668939604,0.0000124784729268121,0.00011103667678428,0.000126150683629886,-0.000111124187154711,0.000216204180958722,-0.000127546356918487,0.000176721067003002,0.0000320699275386162,0.0000476588962938993,0.000182516807019229,0.000112606148651979,0.000081157596740301,0.0000494311224667676,0.0000610943613175378,0.000129331319663042,0.000130803282153478,-0.000125120774866918,0.00000928178150568469,0.000222986992850867,0.000247505774130799,0.000175234418183281,0.000117851531959599,0.000129144588047087,0.000102847255887065,0.00016019599995406,0.0000774845132263144
