Run Number:,1,...3,Date:,20201110,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
ENTER SCAN DATA HERE,Sample Name,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Wavelength,0,100,200,400,600,800,1000,81,54,44,76,56,66,39,17,34,48,41,59,47,13,31,49,25,60,43,42,45,50,65,32,82,20,61,6,46,36,38,37,11,52,40,55,23,14,8,58,18,35,53,33,9,12,15,5,7,26,51,19,1,2,3,16,21,30,10,28,27,22,24,29,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Aliquot],40.883992959696116,59.9476219688962,151.792816386882,328.067797632402,505.159027958471,680.08332427053,858.001580452059,312.614529026633,33.4761859564755,69.2905543575002,276.539559771261,347.755230784541,48.3978654135328,512.219421341471,37.4750221624483,109.962294715266,95.0832868384355,31.2333355073368,44.1762386875982,53.5073778401422,46.1994855007316,385.150727614565,343.35224108671,73.1900321486987,154.541334521469,71.6093239780323,84.5812861458246,69.2427305164169,303.314782341574,34.0939324996247,480.492707293791,121.434596580871,375.391201529163,44.3635220589186,153.371826846798,95.2606164928978,48.6738305570426,216.526781639101,146.384838747796,288.160029753368,206.703638469018,28.19368404832,22.3049728363041,152.319011132057,130.392296046736,340.362289855706,360.498344557512,33.0908271078626,44.8752307023786,530.314539361103,111.680896486257,323.511985846583,68.9898882879262,225.02593150582,251.652764119009,106.217839528758,46.1334791757277,132.332957671377,276.658885029895,458.104797966617,30.4116215682192,37.5799860008634,531.860966606281,311.840938596668,119.989774267096,266.016573857228,91.1271798570703,57.14110714674,37.3175823598941,71.6203186095272,78.6306135254307,162.636444618455
Dilution factor,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
[Sample],40.883992959696116,59.9476219688962,151.792816386882,328.067797632402,505.159027958471,680.08332427053,858.001580452059,312.614529026633,33.4761859564755,69.2905543575002,276.539559771261,347.755230784541,48.3978654135328,1024.43884268294,37.4750221624483,109.962294715266,95.0832868384355,31.2333355073368,44.1762386875982,53.5073778401422,46.1994855007316,385.150727614565,343.35224108671,73.1900321486987,154.541334521469,71.6093239780323,84.5812861458246,69.2427305164169,303.314782341574,34.0939324996247,960.985414587583,121.434596580871,375.391201529163,44.3635220589186,153.371826846798,95.2606164928978,48.6738305570426,216.526781639101,146.384838747796,288.160029753368,206.703638469018,28.19368404832,22.3049728363041,152.319011132057,130.392296046736,340.362289855706,360.498344557512,33.0908271078626,44.8752307023786,1060.62907872221,111.680896486257,323.511985846583,68.9898882879262,225.02593150582,251.652764119009,106.217839528758,46.1334791757277,132.332957671377,276.658885029895,458.104797966617,30.4116215682192,37.5799860008634,1063.72193321256,311.840938596668,119.989774267096,266.016573857228,91.1271798570703,57.14110714674,37.3175823598941,71.6203186095272,78.6306135254307,162.636444618455
Slope:,3.0000000000000001E-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercept:,4.0000000000000003E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATED DOUBLE DERIVATIVE AT EACH WAVELENGTH BASED ON POLYNOMIAL FIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.6265197887908834E-4,-0.0000355085653508292,-0.00021080190806659,-0.000510917647378192,-0.000813130208195375,-0.00109289173426425,-0.00139136591950437,-0.000614492149521933,0.000140428557869426,0.000247871663072501,-0.000762495241808018,-0.000975309998467148,0.0000611846476794323,-0.00164292808148009,0.0000977923727487846,0.000369886884145799,0.000325249860515306,0.00013370000652201,0.0000670965105449204,0.000153881673247813,0.000178598456502195,-0.000944950413530474,-0.000762658813803912,0.000259570096446096,-0.000375707513384592,0.000254827971934097,0.000293743858437474,0.000247728191549251,-0.00104138196522909,0.000122895726828586,-0.00137379344997882,0.000170714219953596,-0.00103446992551902,0.0000557924360325749,0.000500115480540395,0.0000590496912849922,0.000186021491671128,-0.000568243680745932,-0.000302610200238533,-0.000744216059823403,-0.000553498941419476,0.00012458105214496,0.000087213291280017,-0.000349792112611418,-0.00023273708461269,-0.000851255635573569,-0.00101122912160771,0.0000849728572095336,0.000174625692107136,-0.00171918677660519,0.00037504268945877,-0.00117808387795686,0.000246969664863779,-0.000598398872749548,-0.000642155930841295,0.000358653518586273,0.000178400437527183,-0.000247311273666311,-0.000707995523031311,-0.0011880318226046,0.00012757420116309,0.00015273995800259,-0.00175038570534608,-0.00088263301937215,0.000399969322801287,0.000838049721571685,0.0000477139984405761,0.00021142332144022,0.00010809090278623,-0.0000374730825204895,0.000275891840576292,-0.000338292244277425
201,1.580327502470894E-4,-0.0000304015367256787,-0.000196678300922045,-0.000480215226572684,-0.000765758062353959,-0.00102942890012273,-0.00131125850628716,-0.000582645434789897,0.000139800473403805,0.000243447597366991,-0.000729852963385583,-0.000934138484650734,0.0000636648266506557,-0.00157853635457,0.0000988850266235558,0.000362749596209989,0.000322101394681999,0.000132874220283376,0.0000692051546552779,0.000154814482453265,0.000178273972341316,-0.000902142361602989,-0.000726004503062631,0.000254229373168098,-0.000358120883045611,0.00024898073958456,0.000287312988250477,0.000242770864217318,-0.00100155543898401,0.000123283448241992,-0.00131668801854161,0.000175386011349376,-0.000990457054916889,0.0000581383986354585,0.00045756174379892,0.0000643843344488662,0.000183039129341467,-0.000543087200232668,-0.000286974905908895,-0.000711242136841733,-0.000529226744282945,0.000124470790103177,0.0000876073238245949,-0.000332857129691266,-0.000219458805157632,-0.000813008785470756,-0.0009685746385021,0.0000860588496918146,0.00017260590008725,-0.00165218416871142,0.000368424418271268,-0.00113431148124693,0.000244042639952913,-0.000572129339404208,-0.000613413646377328,0.000351314488937646,0.000175659008824049,-0.000233625070732702,-0.000676436079468891,-0.00113598489827451,0.000127647414433921,0.00015182592984221,-0.00168266633324278,-0.000845469902668906,0.000392595059053353,0.000813443723761647,0.0000530273492631889,0.000207524496878527,0.000108968139672099,-0.0000316264017535079,0.000271071180550366,-0.000320968212714769
202,1.5341352161509034E-4,-0.0000252945081005284,-0.0001825546937775,-0.000449512805767176,-0.000718385916512543,-0.000965966065981214,-0.00123115109306994,-0.00055079872005786,0.000139172388938184,0.000239023531661481,-0.000697210684963146,-0.000892966970834318,0.0000661450056218789,-0.00151414462765991,0.000099977680498327,0.00035561230827418,0.000318952928848692,0.000132048434044741,0.0000713137987656354,0.000155747291658717,0.000177949488180438,-0.000859334309675506,-0.000689350192321351,0.000248888649890099,-0.000340534252706632,0.000243133507235024,0.00028088211806348,0.000237813536885384,-0.000961728912738935,0.000123671169655397,-0.00125958258710441,0.000180057802745157,-0.000946444184314759,0.0000604843612383422,0.000415008007057445,0.0000697189776127402,0.000180056767011806,-0.000517930719719403,-0.000271339611579256,-0.000678268213860063,-0.000504954547146414,0.000124360528061395,0.0000880013563691728,-0.000315922146771114,-0.000206180525702575,-0.000774761935367942,-0.000925920155396494,0.0000871448421740957,0.000170586108067365,-0.00158518156081765,0.000361806147083766,-0.001090539084537,0.000241115615042047,-0.000545859806058867,-0.000584671361913361,0.000343975459289019,0.000172917580120916,-0.000219938867799093,-0.000644876635906471,-0.00108393797394442,0.000127720627704752,0.000150911901681831,-0.00161494696113949,-0.000808306785965663,0.000385220795305419,0.000788837725951611,0.0000583407000858014,0.000203625672316835,0.000109845376557968,-0.0000257797209865266,0.000266250520524439,-0.000303644181152113
203,1.487942929830914E-4,-0.0000201874794753781,-0.000168431086632956,-0.000418810384961668,-0.000671013770671127,-0.000902503231839696,-0.00115104367985273,-0.000518952005325823,0.000138544304472563,0.000234599465955971,-0.00066456840654071,-0.000851795457017902,0.0000686251845931022,-0.00144975290074982,0.000101070334373098,0.000348475020338371,0.000315804463015385,0.000131222647806107,0.0000734224428759928,0.000156680100864169,0.000177625004019559,-0.000816526257748022,-0.000652695881580069,0.0002435479266121,-0.000322947622367652,0.000237286274885487,0.000274451247876483,0.000232856209553451,-0.00092190238649386,0.000124058891068803,-0.00120247715566721,0.000184729594140937,-0.000902431313712629,0.0000628303238412258,0.00037245427031597,0.0000750536207766142,0.000177074404682145,-0.000492774239206138,-0.000255704317249617,-0.000645294290878393,-0.000480682350009884,0.000124250266019612,0.0000883953889137507,-0.000298987163850962,-0.000192902246247516,-0.000736515085265128,-0.000883265672290891,0.0000882308346563768,0.00016856631604748,-0.00151817895292388,0.000355187875896264,-0.00104676668782706,0.000238188590131182,-0.000519590272713527,-0.000555929077449395,0.000336636429640392,0.000170176151417782,-0.000206252664865484,-0.00061331719234405,-0.00103189104961433,0.000127793840975584,0.000149997873521451,-0.00154722758903619,-0.00077114366926242,0.000377846531557484,0.000764231728141574,0.0000636540509084142,0.000199726847755142,0.000110722613443837,-0.0000199330402195451,0.000261429860498513,-0.000286320149589457
204,1.4417506435109246E-4,-0.0000150804508502276,-0.000154307479488411,-0.00038810796415616,-0.000623641624829712,-0.000839040397698179,-0.00107093626663552,-0.000487105290593787,0.000137916220006942,0.000230175400250462,-0.000631926128118274,-0.000810623943201487,0.0000711053635643256,-0.00138536117383973,0.000102162988247869,0.000341337732402563,0.000312655997182078,0.000130396861567473,0.0000755310869863503,0.000157612910069622,0.000177300519858681,-0.000773718205820539,-0.000616041570838789,0.000238207203334101,-0.000305360992028672,0.00023143904253595,0.000268020377689486,0.000227898882221518,-0.000882075860248783,0.000124446612482209,-0.00114537172423,0.000189401385536717,-0.000858418443110499,0.0000651762864441094,0.000329900533574495,0.0000803882639404884,0.000174092042352484,-0.000467617758692873,-0.000240069022919979,-0.000612320367896722,-0.000456410152873354,0.00012414000397783,0.0000887894214583286,-0.000282052180930811,-0.000179623966792458,-0.000698268235162314,-0.000840611189185285,0.0000893168271386579,0.000166546524027594,-0.00145117634503011,0.000348569604708762,-0.00100299429111713,0.000235261565220316,-0.000493320739368188,-0.000527186792985429,0.000329297399991765,0.000167434722714649,-0.000192566461931875,-0.00058175774878163,-0.000979844125284242,0.000127867054246415,0.000149083845361071,-0.00147950821693289,-0.000733980552559177,0.00037047226780955,0.000739625730331536,0.000068967401731027,0.00019582802319345,0.000111599850329706,-0.0000140863594525638,0.000256609200472587,-0.000268996118026802
205,1.395558357190934E-4,-0.00000997342222507731,-0.000140183872343866,-0.000357405543350652,-0.000576269478988296,-0.000775577563556663,-0.000990828853418311,-0.00045525857586175,0.000137288135541321,0.000225751334544952,-0.000599283849695838,-0.000769452429385071,0.0000735855425355489,-0.00132096944692964,0.000103255642122641,0.000334200444466754,0.000309507531348771,0.000129571075328838,0.0000776397310967078,0.000158545719275074,0.000176976035697802,-0.000730910153893056,-0.000579387260097508,0.000232866480056102,-0.000287774361689692,0.000225591810186413,0.000261589507502489,0.000222941554889585,-0.000842249334003707,0.000124834333895615,-0.0010882662927928,0.000194073176932498,-0.000814405572508368,0.000067522249046993,0.000287346796833021,0.0000857229071043624,0.000171109680022823,-0.000442461278179609,-0.000224433728590341,-0.000579346444915052,-0.000432137955736823,0.000124029741936047,0.0000891834540029065,-0.000265117198010659,-0.000166345687337401,-0.0006600213850595,-0.00079795670607968,0.000090402819620939,0.000164526732007709,-0.00138417373713634,0.00034195133352126,-0.000959221894407199,0.00023233454030945,-0.000467051206022847,-0.000498444508521463,0.000321958370343139,0.000164693294011516,-0.000178880258998267,-0.00055019830521921,-0.000927797200954152,0.000127940267517247,0.000148169817200692,-0.00141178884482959,-0.000696817435855934,0.000363098004061616,0.0007150197325215,0.0000742807525536396,0.000191929198631757,0.000112477087215575,-0.00000823967868558229,0.000251788540446661,-0.000251672086464146
