Run Number:,2,...3,Date:,20201111,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72,...73
207,2.739767940783668E-5,-0.0000158456642630948,-0.000117769585931871,-0.00030730817144971,-0.00047886371164545,-0.00065485867108098,-0.000826827489275556,-0.00113599015384824,0.000121963393127431,0.00011215945171879,0.0000734014323884136,0.000116874311824099,-0.000744622579079733,0.000401570954469729,0.000111596959537411,-0.000294403889903607,0.000173867021093625,-0.00117248226081269,0.000579654183406571,-0.000124072747775644,-0.000689046026691176,-0.0000689024058313941,0.000109596445509103,0.0000701953426808633,-0.000624717491470977,0.000204835110930612,-0.000381506699076381,-0.00011886802888784,-0.000723144233242087,-0.0000857049261312388,-0.000680235173885983,-0.000107617552058175,0.000109195940034773,0.0000230694645468511,-0.000404704679493754,0.0000644543984694391,0.000263998440271405,-0.00036552503482351,0.0000629469456891944,-0.00116445464152161,0.000085485521022191,-0.00119182369095497,-0.0000114248963963121,-0.000373410051792163,0.000503988969083683,0.000209519518331703,0.0000837495769807831,0.000111194547570139,-0.000131228319227019,0.00015851626006919,-0.00143112754937924,0.000138880414520067,0.000374812405535001,0.000227391583281582,0.000173567847423612,0.000176388616844892,0.0000212907345142363,0.000147615424708684,0.000101680110058211,0.000202352315396809,-0.000370100702581953,0.000150963319702058,-0.00147291214584316,-0.000246600035288575,0.000065662979067312,0.0000962301429043534,0.00012468899738789,0.000194126080487716,0.000214233082024898,-0.0000342815444778015,0.000157396777051824,0.000184775870412404
208,2.6284085004823934E-5,-0.0000102792966434114,-0.000103632463966207,-0.000276220282530051,-0.000431769145923194,-0.000591120296626878,-0.000746822647428664,-0.00107519846385564,0.000120979766830221,0.000112598945616796,0.0000743530603031448,0.000117106053818626,-0.000700133341278346,0.000391173847012195,0.000111888518745162,-0.000274307216466825,0.00017062952102693,-0.0011054748784177,0.000561047586845645,-0.000111744850738763,-0.000647073797423998,-0.0000517285479215974,0.000112447053505003,0.0000712793363358558,-0.000586704683754758,0.000201571789009181,-0.000356894604363345,-0.0000986757380184063,-0.000680007671536222,-0.0000755873930637107,-0.000633018714830375,-0.0000962649645056459,0.000113664657533955,0.000026330848525119,-0.000379619750801738,0.0000658338163817071,0.000261330108520644,-0.00034218866515391,0.0000655066030943686,-0.00110186566228373,0.0000872238437063037,-0.00112542904669372,-0.000000463738008969067,-0.000349360430570118,0.000490666045082208,0.000204941943436316,0.0000844148835362,0.000111978001467094,-0.000118242477201834,0.000158315845978328,-0.00135554881627341,0.000137541166063329,0.000365215650530397,0.000222825365329665,0.000170009382741604,0.00017383588060687,0.0000255551494862806,0.000145559658373778,0.00010261460719264,0.000197811526620336,-0.000346386891855362,0.000148454776872354,-0.00139520709153273,-0.000227548298049408,0.000068471677283198,0.0000963285497233209,0.000125058899556788,0.000189097621318402,0.000208952316445669,-0.0000224619278727787,0.000156776540968005,0.000181645863496199
209,2.5170490601811161E-5,-0.00000471292902372777,-0.0000894953420005431,-0.000245132393610393,-0.000384674580200939,-0.000527381922172776,-0.000666817805581768,-0.00101440677386303,0.000119996140533012,0.000113038439514801,0.0000753046882178761,0.000117337795813154,-0.00065564410347696,0.00038077673955466,0.000112180077952912,-0.000254210543030043,0.000167392020960235,-0.00103846749602271,0.00054244099028472,-0.0000994169537018824,-0.000605101568156819,-0.0000345546900118007,0.000115297661500902,0.0000723633299908483,-0.000548691876038539,0.000198308467087751,-0.000332282509650309,-0.0000784834471489722,-0.000636871109830356,-0.0000654698599961826,-0.000585802255774764,-0.0000849123769531166,0.000118133375033137,0.0000295922325033868,-0.000354534822109722,0.0000672132342939752,0.000258661776769883,-0.000318852295484309,0.0000680662604995429,-0.00103927668304584,0.0000889621663904163,-0.00105903440243248,0.000010497420378374,-0.000325310809348073,0.000477343121080733,0.00020036436854093,0.000085080190091617,0.000112761455364049,-0.00010525663517665,0.000158115431887467,-0.00127997008316758,0.000136201917606591,0.000355618895525794,0.000218259147377747,0.000166450918059595,0.000171283144368848,0.0000298195644583249,0.000143503892038873,0.000103549104327068,0.000193270737843862,-0.00032267308112877,0.000145946234042651,-0.00131750203722229,-0.00020849656081024,0.000071280375499084,0.0000964269565422883,0.000125428801725685,0.000184069162149087,0.00020367155086644,-0.0000106423112677554,0.000156156304884186,0.000178515856579995
210,2.4056896198798415E-5,0.000000853438595955873,-0.000075358220034879,-0.000214044504690735,-0.000337580014478683,-0.000463643547718672,-0.000586812963734872,-0.000953615083870428,0.000119012514235802,0.000113477933412807,0.0000762563161326074,0.000117569537807681,-0.000611154865675574,0.000370379632097127,0.000112471637160663,-0.000234113869593261,0.000164154520893539,-0.000971460113627726,0.000523834393723794,-0.0000870890566650015,-0.000563129338889639,-0.0000173808321020036,0.000118148269496802,0.0000734473236458407,-0.000510679068322318,0.00019504514516632,-0.000307670414937272,-0.0000582911562795382,-0.000593734548124491,-0.0000553523269286546,-0.000538585796719154,-0.000073559789400587,0.000122602092532319,0.0000328536164816547,-0.000329449893417705,0.0000685926522062433,0.000255993445019122,-0.000295515925814709,0.0000706259179047172,-0.000976687703807958,0.0000907004890745289,-0.000992639758171239,0.0000214585787657166,-0.000301261188126028,0.000464020197079258,0.000195786793645543,0.0000857454966470339,0.000113544909261003,-0.0000922707931514653,0.000157915017796605,-0.00120439135006175,0.000134862669149853,0.00034602214052119,0.00021369292942583,0.000162892453377587,0.000168730408130826,0.0000340839794303691,0.000141448125703967,0.000104483601461497,0.000188729949067388,-0.000298959270402179,0.000143437691212947,-0.00123979698291186,-0.000189444823571073,0.0000740890737149701,0.0000965253633612558,0.000125798703894583,0.000179040702979773,0.000198390785287211,0.0000011773053372674,0.000155536068800367,0.00017538584966379
211,2.2943301795785642E-5,0.00000641980621563952,-0.0000612210980692153,-0.000182956615771076,-0.000290485448756426,-0.00039990517326457,-0.00050680812188798,-0.000892823393877822,0.000118028887938592,0.000113917427310812,0.0000772079440473387,0.000117801279802208,-0.000566665627874188,0.000359982524639592,0.000112763196368413,-0.000214017196156479,0.000160917020826844,-0.000904452731232739,0.000505227797162869,-0.0000747611596281206,-0.000521157109622462,-0.00000020697419220693,0.000120998877492702,0.0000745313173008332,-0.000472666260606099,0.000191781823244889,-0.000283058320224236,-0.0000380988654101041,-0.000550597986418624,-0.000045234793861126,-0.000491369337663545,-0.0000622072018480577,0.000127070810031501,0.0000361150004599226,-0.000304364964725689,0.0000699720701185114,0.000253325113268361,-0.000272179556145109,0.0000731855753098916,-0.000914098724570073,0.0000924388117586416,-0.000926245113909997,0.0000324197371530596,-0.000277211566903982,0.000450697273077783,0.000191209218750156,0.0000864108032024508,0.000114328363157958,-0.0000792849511262808,0.000157714603705743,-0.00112881261695592,0.000133523420693114,0.000336425385516587,0.000209126711473912,0.000159333988695578,0.000166177671892804,0.0000383483944024134,0.000139392359369061,0.000105418098595926,0.000184189160290914,-0.000275245459675587,0.000140929148383244,-0.00116209192860143,-0.000170393086331905,0.0000768977719308561,0.0000966237701802232,0.00012616860606348,0.000174012243810459,0.000193110019707982,0.0000129969219422907,0.000154915832716548,0.000172255842747586
212,2.1829707392772896E-5,0.0000119861738353232,-0.0000470839761035511,-0.000151868726851418,-0.000243390883034171,-0.000336166798810468,-0.000426803280041084,-0.000832031703885218,0.000117045261641383,0.000114356921208818,0.00007815957196207,0.000118033021796735,-0.000522176390072801,0.000349585417182058,0.000113054755576164,-0.000193920522719698,0.000157679520760149,-0.000837445348837751,0.000486621200601944,-0.0000624332625912397,-0.000479184880355282,0.0000169668837175902,0.000123849485488601,0.0000756153109558257,-0.00043465345288988,0.000188518501323459,-0.0002584462255112,-0.0000179065745406701,-0.000507461424712759,-0.000035117260793598,-0.000444152878607934,-0.0000508546142955284,0.000131539527530683,0.0000393763844381904,-0.000279280036033672,0.0000713514880307795,0.000250656781517599,-0.000248843186475509,0.0000757452327150658,-0.000851509745332187,0.0000941771344427542,-0.000859850469648755,0.0000433808955404022,-0.000253161945681937,0.000437374349076308,0.000186631643854769,0.0000870761097578678,0.000115111817054913,-0.0000662991091010964,0.000157514189614881,-0.00105323388385009,0.000132184172236376,0.000326828630511983,0.000204560493521995,0.00015577552401357,0.000163624935654782,0.0000426128093744577,0.000137336593034156,0.000106352595730355,0.00017964837151444,-0.000251531648948996,0.00013842060555354,-0.00108438687429099,-0.000151341349092737,0.0000797064701467421,0.0000967221769991907,0.000126538508232378,0.000168983784641145,0.000187829254128753,0.0000248165385473135,0.000154295596632729,0.000169125835831382
213,2.0716112989760122E-5,0.0000175525414550068,-0.0000329468541378874,-0.00012078083793176,-0.000196296317311915,-0.000272428424356366,-0.000346798438194188,-0.000771240013892614,0.000116061635344173,0.000114796415106823,0.0000791111998768013,0.000118264763791263,-0.000477687152271415,0.000339188309724524,0.000113346314783914,-0.000173823849282916,0.000154442020693454,-0.000770437966442763,0.000468014604041018,-0.0000501053655543589,-0.000437212651088103,0.0000341407416273869,0.000126700093484501,0.0000766993046108182,-0.000396640645173661,0.000185255179402028,-0.000233834130798164,0.00000228571632876397,-0.000464324863006892,-0.0000249997277260699,-0.000396936419552326,-0.0000395020267429987,0.000136008245029865,0.0000426377684164583,-0.000254195107341656,0.0000727309059430475,0.000247988449766838,-0.000225506816805909,0.0000783048901202401,-0.000788920766094303,0.0000959154571268668,-0.000793455825387512,0.0000543420539277453,-0.000229112324459891,0.000424051425074832,0.000182054068959383,0.0000877414163132847,0.000115895270951868,-0.0000533132670759123,0.00015731377552402,-0.000977655150744262,0.000130844923779638,0.00031723187550738,0.000199994275570077,0.000152217059331561,0.00016107219941676,0.000046877224346502,0.00013528082669925,0.000107287092864784,0.000175107582737966,-0.000227817838222405,0.000135912062723837,-0.00100668181998056,-0.000132289611853569,0.0000825151683626281,0.0000968205838181581,0.000126908410401275,0.00016395532547183,0.000182548488549524,0.0000366361551523368,0.00015367536054891,0.000165995828915177
214,1.9602518586747376E-5,0.0000231189090746905,-0.0000188097321722233,-0.0000896929490121013,-0.00014920175158966,-0.000208690049902262,-0.000266793596347292,-0.00071044832390001,0.000115078009046964,0.000115235909004829,0.0000800628277915326,0.00011849650578579,-0.000433197914470031,0.00032879120226699,0.000113637873991665,-0.000153727175846134,0.000151204520626759,-0.000703430584047777,0.000449408007480092,-0.0000377774685174784,-0.000395240421820925,0.000051314599537184,0.000129550701480401,0.0000777832982658106,-0.000358627837457442,0.000181991857480598,-0.000209222036085128,0.000022478007198198,-0.000421188301301027,-0.0000148821946585418,-0.000349719960496715,-0.0000281494391904695,0.000140476962529047,0.0000458991523947261,-0.00022911017864964,0.0000741103238553156,0.000245320118016077,-0.000202170447136309,0.0000808645475254144,-0.000726331786856417,0.0000976537798109794,-0.000727061181126268,0.0000653032123150883,-0.000205062703237846,0.000410728501073358,0.000177476494063996,0.0000884067228687017,0.000116678724848823,-0.0000403274250507278,0.000157113361433158,-0.000902076417638432,0.0001295056753229,0.000307635120502777,0.00019542805761816,0.000148658594649553,0.000158519463178738,0.0000511416393185463,0.000133225060364344,0.000108221589999212,0.000170566793961492,-0.000204104027495813,0.000133403519894133,-0.000928976765670123,-0.000113237874614401,0.0000853238665785141,0.0000969189906371256,0.000127278312570173,0.000158926866302516,0.000177267722970295,0.0000484557717573596,0.000153055124465091,0.000162865821998973
215,1.8488924183734603E-5,0.0000286852766943741,-0.0000046726102065596,-0.0000586050600924429,-0.000102107185867404,-0.00014495167544816,-0.0001867887545004,-0.000649656633907406,0.000114094382749754,0.000115675402902834,0.0000810144557062639,0.000118728247780317,-0.000388708676668645,0.000318394094809455,0.000113929433199415,-0.000133630502409352,0.000147967020560063,-0.000636423201652789,0.000430801410919167,-0.0000254495714805975,-0.000353268192553746,0.0000684884574469807,0.0001324013094763,0.0000788672919208031,-0.000320615029741223,0.000178728535559167,-0.000184609941372092,0.0000426702980676321,-0.00037805173959516,-0.00000476466159101329,-0.000302503501441107,-0.0000167968516379402,0.000144945680028229,0.000049160536372994,-0.000204025249957623,0.0000754897417675837,0.000242651786265316,-0.000178834077466709,0.0000834242049305887,-0.000663742807618531,0.0000993921024950921,-0.000660666536865025,0.0000762643707024309,-0.000181013082015801,0.000397405577071882,0.000172898919168609,0.0000890720294241186,0.000117462178745778,-0.0000273415830255434,0.000156912947342296,-0.000826497684532603,0.000128166426866162,0.000298038365498173,0.000190861839666242,0.000145100129967544,0.000155966726940716,0.0000554060542905906,0.000131169294029439,0.000109156087133641,0.000166026005185019,-0.000180390216769222,0.000130894977064429,-0.000851271711359691,-0.0000941861373752332,0.0000881325647944002,0.000097017397456093,0.00012764821473907,0.000153898407133202,0.000171986957391066,0.0000602753883623825,0.000152434888381272,0.000159735815082768
216,1.737532978072183E-5,0.0000342516443140577,0.0000094645117591041,-0.0000275171711727846,-0.0000550126201451489,-0.0000812133009940579,-0.000106783912653504,-0.000588864943914802,0.000113110756452545,0.00011611489680084,0.0000819660836209952,0.000118959989774844,-0.000344219438867258,0.000307996987351921,0.000114220992407166,-0.00011353382897257,0.000144729520493368,-0.000569415819257801,0.000412194814358242,-0.0000131216744437166,-0.000311295963286567,0.0000856623153567774,0.0001352519174722,0.0000799512855757956,-0.000282602222025002,0.000175465213637736,-0.000159997846659056,0.0000628625889370661,-0.000334915177889295,0.00000535287147651478,-0.000255287042385496,-0.00000544426408541094,0.000149414397527411,0.000052421920351262,-0.000178940321265606,0.0000768691596798517,0.000239983454514554,-0.000155497707797108,0.000085983862335763,-0.000601153828380646,0.000101130425179205,-0.000594271892603783,0.000087225529089774,-0.000156963460793756,0.000384082653070407,0.000168321344273223,0.0000897373359795355,0.000118245632642733,-0.0000143557410003589,0.000156712533251435,-0.000750918951426774,0.000126827178409424,0.00028844161049357,0.000186295621714325,0.000141541665285536,0.000153413990702694,0.0000596704692626349,0.000129113527694533,0.00011009058426807,0.000161485216408545,-0.000156676406042631,0.000128386434234726,-0.000773566657049255,-0.0000751344001360659,0.0000909412630102862,0.0000971158042750605,0.000128018116907968,0.000148869947963887,0.000166706191811837,0.0000720950049674057,0.000151814652297453,0.000156605808166564
217,1.6261735377709084E-5,0.0000398180119337414,0.0000236016337247682,0.0000035707177468737,-0.0000079180544228924,-0.0000174749265399558,-0.0000267790708066082,-0.000528073253922198,0.000112127130155335,0.000116554390698845,0.0000829177115357265,0.000119191731769371,-0.000299730201065872,0.000297599879894387,0.000114512551614916,-0.0000934371555357883,0.000141492020426673,-0.000502408436862814,0.000393588217797316,-0.000000793777406835755,-0.000269323734019389,0.000102836173266575,0.0001381025254681,0.000081035279230788,-0.000244589414308783,0.000172201891716306,-0.000135385751946019,0.0000830548798065002,-0.000291778616183428,0.0000154704045440429,-0.000208070583329887,0.00000590832346711876,0.000153883115026593,0.0000556833043295298,-0.00015385539257359,0.0000782485775921198,0.000237315122763793,-0.000132161338127508,0.0000885435197409372,-0.000538564849142761,0.000102868747863317,-0.000527877248342541,0.0000981866874771166,-0.000132913839571711,0.000370759729068932,0.000163743769377836,0.0000904026425349525,0.000119029086539688,-0.00000136989897517445,0.000156512119160573,-0.000675340218320945,0.000125487929952686,0.000278844855488966,0.000181729403762407,0.000137983200603527,0.000150861254464672,0.0000639348842346792,0.000127057761359627,0.000111025081402499,0.000156944427632071,-0.000132962595316039,0.000125877891405022,-0.000695861602738823,-0.0000560826628968978,0.0000937499612261722,0.0000972142110940279,0.000128388019076866,0.000143841488794573,0.000161425426232608,0.0000839146215724285,0.000151194416213634,0.00015347580125036
218,1.5148140974696311E-5,0.000045384379553425,0.0000377387556904319,0.000034658606666532,0.0000391765112993624,0.0000462634479141463,0.0000532257710402842,-0.000467281563929592,0.000111143503858126,0.000116993884596851,0.0000838693394504577,0.000119423473763899,-0.000255240963264486,0.000287202772436853,0.000114804110822667,-0.0000733404820990064,0.000138254520359978,-0.000435401054467826,0.000374981621236391,0.0000115341196300451,-0.000227351504752209,0.000120010031176371,0.000140953133464,0.0000821192728857805,-0.000206576606592564,0.000168938569794875,-0.000110773657232983,0.000103247170675934,-0.000248642054477563,0.0000255879376115714,-0.000160854124274277,0.000017260911019648,0.000158351832525775,0.0000589446883077977,-0.000128770463881573,0.0000796279955043878,0.000234646791013032,-0.000108824968457908,0.0000911031771461115,-0.000475975869904876,0.00010460707054743,-0.000461482604081298,0.00010914784586446,-0.000108864218349666,0.000357436805067457,0.000159166194482449,0.0000910679490903694,0.000119812540436642,0.00001161594305001,0.000156311705069711,-0.000599761485215112,0.000124148681495948,0.000269248100484363,0.00017716318581049,0.000134424735921519,0.00014830851822665,0.0000681992992067234,0.000125001995024721,0.000111959578536927,0.000152403638855597,-0.000109248784589447,0.000123369348575318,-0.000618156548428388,-0.0000370309256577306,0.0000965586594420582,0.0000973126179129954,0.000128757921245763,0.000138813029625259,0.000156144660653379,0.0000957342381774518,0.000150574180129814,0.000150345794334155
219,1.4034546571683565E-5,0.0000509507471731087,0.0000518758776560961,0.0000657464955861904,0.0000862710770216189,0.00011000182236825,0.00013323061288718,-0.000406489873936988,0.000110159877560916,0.000117433378494856,0.000084820967365189,0.000119655215758426,-0.0002107517254631,0.000276805664979319,0.000115095670030417,-0.0000532438086622246,0.000135017020293283,-0.000368393672072838,0.000356375024675466,0.000023862016666926,-0.00018537927548503,0.000137183889086168,0.000143803741459899,0.000083203266540773,-0.000168563798876345,0.000165675247873445,-0.0000861615625199468,0.000123439461545368,-0.000205505492771697,0.0000357054706790995,-0.000113637665218668,0.0000286134985721773,0.000162820550024957,0.0000622060722860656,-0.000103685535189557,0.0000810074134166559,0.000231978459262271,-0.0000854885987883079,0.0000936628345512858,-0.00041338689066699,0.000106345393231543,-0.000395087959820056,0.000120109004251803,-0.0000848145971276207,0.000344113881065982,0.000154588619587063,0.0000917332556457863,0.000120595994333597,0.0000246017850751941,0.000156111290978849,-0.000524182752109283,0.000122809433039209,0.000259651345479759,0.000172596967858572,0.00013086627123951,0.000145755781988628,0.0000724637141787677,0.000122946228689816,0.000112894075671356,0.000147862850079123,-0.0000855349738628566,0.000120860805745615,-0.000540451494117952,-0.0000179791884185624,0.0000993673576579442,0.0000974110247319628,0.000129127823414661,0.000133784570455945,0.00015086389507415,0.000107553854782475,0.000149953944045995,0.000147215787417951
220,1.2920952168670819E-5,0.0000565171147927923,0.0000660129996217598,0.0000968343845058487,0.000133365642743874,0.000173740196822352,0.000213235454734076,-0.000345698183944384,0.000109176251263707,0.000117872872392862,0.0000857725952799203,0.000119886957752953,-0.000166262487661713,0.000266408557521785,0.000115387229238168,-0.0000331471352254427,0.000131779520226587,-0.00030138628967785,0.00033776842811454,0.0000361899137038069,-0.000143407046217852,0.000154357746995965,0.000146654349455799,0.0000842872601957654,-0.000130550991160126,0.000162411925952014,-0.0000615494678069114,0.000143631752414803,-0.000162368931065832,0.0000458230037466275,-0.0000664212061630577,0.000039966086124707,0.00016728926752414,0.0000654674562643334,-0.0000786006064975404,0.000082386831328924,0.000229310127511509,-0.0000621522291187077,0.0000962224919564601,-0.000350797911429104,0.000108083715915655,-0.000328693315558813,0.000131070162639145,-0.0000607649759055756,0.000330790957064507,0.000150011044691676,0.0000923985622012033,0.000121379448230552,0.0000375876271003785,0.000155910876887988,-0.000448604019003453,0.000121470184582471,0.000250054590475156,0.000168030749906655,0.000127307806557502,0.000143203045750606,0.000076728129150812,0.00012089046235491,0.000113828572805785,0.000143322061302649,-0.000061821163136265,0.000118352262915911,-0.00046274643980752,0.00000107254882060568,0.00010217605587383,0.0000975094315509302,0.000129497725583558,0.00012875611128663,0.000145583129494921,0.000119373471387498,0.000149333707962176,0.000144085780501746
221,1.1807357765658045E-5,0.000062083482412476,0.0000801501215874235,0.000127922273425507,0.00018046020846613,0.000237478571276454,0.000293240296580972,-0.00028490649395178,0.000108192624966497,0.000118312366290867,0.0000867242231946516,0.00012011869974748,-0.000121773249860327,0.00025601145006425,0.000115678788445918,-0.0000130504617886608,0.000128542020159892,-0.000234378907282864,0.000319161831553614,0.0000485178107406878,-0.000101434816950673,0.000171531604905762,0.000149504957451699,0.0000853712538507579,-0.0000925381834439073,0.000159148604030583,-0.0000369373730938752,0.000163824043284237,-0.000119232369359965,0.0000559405368141556,-0.0000192047471074489,0.0000513186736772362,0.000171757985023322,0.0000687288402426013,-0.000053515677805524,0.0000837662492411921,0.000226641795760748,-0.0000388158594491076,0.0000987821493616345,-0.00028820893219122,0.000109822038599768,-0.000262298671297571,0.000142031321026488,-0.0000367153546835305,0.000317468033063032,0.000145433469796289,0.0000930638687566202,0.000122162902127507,0.000050573469125563,0.000155710462797126,-0.000373025285897624,0.000120130936125733,0.000240457835470552,0.000163464531954738,0.000123749341875493,0.000140650309512584,0.0000809925441228563,0.000118834696020004,0.000114763069940214,0.000138781272526175,-0.0000381073524096734,0.000115843720086208,-0.000385041385497085,0.0000201242860597729,0.000104984754089716,0.0000976078383698977,0.000129867627752456,0.000123727652117316,0.000140302363915692,0.000131193087992521,0.000148713471878357,0.000140955773585542
222,1.0693763362645272E-5,0.0000676498500321596,0.0000942872435530876,0.000159010162345166,0.000227554774188385,0.000301216945730556,0.000373245138427864,-0.000224114803959176,0.000107208998669288,0.000118751860188873,0.0000876758511093829,0.000120350441742008,-0.000077284012058941,0.000245614342606716,0.000115970347653669,0.00000704621164812104,0.000125304520093197,-0.000167371524887876,0.00030055523499269,0.0000608457077775687,-0.0000594625876834936,0.000188705462815559,0.000152355565447598,0.0000864552475057504,-0.0000545253757276883,0.000155885282109153,-0.0000123252783808389,0.000184016334153671,-0.0000760958076540998,0.0000660580698816841,0.0000280117119481615,0.0000626712612297655,0.000176226702522504,0.0000719902242208692,-0.0000284307491135076,0.0000851456671534601,0.000223973464009987,-0.0000154794897795074,0.000101341806766809,-0.000225619952953334,0.00011156036128388,-0.000195904027036328,0.000152992479413831,-0.0000126657334614854,0.000304145109061557,0.000140855894900903,0.0000937291753120371,0.000122946356024462,0.0000635593111507475,0.000155510048706264,-0.000297446552791795,0.000118791687668995,0.000230861080465949,0.00015889831400282,0.000120190877193485,0.000138097573274562,0.0000852569590949005,0.000116778929685099,0.000115697567074643,0.000134240483749701,-0.0000143935416830826,0.000113335177256504,-0.000307336331186653,0.000039176023298941,0.000107793452305602,0.0000977062451888651,0.000130237529921353,0.000118699192948001,0.000135021598336463,0.000143012704597544,0.000148093235794538,0.000137825766669338
223,9.5801689596324989E-6,0.0000732162176518432,0.000108424365518751,0.000190098051264825,0.000274649339910641,0.000364955320184658,0.00045324998027476,-0.000163323113966572,0.000106225372372078,0.000119191354086878,0.0000886274790241142,0.000120582183736535,-0.0000327947742575548,0.000235217235149182,0.00011626190686142,0.0000271428850849029,0.000122067020026502,-0.000100364142492888,0.000281948638431764,0.0000731736048144496,-0.0000174903584163159,0.000205879320725356,0.000155206173443498,0.0000875392411607429,-0.0000165125680114675,0.000152621960187722,0.0000122868163321974,0.000204208625023105,-0.0000329592459482348,0.0000761756029492122,0.0000752281710037703,0.0000740238487822948,0.000180695420021686,0.000075251608199137,-0.00000334582042149124,0.0000865250850657282,0.000221305132259226,0.00000785687989009274,0.000103901464171983,-0.000163030973715448,0.000113298683967993,-0.000129509382775086,0.000163953637801174,0.0000113838877605597,0.000290822185060082,0.000136278320005516,0.0000943944818674541,0.000123729809921417,0.0000765451531759319,0.000155309634615402,-0.000221867819685966,0.000117452439212257,0.000221264325461345,0.000154332096050903,0.000116632412511476,0.00013554483703654,0.0000895213740669448,0.000114723163350193,0.000116632064209071,0.000129699694973228,0.00000932026904350899,0.0001108266344268,-0.000229631276876217,0.0000582277605381092,0.000110602150521488,0.0000978046520078326,0.000130607432090251,0.000113670733778687,0.000129740832757234,0.000154832321202567,0.000147472999710719,0.000134695759753133
224,8.4665745566197799E-6,0.0000787825852715269,0.000122561487484415,0.000221185940184483,0.000321743905632896,0.000428693694638762,0.000533254822121656,-0.000102531423973966,0.000105241746074869,0.000119630847984884,0.0000895791069388455,0.000120813925731062,0.0000116944635438297,0.000224820127691648,0.00011655346606917,0.0000472395585216848,0.000118829519959807,-0.0000333567600979013,0.000263342041870838,0.0000855015018513304,0.0000244818708508635,0.000223053178635153,0.000158056781439398,0.0000886232348157353,0.0000215002397047515,0.000149358638266292,0.0000368989110452337,0.000224400915892539,0.000010177315757632,0.0000862931360167403,0.000122444630059381,0.0000853764363348245,0.000185164137520868,0.0000785129921774049,0.0000217391082705251,0.0000879045029779963,0.000218636800508464,0.0000311932495596929,0.000106461121577157,-0.000100441994477564,0.000115037006652106,-0.0000631147385138434,0.000174914796188517,0.0000354335089826057,0.000277499261058607,0.000131700745110129,0.000095059788422871,0.000124513263818372,0.0000895309952011164,0.000155109220524541,-0.000146289086580136,0.000116113190755519,0.000211667570456742,0.000149765878098985,0.000113073947829468,0.000132992100798518,0.0000937857890389891,0.000112667397015287,0.0001175665613435,0.000125158906196754,0.0000330340797701006,0.000108318091597097,-0.000151926222565785,0.0000772794977772764,0.000113410848737374,0.0000979030588268,0.000130977334259149,0.000108642274609373,0.000124460067178005,0.00016665193780759,0.0001468527636269,0.000131565752836929
225,7.3529801536070067E-6,0.0000843489528912105,0.000136698609450079,0.000252273829104141,0.000368838471355153,0.000492432069092864,0.000613259663968548,-0.0000417397339813625,0.000104258119777659,0.00012007034188289,0.0000905307348535768,0.000121045667725589,0.0000561837013452159,0.000214423020234113,0.000116845025276921,0.0000673362319584666,0.000115592019893111,0.0000336506222970868,0.000244735445309912,0.0000978293988882113,0.0000664541001180428,0.000240227036544949,0.000160907389435297,0.0000897072284707278,0.0000595130474209706,0.000146095316344861,0.0000615110057582699,0.000244593206761973,0.000053313877463497,0.0000964106690842684,0.000169661089114989,0.0000967290238873537,0.00018963285502005,0.0000817743761556728,0.0000468240369625415,0.0000892839208902643,0.000215968468757703,0.0000545296192292931,0.000109020778982332,-0.0000378530152396785,0.000116775329336218,0.00000327990574739909,0.00018587595457586,0.0000594831302046508,0.000264176337057132,0.000127123170214743,0.000095725094978288,0.000125296717715327,0.000102516837226301,0.000154908806433679,-0.000070710353474307,0.000114773942298781,0.000202070815452138,0.000145199660147068,0.000109515483147459,0.000130439364560496,0.0000980502040110333,0.000110611630680382,0.000118501058477929,0.00012061811742028,0.0000567478904966922,0.000105809548767393,-0.0000742211682553499,0.0000963312350164445,0.00011621954695326,0.0000980014656457675,0.000131347236428046,0.000103613815440059,0.000119179301598776,0.000178471554412613,0.000146232527543081,0.000128435745920724
