"siteID","sampleID","dayOfYear","dateSet","dateSample","dateTimeSet","dateTimeSample","crew","gear","sampleGroup","effort","effortUnits","distanceShocked","useCPUE","useSampleMarkRecap","comments","metadataID","entryFile"
"JO_FN4","JO_FN4_20200819_0905_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 11:05:00","8/19/2020 9:05:00","CM, CD ","FN","2020_JonesLake_Experiment ",22,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_0905.csv"
"JO_FN3","JO_FN3_20200819_0915_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 9:50:00","8/19/2020 9:15:00","CM, CD ","FN","2020_JonesLake_Experiment ",23.42,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_0915.csv"
"JO_FN1","JO_FN1_20200819_0945_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 9:55:00","8/19/2020 9:45:00","CM, CD ","FN","2020_JonesLake_Experiment ",23.83,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_0945.csv"
"JO_FN4","JO_FN4_20200819_0955_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 9:20:00","8/19/2020 9:55:00","CM, CD ","FN","2020_JonesLake_Experiment ",24.58,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_0955.csv"
"JO_FN2","JO_FN2_20200819_1005_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 10:15:00","8/19/2020 10:05:00","CM, CD ","FN","2020_JonesLake_Experiment ",23.83,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_1005.csv"
"JO_FN6","JO_FN6_20200819_1020_FN_JoneslakeExperiment.20200607",232,"2020-08-18","2020-08-19","8/18/2020 10:40:00","8/19/2020 10:20:00","CM, CD ","FN","2020_JonesLake_Experiment ",23.67,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-19_1020.csv"
"JO_FN6","JO_FN6_20200825_1615_AN_JoneslakeExperiment.20200607",238,"2020-08-25","2020-08-25","8/25/2020 14:12:00","8/25/2020 16:15:00","CM, CD ","AN","2020_JonesLake_Experiment ",2.05,"angler_hours",0,"yes","yes",NA,"JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-25_1615.csv"
"JO_FN1","JO_FN1_20200826_0905_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 13:30:00","8/26/2020 9:05:00","CM, CD ","FN","2020_JonesLake_Experiment ",19.58,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_0905.csv"
"JO_FN2","JO_FN2_20200826_0920_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 13:35:00","8/26/2020 9:20:00","CM, CD ","FN","2020_JonesLake_Experiment ",19.75,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_0920.csv"
"JO_FN6","JO_FN6_20200826_0940_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 13:40:00","8/26/2020 9:40:00","CM, CD ","FN","2020_JonesLake_Experiment ",20,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_0940.csv"
"JO_FN5","JO_FN5_20200826_0945_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 13:45:00","8/26/2020 9:45:00","CM, CD ","FN","2020_JonesLake_Experiment ",20,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_0945.csv"
"JO_FN3","JO_FN3_20200826_1005_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 13:50:00","8/26/2020 10:05:00","CM, CD ","FN","2020_JonesLake_Experiment ",20.25,"trap_hours",0,"no","yes","mini fyke     DATETIMESET IS UNKNOWN DO NOT USE FOR CPUE CALCS","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_1005.csv"
"JO_FN4","JO_FN4_20200826_1025_FN_JoneslakeExperiment.20200607",239,"2020-08-25","2020-08-26","8/25/2020 14:20:00","8/26/2020 10:25:00","CM, CD ","FN","2020_JonesLake_Experiment ",20.08,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-08-26_1025.csv"
"JO_FN1","JO_FN1_20200901_1020_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:05:00","9/1/2020 10:20:00","CM, CD ","FN","2020_JonesLake_Experiment ",20.25,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1020.csv"
"JO_FN1","JO_FN1_20200901_1035_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:20:00","9/1/2020 10:35:00","CM, CD ","FN","2020_JonesLake_Experiment ",20.25,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1035.csv"
"JO_FN3","JO_FN3_20200901_1055_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:25:00","9/1/2020 10:55:00","CD, CM","FN","2020_JonesLake_Experiment ",20.5,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1055.csv"
"JO_FN5","JO_FN5_20200901_1105_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:30:00","9/1/2020 11:05:00","CD, CM","FN","2020_JonesLake_Experiment ",20.58,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1105.csv"
"JO_FN6","JO_FN6_20200901_1120_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:35:00","9/1/2020 11:20:00","CD, CM","FN","2020_JonesLake_Experiment ",20.75,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1120.csv"
"JO_FN4","JO_FN4_20200901_1340_FN_JoneslakeExperiment.20200607",245,"2020-08-31","2020-09-01","8/31/2020 14:45:00","9/1/2020 13:40:00","CD, CM","FN","2020_JonesLake_Experiment ",22.92,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-01_1340.csv"
"JO_FN2","JO_FN2_20200910_0920_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:15:00","9/10/2020 9:20:00","CD, CM","FN","2020_JonesLake_Experiment ",18.08,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_0920.csv"
"JO_FN6","JO_FN6_20200910_0930_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:20:00","9/10/2020 9:30:00","CD, CM","FN","2020_JonesLake_Experiment ",18.17,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_0930.csv"
"JO_FN1","JO_FN1_20200910_0950_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:30:00","9/10/2020 9:50:00","CD, CM","FN","2020_JonesLake_Experiment ",18.33,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_0950.csv"
"JO_FN5","JO_FN5_20200910_1000_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:35:00","9/10/2020 10:00:00","CD, CM","FN","2020_JonesLake_Experiment ",18.42,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_1000.csv"
"JO_FN3","JO_FN3_20200910_1010_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:40:00","9/10/2020 10:10:00","CD, CM","FN","2020_JonesLake_Experiment ",18.5,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_1010.csv"
"JO_FN4","JO_FN4_20200910_1020_FN_JoneslakeExperiment.20200607",254,"2020-09-09","2020-09-10","9/9/2020 15:45:00","9/10/2020 10:20:00","CD, CM","FN","2020_JonesLake_Experiment ",18.58,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-10_1020.csv"
"JO_FN2","JO_FN2_20200914_0900_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 15:55:00","9/14/2020 9:00:00","CD, CM","FN","2020_JonesLake_Experiment ",17.08,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0900.csv"
"JO_FN6","JO_FN6_20200914_0910_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 16:00:00","9/14/2020 9:10:00","CD, CM","FN","2020_JonesLake_Experiment ",17.17,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0910.csv"
"JO_FN4","JO_FN4_20200914_0915_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 16:10:00","9/14/2020 9:15:00","CD, CM","FN","2020_JonesLake_Experiment ",17.08,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0915.csv"
"JO_FN3","JO_FN3_20200914_0930_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 16:15:00","9/14/2020 9:30:00","CD, CM","FN","2020_JonesLake_Experiment ",17.25,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0930.csv"
"JO_FN5","JO_FN5_20200914_0940_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 16:20:00","9/14/2020 9:40:00","CD, CM","FN","2020_JonesLake_Experiment ",17.33,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0940.csv"
"JO_FN1","JO_FN1_20200914_0955_FN_JoneslakeExperiment.20200607",258,"2020-09-13","2020-09-14","9/13/2020 14:30:00","9/14/2020 9:55:00","CD, CM","FN","2020_JonesLake_Experiment ",19.42,"trap_hours",0,"yes","yes","mini fyke","JoneslakeExperiment.20200607","JonesLake2020_JO_2020-09-14_0955.csv"
