chlID,projectID,lakeID,site,dateSample,timeSample,depthClass,depthTop,depthBottom,volFiltered,replicate,comments,sampleID
C187,3,WL,DeepHole,7/28/2020,10:15,Hypo,8,8,450,1,,WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505
C188,3,WL,DeepHole,7/28/2020,10:15,Hypo,8,8,450,2,,WL_DeepHole_20200728_1015_Hypo_8_Limno.Sample.20160505
C189,17,PA,DeepHole,7/29/2020,10:15,PML,0,2.5,450,1,,PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505
C190,17,PA,DeepHole,7/29/2020,10:15,PML,0,2.5,450,2,,PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505
C191,17,PA,DeepHole,7/29/2020,10:15,Hypo,7,7,450,1,,PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505
C192,17,PA,DeepHole,7/29/2020,10:15,Hypo,7,7,450,2,,PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505
C193,17,PE,DeepHole,7/29/2020,8:45,PML,0,2,450,1,,PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505
C194,17,PE,DeepHole,7/29/2020,8:45,PML,0,2,450,2,,PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505
C195,17,PE,DeepHole,7/29/2020,8:45,Hypo,10,10,450,1,,PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505
C196,17,PE,DeepHole,7/29/2020,8:45,Hypo,10,10,450,2,,PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505
C197,17,TU,DeepHole,7/29/2020,11:30,PML,0,1.5,450,1,,TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505
C198,17,TU,DeepHole,7/29/2020,11:30,PML,0,1.5,450,2,,TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505
C199,17,TU,DeepHole,7/29/2020,11:30,Hypo,6,6,450,1,,TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505
C200,17,TU,DeepHole,7/29/2020,11:30,Hypo,6,6,450,2,,TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505
C201,15,MO,DeepHole,8/3/2020,8:50,PML,0,1,450,1,,MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505
C202,15,MO,DeepHole,8/3/2020,8:50,PML,0,1,450,2,,MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505
C203,15,MO,DeepHole,8/3/2020,8:50,Hypo,4,4,250,1,,MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505
C204,15,MO,DeepHole,8/3/2020,8:50,Hypo,4,4,250,2,,MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505
C205,3,FE,DeepHole,8/4/2020,10:45,PML,0,2,450,1,,FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505
C206,3,FE,DeepHole,8/4/2020,10:45,PML,0,2,450,2,,FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505
C207,3,FE,DeepHole,8/4/2020,10:45,Hypo,8,8,450,1,,FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505
C208,3,FE,DeepHole,8/4/2020,10:45,Hypo,8,8,450,2,,FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505
C209,3,WL,DeepHole,8/4/2020,8:45,PML,0,2.5,450,1,,WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505
C210,3,WL,DeepHole,8/4/2020,8:45,PML,0,2.5,450,2,,WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505
C211,3,WL,DeepHole,8/4/2020,8:45,Hypo,8,8,450,1,,WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505
C212,3,WL,DeepHole,8/4/2020,8:45,Hypo,8,8,450,2,,WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505
C213,15,HB,DeepHole,8/5/2020,8:55,PML,0,1,450,1,,HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505
C214,15,HB,DeepHole,8/5/2020,8:55,PML,0,1,450,2,,HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505
C215,15,HB,DeepHole,8/5/2020,8:55,Hypo,4,4,450,1,,HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505
C216,15,HB,DeepHole,8/5/2020,8:55,Hypo,4,4,450,2,,HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505
C217,15,CR,DeepHole,8/6/2020,9:22,PML,0,3.5,450,1,,CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505
C218,15,CR,DeepHole,8/6/2020,9:22,PML,0,3.5,450,2,,CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505
C219,15,CR,DeepHole,8/6/2020,9:22,Hypo,8,8,450,1,,CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505
C220,15,CR,DeepHole,8/6/2020,9:22,Hypo,8,8,450,2,,CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505
C221,3,FE,DeepHole,8/11/2020,10:45,PML,0,1,450,1,,FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505
C222,3,FE,DeepHole,8/11/2020,10:45,PML,0,1,450,2,,FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505
C223,3,FE,DeepHole,8/11/2020,10:45,Hypo,8,8,450,1,,FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505
C224,3,FE,DeepHole,8/11/2020,10:45,Hypo,8,8,450,2,,FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505
C225,3,WL,DeepHole,8/11/2020,9:48,PML,0,1.5,450,1,,WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505
C226,3,WL,DeepHole,8/11/2020,9:48,PML,0,1.5,450,2,,WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505
C227,3,WL,DeepHole,8/11/2020,9:48,Hypo,8,8,450,1,,WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505
C228,3,WL,DeepHole,8/11/2020,9:48,Hypo,8,8,450,2,,WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505
C229,17,BO,DeepHole,8/12/2020,10:55,PML,0,0,450,1,,BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505
C230,17,BO,DeepHole,8/12/2020,10:55,PML,0,0,450,2,,BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505
C231,17,BO,DeepHole,8/12/2020,10:55,Hypo,2,2,250,1,,BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505
C232,17,BO,DeepHole,8/12/2020,10:55,Hypo,2,2,250,2,,BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505
C233,17,CB,DeepHole,8/12/2020,9:15,PML,0,0.5,450,1,,CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505
C234,17,CB,DeepHole,8/12/2020,9:15,PML,0,0.5,450,2,,CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505
C235,17,CB,DeepHole,8/12/2020,9:15,Hypo,3,3,450,1,,CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505
C236,17,CB,DeepHole,8/12/2020,9:15,Hypo,3,3,450,2,,CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505
C237,17,NG,DeepHole,8/14/2020,10:00,PML,0,0,450,1,,NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505
C238,17,NG,DeepHole,8/14/2020,10:00,PML,0,0,450,2,,NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505
C239,17,NG,DeepHole,8/14/2020,10:00,Hypo,3.5,3.5,450,1,,NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505
C240,17,NG,DeepHole,8/14/2020,10:00,Hypo,3.5,3.5,450,2,,NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505
C241,17,WA,DeepHole,8/14/2020,11:15,PML,0,0.5,450,1,,WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505
C242,17,WA,DeepHole,8/14/2020,11:15,PML,0,0.5,450,2,,WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505
C243,17,WA,DeepHole,8/14/2020,11:15,Hypo,4,4,450,1,,WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505
C244,17,WA,DeepHole,8/14/2020,11:15,Hypo,4,4,450,2,,WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505
C245,15,CR,DeepHole,8/17/2020,9:30,PML,0,3,450,1,,CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505
C246,15,CR,DeepHole,8/17/2020,9:30,PML,0,3,450,2,,CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505
C247,15,CR,DeepHole,8/17/2020,9:30,Hypo,8,8,450,1,,CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505
C248,15,CR,DeepHole,8/17/2020,9:30,Hypo,8,8,450,2,,CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505
C249,15,HB,DeepHole,8/18/2020,9:50,PML,0,0.5,450,1,,HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505
C250,15,HB,DeepHole,8/18/2020,9:50,PML,0,0.5,450,2,,HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505
C251,15,HB,DeepHole,8/18/2020,9:50,Hypo,4,4,450,1,,HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505
C252,15,HB,DeepHole,8/18/2020,9:50,Hypo,4,4,450,2,,HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505
C253,15,MO,DeepHole,8/19/2020,10:15,PML,0,1.5,450,1,,MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505
C254,15,MO,DeepHole,8/19/2020,10:15,PML,0,1.5,450,2,,MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505
C255,15,MO,DeepHole,8/19/2020,10:15,Hypo,4.5,4.5,450,1,,MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505
C256,15,MO,DeepHole,8/19/2020,10:15,Hypo,4.5,4.5,450,2,,MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505
C257,3,FE,DeepHole,8/20/2020,11:32,PML,0,1.5,450,1,,FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505
C258,3,FE,DeepHole,8/20/2020,11:32,PML,0,1.5,450,2,,FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505
C259,3,FE,DeepHole,8/20/2020,11:32,Hypo,8,8,450,1,,FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505
C260,3,FE,DeepHole,8/20/2020,11:32,Hypo,8,8,450,2,,FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505
C261,17,ME,DeepHole,8/20/2020,10:54,PML,0,2,450,1,,ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505
C262,17,ME,DeepHole,8/20/2020,10:54,PML,0,2,450,2,,ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505
C263,17,ME,DeepHole,8/20/2020,10:54,Hypo,3.5,3.5,450,1,,ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505
C264,17,ME,DeepHole,8/20/2020,10:54,Hypo,3.5,3.5,450,2,,ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505
C265,3,WL,DeepHole,8/20/2020,9:10,PML,0,2,450,1,,WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505
C266,3,WL,DeepHole,8/20/2020,9:10,PML,0,2,450,2,,WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505
C267,3,WL,DeepHole,8/20/2020,9:10,Hypo,8,8,450,1,,WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505
C268,3,WL,DeepHole,8/20/2020,9:10,Hypo,8,8,450,2,,WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505
C269,35,NH,DeepHole,8/24/2020,10:50,PML,0,2,450,1,,NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505
C270,35,NH,DeepHole,8/24/2020,10:50,PML,0,2,450,2,,NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505
C271,35,NH,DeepHole,8/24/2020,10:50,Hypo,3,3,450,1,,NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505
C272,35,NH,DeepHole,8/24/2020,10:50,Hypo,3,3,450,2,,NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505
C273,35,SE,DeepHole,8/24/2020,11:55,PML,0,5,450,1,,SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505
C274,35,SE,DeepHole,8/24/2020,11:55,PML,0,5,450,2,,SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505
C275,35,SE,DeepHole,8/24/2020,11:55,Hypo,5.5,5.5,450,1,,SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505
C276,35,SE,DeepHole,8/24/2020,11:55,Hypo,5.5,5.5,450,2,,SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505
C277,35,BH,DeepHole,8/25/2020,9:50,PML,0,5,450,1,,BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505
C278,35,BH,DeepHole,8/25/2020,9:50,PML,0,5,450,2,,BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505
C279,35,BH,DeepHole,8/25/2020,9:50,Hypo,10,10,450,1,,BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505
C280,35,BH,DeepHole,8/25/2020,9:50,Hypo,10,10,450,2,,BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505
C281,35,HH,DeepHole,8/25/2020,11:10,PML,0,4,450,1,,HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505
C282,35,HH,DeepHole,8/25/2020,11:10,PML,0,4,450,2,,HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505
C283,35,HH,DeepHole,8/25/2020,11:10,Hypo,5.5,5.5,450,1,,HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505
C284,35,HH,DeepHole,8/25/2020,11:10,Hypo,5.5,5.5,450,2,,HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505
C285,35,MI,DeepHole,8/26/2020,10:25,PML,0,0.5,450,1,,MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505
C286,35,MI,DeepHole,8/26/2020,10:25,PML,0,0.5,450,2,,MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505
C287,35,MI,DeepHole,8/26/2020,10:25,Hypo,9,9,450,1,,MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505
C288,35,MI,DeepHole,8/26/2020,10:25,Hypo,9,9,450,2,,MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505
C289,35,TR,DeepHole,8/26/2020,9:15,PML,0,0.5,450,1,,TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505
C290,35,TR,DeepHole,8/26/2020,9:15,PML,0,0.5,450,2,,TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505
C291,35,TR,DeepHole,8/26/2020,9:15,Hypo,5,5,450,1,,TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505
C292,35,TR,DeepHole,8/26/2020,9:15,Hypo,5,5,450,2,,TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505
C293,35,WL,DeepHole,8/26/2020,11:37,PML,0,1.5,450,1,,WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505
C294,35,WL,DeepHole,8/26/2020,11:37,PML,0,1.5,450,2,,WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505
C295,35,WL,DeepHole,8/26/2020,11:37,Hypo,8,8,450,1,,WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505
C296,35,WL,DeepHole,8/26/2020,11:37,Hypo,8,8,450,2,,WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505
C297,35,CYB,DeepHole,8/27/2020,10:15,PML,0,0.5,450,1,,CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505
C298,35,CYB,DeepHole,8/27/2020,10:15,PML,0,0.5,450,2,,CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505
C299,35,CYB,DeepHole,8/27/2020,10:15,Hypo,2,2,450,1,,CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505
C300,35,CYB,DeepHole,8/27/2020,10:15,Hypo,2,2,450,2,,CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505
C301,35,TB,DeepHole,8/27/2020,11:15,PML,0,0.5,450,1,,TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505
C302,35,TB,DeepHole,8/27/2020,11:15,PML,0,0.5,450,2,,TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505
C303,35,TB,DeepHole,8/27/2020,11:15,Hypo,3.5,3.5,450,1,,TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505
C304,35,TB,DeepHole,8/27/2020,11:15,Hypo,3.5,3.5,450,2,,TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505
C305,41,JO,DeepHole,9/1/2020,8:55,PML,0,3,400,1,,JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505
C306,41,JO,DeepHole,9/1/2020,8:55,PML,0,3,400,2,,JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505
C307,41,JO,DeepHole,9/1/2020,8:55,Hypo,4.5,4.5,330,1,,JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505
C308,41,JO,DeepHole,9/1/2020,8:55,Hypo,4.5,4.5,330,2,,JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505
