"docID","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","replicate","comments","sampleID","DOC_mgL"
"D385",41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,1,"","JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",9.56469258624249
"D387",41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,1,"","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",9.36874021774905
"D42",15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,2,"","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",22.3354648489196
"D47",17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,1,"","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",8.91635635468396
"D5",3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,1,"","WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",6.83466483507161
"D53",15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,1,"","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",4.61387132547934
"D55",15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,1,"","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",15.1493350883054
"D58",15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,2,"","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",12.7688766858666
"D62",15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,2,"","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",27.0359025277189
"D65",17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,1,"","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",10.5541310888822
"D69",17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,1,"","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",6.29519103045388
"D71",17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,1,"","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",5.32631543068078
"D73",3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,1,"","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",13.8042793243258
"D77",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,1,"","FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",65.6481957810981
"D78",3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,2,"","FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",69.5551473257511
"D79",3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,1,"","WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",6.87820980584792
"D88",17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,2,"","PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",5.18358469313618
"D91",15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,1,"","MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505",15.244892107509
"D98",15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,2,"","MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",25.6606072007001
"D99",15,"MO","Inlet3","6/22/2020","9:05","Surface",0,0,1,"","MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505",46.5972710664586
